run_id,policy,t_rel_s,n_c1_search,c1_search_viol_pct,c1_search_viol_pct_roll3,rate_kbit
B_ramp_bl_rr,bl_rr,77,133,9.0226,6.9517,18327
B_ramp_bl_rr,bl_rr,78,133,5.2632,7.5397,18327
B_ramp_bl_rr,bl_rr,79,132,8.3333,6.0247,18327
B_ramp_bl_rr,bl_rr,80,134,4.4776,7.4802,18327
B_ramp_bl_rr,bl_rr,81,135,9.6296,8.9953,16655
B_ramp_bl_rr,bl_rr,82,132,12.8788,8.5206,16655
B_ramp_bl_rr,bl_rr,83,131,3.0534,7.5495,16655
B_ramp_bl_rr,bl_rr,84,134,6.7164,6.9331,16655
B_ramp_bl_rr,bl_rr,85,136,11.0294,9.9557,16655
B_ramp_bl_rr,bl_rr,86,132,12.1212,9.4713,16655
B_ramp_bl_rr,bl_rr,87,133,5.2632,8.32,16655
B_ramp_bl_rr,bl_rr,88,132,7.5758,6.008,16655
B_ramp_bl_rr,bl_rr,89,135,5.1852,6.7412,16655
B_ramp_bl_rr,bl_rr,90,134,7.4627,5.9836,16655
B_ramp_bl_rr,bl_rr,91,132,5.303,8.2956,16655
B_ramp_bl_rr,bl_rr,92,132,12.1212,11.0712,14982
B_ramp_bl_rr,bl_rr,93,133,15.7895,12.2447,14982
B_ramp_bl_rr,bl_rr,94,136,8.8235,11.9357,14982
B_ramp_bl_rr,bl_rr,95,134,11.194,8.7081,14982
B_ramp_bl_rr,bl_rr,96,131,6.1069,9.2757,14982
B_ramp_bl_rr,bl_rr,97,133,10.5263,7.5197,14982
B_ramp_bl_rr,bl_rr,98,135,5.9259,7.7063,14982
B_ramp_bl_rr,bl_rr,99,135,6.6667,5.7242,14982
B_ramp_bl_rr,bl_rr,100,131,4.5802,7.0071,14982
B_ramp_bl_rr,bl_rr,101,133,9.7744,10.5929,13309
B_ramp_bl_rr,bl_rr,102,132,17.4242,12.7159,13309
B_ramp_bl_rr,bl_rr,103,137,10.9489,12.0022,13309
B_ramp_bl_rr,bl_rr,104,131,7.6336,8.9305,13309
B_ramp_bl_rr,bl_rr,105,134,8.209,8.3112,13309
B_ramp_bl_rr,bl_rr,106,132,9.0909,7.7419,13309
B_ramp_bl_rr,bl_rr,107,135,5.9259,7.9686,13309
B_ramp_bl_rr,bl_rr,108,135,8.8889,6.2303,13309
B_ramp_bl_rr,bl_rr,109,129,3.876,8.7326,13309
B_ramp_bl_rr,bl_rr,110,134,13.4328,7.7449,13309
B_ramp_bl_rr,bl_rr,111,135,5.9259,9.169,11636
B_ramp_bl_rr,bl_rr,112,135,8.1481,7.7217,11636
B_ramp_bl_rr,bl_rr,113,132,9.0909,7.7666,11636
B_ramp_bl_rr,bl_rr,114,132,6.0606,9.2794,11636
B_ramp_bl_rr,bl_rr,115,134,12.6866,10.0085,11636
B_ramp_bl_rr,bl_rr,116,133,11.2782,10.4758,11636
B_ramp_bl_rr,bl_rr,117,134,7.4627,10.1229,11636
B_ramp_bl_rr,bl_rr,118,129,11.6279,10.0132,11636
B_ramp_bl_rr,bl_rr,119,137,10.9489,10.5331,11636
B_ramp_bl_rr,bl_rr,120,133,9.0226,9.6201,11636
B_ramp_bl_rr,bl_rr,121,135,8.8889,11.526,11636
B_ramp_bl_rr,bl_rr,122,132,16.6667,10.2598,9964
B_ramp_bl_rr,bl_rr,123,134,5.2239,9.5696,9964
B_ramp_bl_rr,bl_rr,124,132,6.8182,6.5016,9964
B_ramp_bl_rr,bl_rr,125,134,7.4627,7.9941,9964
B_ramp_bl_rr,bl_rr,126,134,9.7015,8.4577,9964
B_ramp_bl_rr,bl_rr,127,134,8.209,9.0236,9964
B_ramp_bl_rr,bl_rr,128,131,9.1603,11.5978,9964
B_ramp_bl_rr,bl_rr,129,132,17.4242,13.971,9964
B_ramp_bl_rr,bl_rr,130,137,15.3285,13.6745,9964
B_ramp_bl_rr,bl_rr,131,133,8.2707,11.8764,8291
B_ramp_bl_rr,bl_rr,132,133,12.0301,12.7371,8291
B_ramp_bl_rr,bl_rr,133,134,17.9104,11.7479,8291
B_ramp_bl_rr,bl_rr,134,132,5.303,10.7229,8291
B_ramp_bl_rr,bl_rr,135,134,8.9552,9.0134,8291
B_ramp_bl_rr,bl_rr,136,133,12.782,11.5387,8291
B_ramp_bl_rr,bl_rr,137,132,12.8788,11.8117,8291
B_ramp_bl_rr,bl_rr,138,133,9.7744,9.2668,8291
B_ramp_bl_rr,bl_rr,139,136,5.1471,7.4801,8291
B_ramp_bl_rr,bl_rr,140,133,7.5188,7.7573,8291
B_ramp_bl_rr,bl_rr,141,132,10.6061,15.6376,6618
B_ramp_bl_rr,bl_rr,142,132,28.7879,17.8227,6618
B_ramp_bl_rr,bl_rr,143,135,14.0741,15.7688,6618
B_ramp_bl_rr,bl_rr,144,135,4.4444,8.7174,6618
B_ramp_bl_rr,bl_rr,145,131,7.6336,7.0335,6618
B_ramp_bl_rr,bl_rr,146,133,9.0226,6.5397,6618
B_ramp_bl_rr,bl_rr,147,135,2.963,5.7365,6618
B_ramp_bl_rr,bl_rr,148,134,5.2239,5.0017,6618
B_ramp_bl_rr,bl_rr,149,132,6.8182,6.2697,6618
B_ramp_bl_rr,bl_rr,150,133,6.7669,8.8541,6618
B_ramp_bl_rr,bl_rr,151,131,12.9771,11.7284,6618
B_ramp_bl_rr,bl_rr,152,136,15.4412,12.9815,4945
B_ramp_bl_rr,bl_rr,153,133,10.5263,13.1334,4945
B_ramp_bl_rr,bl_rr,154,134,13.4328,11.5761,4945
B_ramp_bl_rr,bl_rr,155,130,10.7692,10.2896,4945
B_ramp_bl_rr,bl_rr,156,135,6.6667,9.2688,4945
B_ramp_bl_rr,bl_rr,157,135,10.3704,9.1358,4945
B_ramp_bl_rr,bl_rr,158,135,10.3704,10.9848,4945
B_ramp_bl_rr,bl_rr,159,131,12.2137,11.5381,4945
B_ramp_bl_rr,bl_rr,160,133,12.0301,14.3469,4945
B_ramp_bl_rr,bl_rr,161,133,18.797,19.6584,3273
B_ramp_bl_rr,bl_rr,162,135,28.1481,22.5186,3273
B_ramp_bl_rr,bl_rr,163,131,20.6107,23.0199,3273
B_ramp_bl_rr,bl_rr,164,133,20.3008,22.8411,3273
B_ramp_bl_rr,bl_rr,165,134,27.6119,22.3907,3273
B_ramp_bl_rr,bl_rr,166,135,19.2593,22.494,3273
B_ramp_bl_rr,bl_rr,167,131,20.6107,18.969,3273
B_ramp_bl_rr,bl_rr,168,135,17.037,17.8928,3273
B_ramp_bl_rr,bl_rr,169,131,16.0305,20.797,3273
B_ramp_bl_rr,bl_rr,170,133,29.3233,34.5209,3273
B_ramp_bl_rr,bl_rr,171,134,58.209,49.7288,1600
B_ramp_bl_rr,bl_rr,172,133,61.6541,59.002,1600
B_ramp_bl_rr,bl_rr,173,133,57.1429,60.9023,1600
B_ramp_bl_rr,bl_rr,174,133,63.9098,58.7588,1600
B_ramp_bl_rr,bl_rr,175,134,55.2239,60.1092,1600
B_ramp_bl_rr,bl_rr,176,134,61.194,60.5231,1600
B_ramp_bl_rr,bl_rr,177,132,65.1515,61.5182,1600
B_ramp_bl_rr,bl_rr,178,134,58.209,60.7719,1600
B_ramp_bl_rr,bl_rr,179,134,58.9552,60.9453,1600
B_ramp_bl_rr,bl_rr,180,134,65.6716,61.6441,1600
B_ramp_bl_rr,bl_rr,181,131,60.3053,63.9676,1600
B_ramp_bl_rr,bl_rr,182,135,65.9259,62.5899,1600
B_ramp_bl_rr,bl_rr,183,130,61.5385,63.4758,1600
B_ramp_bl_rr,bl_rr,184,135,62.963,62.982,1600
B_ramp_bl_rr,bl_rr,185,135,64.4444,61.9136,1600
B_ramp_bl_rr,bl_rr,186,132,58.3333,61.7279,1600
B_ramp_bl_rr,bl_rr,187,133,62.406,59.1519,1600
B_ramp_bl_rr,bl_rr,188,134,56.7164,58.226,1600
B_ramp_bl_rr,bl_rr,189,135,55.5556,56.2535,1600
B_ramp_bl_rr,bl_rr,190,131,56.4885,56.9998,1600
B_ramp_bl_rr,bl_rr,191,134,58.9552,61.3668,1600
B_ramp_bl_rr,bl_rr,192,134,68.6567,62.3368,1600
B_ramp_bl_rr,bl_rr,193,133,59.3985,60.2289,1600
B_ramp_bl_rr,bl_rr,194,133,52.6316,57.3935,1600
B_ramp_bl_rr,bl_rr,195,133,60.1504,57.2457,1600
B_ramp_bl_rr,bl_rr,196,134,58.9552,58.4989,1600
B_ramp_bl_rr,bl_rr,197,133,56.391,58.4989,1600
B_ramp_bl_rr,bl_rr,198,133,60.1504,58.8972,1600
B_ramp_bl_rr,bl_rr,199,133,60.1504,61.742,1600
B_ramp_bl_rr,bl_rr,200,134,64.9254,63.9141,1600
B_ramp_bl_rr,bl_rr,201,132,66.6667,63.3702,1600
B_ramp_bl_rr,bl_rr,202,135,58.5185,62.1264,1600
B_ramp_bl_rr,bl_rr,203,134,61.194,60.6113,1600
B_ramp_bl_rr,bl_rr,204,132,62.1212,61.8458,1600
B_ramp_bl_rr,bl_rr,205,135,62.2222,62.4074,1600
B_ramp_bl_rr,bl_rr,206,132,62.8788,59.8595,1600
B_ramp_bl_rr,bl_rr,207,134,54.4776,58.1664,1600
B_ramp_bl_rr,bl_rr,208,133,57.1429,56.9038,1600
B_ramp_bl_rr,bl_rr,209,132,59.0909,61.9545,1600
B_ramp_bl_rr,bl_rr,210,135,69.6296,61.3148,1600
B_ramp_bl_rr,bl_rr,211,134,55.2239,63.335,1600
B_ramp_bl_rr,bl_rr,212,132,65.1515,57.669,1600
B_ramp_bl_rr,bl_rr,213,133,52.6316,60.0018,1600
B_ramp_bl_rr,bl_rr,214,135,62.2222,55.2038,1600
B_ramp_bl_rr,bl_rr,215,132,50.7576,56.3166,1600
B_ramp_bl_rr,bl_rr,216,134,55.9701,56.3779,1600
B_ramp_bl_rr,bl_rr,217,133,62.406,60.2607,1600
B_ramp_bl_rr,bl_rr,218,133,62.406,62.9073,1600
B_ramp_bl_rr,bl_rr,219,133,63.9098,61.2595,1600
B_ramp_bl_rr,bl_rr,220,134,57.4627,60.358,1600
B_ramp_bl_rr,bl_rr,221,134,59.7015,59.5093,1600
B_ramp_bl_rr,bl_rr,222,132,61.3636,59.3674,1600
B_ramp_bl_rr,bl_rr,223,135,57.037,59.9214,1600
B_ramp_bl_rr,bl_rr,224,132,61.3636,59.1186,1600
B_ramp_bl_rr,bl_rr,225,134,58.9552,57.5305,1600
B_ramp_bl_rr,bl_rr,226,132,52.2727,57.0255,1600
B_ramp_bl_rr,bl_rr,227,132,59.8485,57.6207,1600
B_ramp_bl_rr,bl_rr,228,135,60.7407,59.9495,1600
B_ramp_bl_rr,bl_rr,229,135,59.2593,59.2982,1600
B_ramp_bl_rr,bl_rr,230,133,57.8947,59.5059,1600
B_ramp_bl_rr,bl_rr,231,132,61.3636,63.4565,1600
B_ramp_bl_rr,bl_rr,232,135,71.1111,65.4615,1600
B_ramp_bl_rr,bl_rr,233,133,63.9098,64.9565,1600
B_ramp_bl_rr,bl_rr,234,132,59.8485,62.556,1600
B_ramp_bl_rr,bl_rr,235,133,63.9098,60.6557,1600
B_ramp_bl_rr,bl_rr,236,134,58.209,59.7539,1600
B_ramp_bl_rr,bl_rr,237,133,57.1429,58.5007,1600
B_ramp_bl_rr,bl_rr,238,133,60.1504,61.1529,1600
B_ramp_bl_rr,bl_rr,239,133,66.1654,62.3522,1600
B_ramp_bl_rr,bl_rr,240,135,60.7407,62.3522,1600
B_ramp_bl_rr,bl_rr,241,133,60.1504,63.8559,1600
B_ramp_bl_rr,bl_rr,242,133,70.6767,64.007,1600
B_ramp_bl_rr,bl_rr,243,134,61.194,63.1877,1600
B_ramp_bl_rr,bl_rr,244,130,57.6923,59.9719,1600
B_ramp_bl_rr,bl_rr,245,136,61.0294,57.8696,1600
B_ramp_bl_rr,bl_rr,246,133,54.8872,57.0468,1600
B_ramp_bl_rr,bl_rr,247,134,55.2239,57.6633,1600
B_ramp_bl_rr,bl_rr,248,132,62.8788,62.0044,1600
B_ramp_bl_rr,bl_rr,249,134,67.9104,62.7506,1600
B_ramp_bl_rr,bl_rr,250,134,57.4627,62.3424,1600
B_ramp_bl_rr,bl_rr,251,133,61.6541,63.5151,1600
B_ramp_bl_rr,bl_rr,252,133,71.4286,66.9977,1600
B_ramp_bl_rr,bl_rr,253,134,67.9104,67.499,1600
B_ramp_bl_rr,bl_rr,254,133,63.1579,61.7346,1600
B_ramp_bl_rr,bl_rr,255,133,54.1353,57.1224,1600
B_ramp_bl_rr,bl_rr,256,135,54.0741,56.7769,1600
B_ramp_bl_rr,bl_rr,257,132,62.1212,59.7194,1600
B_ramp_bl_rr,bl_rr,258,135,62.963,60.6341,1600
B_ramp_bl_rr,bl_rr,259,132,56.8182,61.3201,1600
B_ramp_bl_rr,bl_rr,260,134,64.1791,62.6382,1600
B_ramp_bl_rr,bl_rr,261,133,66.9173,64.8184,1600
B_ramp_bl_rr,bl_rr,262,131,63.3588,61.697,1600
B_ramp_bl_rr,bl_rr,263,135,54.8148,57.8255,1600
B_ramp_bl_rr,bl_rr,264,132,55.303,56.9529,1600
B_ramp_bl_rr,bl_rr,265,135,60.7407,60.4858,1600
B_ramp_bl_rr,bl_rr,266,133,65.4135,62.0009,1600
B_ramp_bl_rr,bl_rr,267,132,59.8485,62.5873,1600
B_ramp_bl_rr,bl_rr,268,136,62.5,61.3342,1600
B_ramp_bl_rr,bl_rr,269,133,61.6541,60.5389,1600
B_ramp_bl_rr,bl_rr,270,134,57.4627,59.4026,1600
B_ramp_bl_rr,bl_rr,271,132,59.0909,62.5153,1600
B_ramp_bl_rr,bl_rr,272,131,70.9924,63.6618,1600
B_ramp_bl_rr,bl_rr,273,133,60.9023,63.0825,1600
B_ramp_bl_rr,bl_rr,274,136,57.3529,58.1838,1600
B_ramp_bl_rr,bl_rr,275,135,56.2963,58.7482,1600
B_ramp_bl_rr,bl_rr,276,131,62.5954,61.7699,1600
B_ramp_bl_rr,bl_rr,277,134,66.4179,64.809,1600
B_ramp_bl_rr,bl_rr,278,133,65.4135,64.5906,1600
B_ramp_bl_rr,bl_rr,279,134,61.9403,58.6129,1600
B_ramp_bl_rr,bl_rr,280,132,48.4848,57.7039,1600
B_ramp_bl_rr,bl_rr,281,134,62.6866,58.3604,1600
B_ramp_bl_rr,bl_rr,282,133,63.9098,61.458,1600
B_ramp_bl_rr,bl_rr,283,135,57.7778,60.5625,1600
B_ramp_bl_rr,bl_rr,284,130,60.0,57.6672,1600
B_ramp_bl_rr,bl_rr,285,134,55.2239,59.8894,1600
B_ramp_bl_rr,bl_rr,286,135,64.4444,59.0437,1600
B_ramp_bl_rr,bl_rr,287,134,57.4627,60.2875,1600
B_ramp_bl_rr,bl_rr,288,134,58.9552,61.7067,1600
B_ramp_bl_rr,bl_rr,289,131,68.7023,64.1064,1600
B_ramp_bl_rr,bl_rr,290,133,64.6617,64.2541,1600
B_ramp_bl_rr,bl_rr,291,133,59.3985,61.6003,1600
B_ramp_bl_rr,bl_rr,292,135,60.7407,57.9569,1600
B_ramp_bl_rr,bl_rr,293,134,53.7313,55.7146,1600
B_ramp_bl_rr,bl_rr,294,131,52.6718,56.9492,1600
B_ramp_bl_rr,bl_rr,295,135,64.4444,62.1731,1600
B_ramp_bl_rr,bl_rr,296,134,69.403,67.7501,1600
B_ramp_bl_rr,bl_rr,297,134,69.403,66.8793,1600
B_ramp_bl_rr,bl_rr,298,131,61.8321,63.745,1600
B_ramp_bl_rr,bl_rr,299,135,60.0,56.1662,1600
B_ramp_bl_rr,bl_rr,300,135,46.6667,37.5163,1600
B_ramp_bl_rr,bl_rr,301,136,5.8824,20.2732,1600
B_ramp_bl_rr,bl_rr,302,133,8.2707,6.2328,1600
B_ramp_bl_rr,bl_rr,303,132,4.5455,7.0498,1600
B_ramp_bl_rr,bl_rr,304,132,8.3333,7.7755,1600
B_ramp_bl_rr,bl_rr,305,134,10.4478,9.6917,1600
B_ramp_bl_rr,bl_rr,306,136,10.2941,11.7486,1600
B_ramp_bl_rr,bl_rr,307,131,14.5038,10.5387,1600
B_ramp_bl_rr,bl_rr,308,132,6.8182,8.5999,1600
B_ramp_bl_rr,bl_rr,309,134,4.4776,6.9515,1600
B_ramp_bl_rr,bl_rr,310,136,9.5588,6.4332,1600
B_ramp_bl_rr,bl_rr,311,133,5.2632,7.971,1600
B_ramp_bl_rr,bl_rr,312,132,9.0909,7.5625,1600
B_ramp_bl_rr,bl_rr,313,132,8.3333,6.7957,1600
B_ramp_bl_rr,bl_rr,314,135,2.963,5.9877,1600
B_ramp_bl_rr,bl_rr,315,135,6.6667,5.4826,1600
B_ramp_bl_rr,bl_rr,316,132,6.8182,7.5253,1600
B_ramp_bl_rr,bl_rr,317,132,9.0909,7.0707,1600
B_ramp_bl_rr,bl_rr,318,132,5.303,7.0039,1600
B_ramp_bl_rr,bl_rr,319,136,6.6176,7.733,1600
B_ramp_bl_rr,bl_rr,320,133,11.2782,8.238,1600
B_ramp_bl_rr,bl_rr,321,132,6.8182,11.256,1600
B_ramp_bl_rr,bl_rr,322,134,15.6716,10.2329,1600
B_ramp_bl_rr,bl_rr,323,134,8.209,10.1824,1600
B_ramp_bl_rr,bl_rr,324,135,6.6667,6.9787,1600
B_ramp_bl_rr,bl_rr,325,132,6.0606,5.5147,1600
B_ramp_bl_rr,bl_rr,326,131,3.8168,5.2678,1600
B_ramp_bl_rr,bl_rr,327,135,5.9259,5.2229,1600
B_ramp_bl_rr,bl_rr,328,135,5.9259,6.4569,1600
B_ramp_bl_rr,bl_rr,329,133,7.5188,8.0169,1600
B_ramp_bl_rr,bl_rr,330,132,10.6061,12.1022,1600
B_ramp_bl_rr,bl_rr,331,132,18.1818,12.0651,1600
B_ramp_bl_rr,bl_rr,332,135,7.4074,9.5174,1600
B_ramp_bl_rr,bl_rr,333,135,2.963,5.982,1600
B_ramp_bl_rr,bl_rr,334,132,7.5758,5.3078,1600
B_ramp_bl_rr,bl_rr,335,130,5.3846,7.0162,1600
B_ramp_bl_rr,bl_rr,336,136,8.0882,7.207,1600
B_ramp_bl_rr,bl_rr,337,135,8.1481,7.1665,1600
B_ramp_bl_rr,bl_rr,338,133,5.2632,6.2516,1600
B_ramp_bl_rr,bl_rr,339,131,5.3435,6.5659,1600
B_ramp_bl_rr,bl_rr,340,132,9.0909,8.4879,1600
B_ramp_bl_rr,bl_rr,341,136,11.0294,9.6697,1600
B_ramp_bl_rr,bl_rr,342,135,8.8889,8.1546,1600
B_ramp_bl_rr,bl_rr,343,132,4.5455,6.0166,1600
B_ramp_bl_rr,bl_rr,344,130,4.6154,4.7693,1600
B_ramp_bl_rr,bl_rr,345,136,5.1471,6.488,1600
B_ramp_bl_rr,bl_rr,346,134,9.7015,9.4271,1600
B_ramp_bl_rr,bl_rr,347,134,13.4328,10.2367,1600
B_ramp_bl_rr,bl_rr,348,132,7.5758,8.4954,1600
B_ramp_bl_rr,bl_rr,349,134,4.4776,6.0228,1600
B_ramp_bl_rr,bl_rr,350,133,6.015,5.2259,1600
B_ramp_bl_rr,bl_rr,351,135,5.1852,6.7637,1600
B_ramp_bl_rr,bl_rr,352,132,9.0909,6.2854,1600
B_ramp_bl_rr,bl_rr,353,131,4.5802,8.5371,1600
B_ramp_bl_rr,bl_rr,354,134,11.9403,7.4676,1600
B_ramp_bl_rr,bl_rr,355,136,5.8824,9.4497,1600
B_ramp_bl_rr,bl_rr,356,133,10.5263,7.4898,1600
B_ramp_bl_rr,bl_rr,357,132,6.0606,7.7678,1600
B_ramp_bl_rr,bl_rr,358,134,6.7164,7.5172,1600
B_ramp_bl_lr,bl_lr,0,133,2.2556,2.9935,
B_ramp_bl_lr,bl_lr,1,134,3.7313,2.5007,
B_ramp_bl_lr,bl_lr,2,132,1.5152,3.2414,
B_ramp_bl_lr,bl_lr,3,134,4.4776,3.4901,
B_ramp_bl_lr,bl_lr,4,134,4.4776,4.0029,
B_ramp_bl_lr,bl_lr,5,131,3.0534,3.2566,
B_ramp_bl_lr,bl_lr,6,134,2.2388,2.2653,
B_ramp_bl_lr,bl_lr,7,133,1.5038,1.7413,
B_ramp_bl_lr,bl_lr,8,135,1.4815,1.2457,
B_ramp_bl_lr,bl_lr,9,133,0.7519,1.9882,
B_ramp_bl_lr,bl_lr,10,134,3.7313,2.2578,
B_ramp_bl_lr,bl_lr,11,131,2.2901,3.4777,
B_ramp_bl_lr,bl_lr,12,136,4.4118,2.7352,
B_ramp_bl_lr,bl_lr,13,133,1.5038,3.2441,
B_ramp_bl_lr,bl_lr,14,131,3.8168,3.7636,
B_ramp_bl_lr,bl_lr,15,134,5.9701,4.7549,
B_ramp_bl_lr,bl_lr,16,134,4.4776,4.7172,
B_ramp_bl_lr,bl_lr,17,135,3.7037,3.9897,
B_ramp_bl_lr,bl_lr,18,132,3.7879,2.9984,
B_ramp_bl_lr,bl_lr,19,133,1.5038,3.5316,
B_ramp_bl_lr,bl_lr,20,132,5.303,4.4748,
B_ramp_bl_lr,bl_lr,21,136,6.6176,4.7254,
B_ramp_bl_lr,bl_lr,22,133,2.2556,3.9679,
B_ramp_bl_lr,bl_lr,23,132,3.0303,2.757,
B_ramp_bl_lr,bl_lr,24,134,2.9851,4.2439,
B_ramp_bl_lr,bl_lr,25,134,6.7164,5.7214,
B_ramp_bl_lr,bl_lr,26,134,7.4627,6.494,
B_ramp_bl_lr,bl_lr,27,132,5.303,4.2552,
B_ramp_bl_lr,bl_lr,28,133,0.0,2.5253,
B_ramp_bl_lr,bl_lr,29,132,2.2727,2.486,
B_ramp_bl_lr,bl_lr,30,135,5.1852,5.7441,
B_ramp_bl_lr,bl_lr,31,133,9.7744,6.9766,
B_ramp_bl_lr,bl_lr,32,134,5.9701,6.0058,
B_ramp_bl_lr,bl_lr,33,132,2.2727,3.7353,
B_ramp_bl_lr,bl_lr,34,135,2.963,2.4971,
B_ramp_bl_lr,bl_lr,35,133,2.2556,2.237,
B_ramp_bl_lr,bl_lr,36,134,1.4925,2.512,
B_ramp_bl_lr,bl_lr,37,132,3.7879,2.512,
B_ramp_bl_lr,bl_lr,38,133,2.2556,3.2583,
B_ramp_bl_lr,bl_lr,39,134,3.7313,6.2886,
B_ramp_bl_lr,bl_lr,40,132,12.8788,7.5268,
B_ramp_bl_lr,bl_lr,41,134,5.9701,7.5361,
B_ramp_bl_lr,bl_lr,42,133,3.7594,3.9839,
B_ramp_bl_lr,bl_lr,43,135,2.2222,3.509,
B_ramp_bl_lr,bl_lr,44,132,4.5455,3.9843,
B_ramp_bl_lr,bl_lr,45,135,5.1852,4.4967,
B_ramp_bl_lr,bl_lr,46,133,3.7594,4.2347,
B_ramp_bl_lr,bl_lr,47,133,3.7594,3.5088,
B_ramp_bl_lr,bl_lr,48,133,3.0075,3.2581,
B_ramp_bl_lr,bl_lr,49,133,3.0075,4.4926,
B_ramp_bl_lr,bl_lr,50,134,7.4627,4.2419,
B_ramp_bl_lr,bl_lr,51,133,2.2556,5.0071,
B_ramp_bl_lr,bl_lr,52,132,5.303,4.248,
B_ramp_bl_lr,bl_lr,53,135,5.1852,3.9973,
B_ramp_bl_lr,bl_lr,54,133,1.5038,2.9759,
B_ramp_bl_lr,bl_lr,55,134,2.2388,1.7526,
B_ramp_bl_lr,bl_lr,56,132,1.5152,3.2266,
B_ramp_bl_lr,bl_lr,57,135,5.9259,3.9729,
B_ramp_bl_lr,bl_lr,58,134,4.4776,5.249,
B_ramp_bl_lr,bl_lr,59,131,5.3435,4.02,
B_ramp_bl_lr,bl_lr,60,134,2.2388,3.7806,
B_ramp_bl_lr,bl_lr,61,133,3.7594,2.7457,
B_ramp_bl_lr,bl_lr,62,134,2.2388,3.5032,20000
B_ramp_bl_lr,bl_lr,63,133,4.5113,3.7538,20000
B_ramp_bl_lr,bl_lr,64,133,4.5113,4.0025,20000
B_ramp_bl_lr,bl_lr,65,134,2.9851,4.4888,20000
B_ramp_bl_lr,bl_lr,66,134,5.9701,4.2382,20000
B_ramp_bl_lr,bl_lr,67,133,3.7594,4.7699,20000
B_ramp_bl_lr,bl_lr,68,131,4.5802,3.2774,20000
B_ramp_bl_lr,bl_lr,69,134,1.4925,6.0343,20000
B_ramp_bl_lr,bl_lr,70,133,12.0301,4.7545,20000
B_ramp_bl_lr,bl_lr,71,135,0.7407,6.2771,20000
B_ramp_bl_lr,bl_lr,72,132,6.0606,2.5159,18327
B_ramp_bl_lr,bl_lr,73,134,0.7463,3.0265,18327
B_ramp_bl_lr,bl_lr,74,132,2.2727,1.7416,18327
B_ramp_bl_lr,bl_lr,75,136,2.2059,2.2447,18327
B_ramp_bl_lr,bl_lr,76,133,2.2556,1.7397,18327
B_ramp_bl_lr,bl_lr,77,132,0.7576,3.0094,18327
B_ramp_bl_lr,bl_lr,78,133,6.015,3.4921,18327
B_ramp_bl_lr,bl_lr,79,135,3.7037,4.5022,18327
B_ramp_bl_lr,bl_lr,80,132,3.7879,4.9663,18327
B_ramp_bl_lr,bl_lr,81,135,7.4074,5.2469,16655
B_ramp_bl_lr,bl_lr,82,132,4.5455,5.2469,16655
B_ramp_bl_lr,bl_lr,83,132,3.7879,3.7654,16655
B_ramp_bl_lr,bl_lr,84,135,2.963,2.7478,16655
B_ramp_bl_lr,bl_lr,85,134,1.4925,3.2528,16655
B_ramp_bl_lr,bl_lr,86,132,5.303,2.7664,16655
B_ramp_bl_lr,bl_lr,87,133,1.5038,3.2566,16655
B_ramp_bl_lr,bl_lr,88,135,2.963,3.0041,16655
B_ramp_bl_lr,bl_lr,89,132,4.5455,4.9719,16655
B_ramp_bl_lr,bl_lr,90,135,7.4074,5.752,16655
B_ramp_bl_lr,bl_lr,91,132,5.303,5.2469,14982
B_ramp_bl_lr,bl_lr,92,132,3.0303,4.0216,14982
B_ramp_bl_lr,bl_lr,93,134,3.7313,2.7477,14982
B_ramp_bl_lr,bl_lr,94,135,1.4815,2.4839,14982
B_ramp_bl_lr,bl_lr,95,134,2.2388,2.7668,14982
B_ramp_bl_lr,bl_lr,96,131,4.5802,3.5168,14982
B_ramp_bl_lr,bl_lr,97,134,3.7313,4.2743,14982
B_ramp_bl_lr,bl_lr,98,133,4.5113,3.7352,14982
B_ramp_bl_lr,bl_lr,99,135,2.963,4.2591,14982
B_ramp_bl_lr,bl_lr,100,132,5.303,4.7454,14982
B_ramp_bl_lr,bl_lr,101,134,5.9701,4.7528,14982
B_ramp_bl_lr,bl_lr,102,134,2.9851,4.7528,13309
B_ramp_bl_lr,bl_lr,103,132,5.303,4.2552,13309
B_ramp_bl_lr,bl_lr,104,134,4.4776,4.0178,13309
B_ramp_bl_lr,bl_lr,105,132,2.2727,2.9964,13309
B_ramp_bl_lr,bl_lr,106,134,2.2388,3.0076,13309
B_ramp_bl_lr,bl_lr,107,133,4.5113,4.2253,13309
B_ramp_bl_lr,bl_lr,108,135,5.9259,3.9803,13309
B_ramp_bl_lr,bl_lr,109,133,1.5038,5.5069,13309
B_ramp_bl_lr,bl_lr,110,132,9.0909,5.7538,13309
B_ramp_bl_lr,bl_lr,111,135,6.6667,6.0044,11636
B_ramp_bl_lr,bl_lr,112,133,2.2556,4.7418,11636
B_ramp_bl_lr,bl_lr,113,132,5.303,3.7822,11636
B_ramp_bl_lr,bl_lr,114,132,3.7879,4.0253,11636
B_ramp_bl_lr,bl_lr,115,134,2.9851,3.5014,11636
B_ramp_bl_lr,bl_lr,116,134,3.7313,2.2388,11636
B_ramp_bl_lr,bl_lr,117,134,0.0,4.0007,11636
B_ramp_bl_lr,bl_lr,118,133,8.2707,5.0296,11636
B_ramp_bl_lr,bl_lr,119,132,6.8182,8.789,11636
B_ramp_bl_lr,bl_lr,120,133,11.2782,7.2576,11636
B_ramp_bl_lr,bl_lr,121,136,3.6765,6.238,9964
