run_id,policy,t_rel_s,c1_search_viol_pct,n_c1_search,all_viol_pct,S1_pct,S2_pct,S3_pct
A_server_site_s3,site_s3,274,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,275,1.5038,133,1.3784,0.0,0.0,100.0
A_server_site_s3,site_s3,276,0.0,132,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,277,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,278,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,279,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,280,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,281,0.0,132,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,282,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,283,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,284,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,285,1.5152,132,1.25,0.0,0.0,100.0
A_server_site_s3,site_s3,286,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,287,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,288,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,289,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,290,0.0,132,0.1244,0.0,0.0,100.0
A_server_site_s3,site_s3,291,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,292,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,293,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,294,0.0,132,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,295,0.7463,134,0.4994,0.0,0.0,100.0
A_server_site_s3,site_s3,296,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,297,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,298,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,299,0.0,132,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,300,0.0,135,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,301,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,302,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,303,0.0,131,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,304,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,305,0.0,134,0.625,0.0,0.0,100.0
A_server_site_s3,site_s3,306,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,307,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,308,0.0,132,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,309,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,310,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,311,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,312,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,313,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,314,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,315,1.4925,134,1.25,0.0,0.0,100.0
A_server_site_s3,site_s3,316,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,317,0.0,132,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,318,0.0,135,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,319,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,320,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,321,0.0,131,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,322,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,323,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,324,1.4925,134,1.0,0.0,0.0,100.0
A_server_site_s3,site_s3,325,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,326,0.0,132,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,327,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,328,0.0,134,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,329,0.0,133,0.0,0.0,0.0,100.0
A_server_site_s3,site_s3,330,0.0,133,0.0,0.0,0.0,100.0
