ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly
1786313018.788,c1,reserve,,0.0,26.34,13.67,3.65,S3,1,2.75,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.059,0,S3,site_s3,S3,S3,S3
1786313018.788,c1,search,,0.0,31.1,20.71,10.98,S3,1,0.53,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.059,0,S3,site_s3,S3,S3,S3
1786313018.788,c1,recommend,,0.0,26.76,14.03,4.0,S3,1,0.56,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.059,0,S3,site_s3,S3,S3,S3
1786313018.788,c2,reserve,,0.0,26.34,13.67,3.65,S3,1,0.51,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.059,0,S3,site_s3,S3,S3,S3
1786313018.788,c2,search,,0.0,31.1,20.71,10.98,S3,1,0.53,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.059,0,S3,site_s3,S3,S3,S3
1786313018.788,c2,recommend,,0.0,26.76,14.03,4.0,S3,1,0.5,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.059,0,S3,site_s3,S3,S3,S3
1786313019.789,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.106,0,S3,site_s3,S3,S3,S3
1786313019.789,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.106,0,S3,site_s3,S3,S3,S3
1786313019.789,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.106,0,S3,site_s3,S3,S3,S3
1786313019.789,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.106,0,S3,site_s3,S3,S3,S3
1786313019.789,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.106,0,S3,site_s3,S3,S3,S3
1786313019.789,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.106,0,S3,site_s3,S3,S3,S3
1786313020.789,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313020.789,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313020.789,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313020.789,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313020.789,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313020.789,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313021.789,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313021.789,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313021.789,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313021.789,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313021.789,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313021.789,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.097,0,S3,site_s3,S3,S3,S3
1786313022.790,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,31,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,1.505,0,S3,site_s3,S3,S3,S3
1786313022.790,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,51,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,1.505,0,S3,site_s3,S3,S3,S3
1786313022.790,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,65,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,1.505,0,S3,site_s3,S3,S3,S3
1786313022.790,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,31,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,1.505,0,S3,site_s3,S3,S3,S3
1786313022.790,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,51,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,1.505,0,S3,site_s3,S3,S3,S3
1786313022.790,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,65,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,1.505,0,S3,site_s3,S3,S3,S3
1786313023.794,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,220,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,6.123,0,S3,site_s3,S3,S3,S3
