ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly
1786339939.661,c1,reserve,,0.0,26.34,13.67,3.65,S3,1,2.83,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.057,0,S3,site_s3,S3,S3,S3
1786339939.661,c1,search,,0.0,31.1,20.71,10.98,S3,1,0.57,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.057,0,S3,site_s3,S3,S3,S3
1786339939.661,c1,recommend,,0.0,26.76,14.03,4.0,S3,1,0.58,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.057,0,S3,site_s3,S3,S3,S3
1786339939.661,c2,reserve,,0.0,26.34,13.67,3.65,S3,1,0.53,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.057,0,S3,site_s3,S3,S3,S3
1786339939.661,c2,search,,0.0,31.1,20.71,10.98,S3,1,0.5,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.057,0,S3,site_s3,S3,S3,S3
1786339939.661,c2,recommend,,0.0,26.76,14.03,4.0,S3,1,0.55,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.057,0,S3,site_s3,S3,S3,S3
1786339940.662,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.108,0,S3,site_s3,S3,S3,S3
1786339940.662,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.108,0,S3,site_s3,S3,S3,S3
1786339940.662,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.108,0,S3,site_s3,S3,S3,S3
1786339940.662,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.108,0,S3,site_s3,S3,S3,S3
1786339940.662,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.108,0,S3,site_s3,S3,S3,S3
1786339940.662,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.108,0,S3,site_s3,S3,S3,S3
1786339941.662,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.097,0,S3,site_s3,S3,S3,S3
1786339941.662,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.097,0,S3,site_s3,S3,S3,S3
1786339941.662,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.097,0,S3,site_s3,S3,S3,S3
1786339941.662,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.097,0,S3,site_s3,S3,S3,S3
1786339941.662,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.097,0,S3,site_s3,S3,S3,S3
1786339941.662,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.097,0,S3,site_s3,S3,S3,S3
1786339942.662,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.099,0,S3,site_s3,S3,S3,S3
1786339942.662,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.099,0,S3,site_s3,S3,S3,S3
1786339942.662,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.099,0,S3,site_s3,S3,S3,S3
1786339942.662,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.099,0,S3,site_s3,S3,S3,S3
1786339942.662,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.099,0,S3,site_s3,S3,S3,S3
1786339942.662,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.099,0,S3,site_s3,S3,S3,S3
1786339943.664,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,46,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,1.832,0,S3,site_s3,S3,S3,S3
1786339943.664,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,79,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,1.832,0,S3,site_s3,S3,S3,S3
1786339943.664,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,125,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,1.832,0,S3,site_s3,S3,S3,S3
1786339943.664,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,46,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,1.832,0,S3,site_s3,S3,S3,S3
1786339943.664,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,79,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,1.832,0,S3,site_s3,S3,S3,S3
1786339943.664,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,125,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,1.832,0,S3,site_s3,S3,S3,S3
1786339944.670,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,319,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,7.341,0,S3,site_s3,S3,S3,S3
1786339944.670,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,471,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,7.341,0,S3,site_s3,S3,S3,S3
1786339944.670,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,625,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,7.341,0,S3,site_s3,S3,S3,S3
1786339944.670,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,319,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,7.341,0,S3,site_s3,S3,S3,S3
1786339944.670,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,471,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,7.341,0,S3,site_s3,S3,S3,S3
1786339944.670,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,625,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,7.341,0,S3,site_s3,S3,S3,S3
