t_sec,fc_s1_ms,fc_s1_ms_dnet,fc_s2_ms,fc_s2_ms_dnet,fc_s3_ms,fc_s3_ms_dnet,fc_budget_s3_ms,budget_s3_ms,lat_search_ms,lat_reserve_ms,lat_recommend_ms,slo_search,slo_reserve,slo_recommend,share_s1_pct,share_s2_pct,share_s3_pct,n_search,phase
219,,,4.01,3.87,12.3,12.14,8.44,-3.7,31.32,27.16,26.79,45.0,35.0,35.0,0.0,21.32,78.68,272,stress
220,,,4.15,4.01,5.63,5.48,8.44,2.96,28.46,26.74,26.61,45.0,35.0,35.0,0.0,49.81,50.19,267,stress
221,,,4.04,3.9,11.58,11.43,8.44,-2.99,29.78,27.11,26.71,45.0,35.0,35.0,0.0,28.41,71.59,264,stress
222,,,4.0,3.86,11.39,11.23,8.44,-2.79,30.8,27.04,26.82,45.0,35.0,35.0,0.0,21.72,78.28,267,stress
223,,,4.19,4.05,6.68,6.52,8.44,1.92,28.51,26.76,26.6,45.0,35.0,35.0,0.0,49.81,50.19,267,stress
224,,,4.48,4.34,11.24,11.09,8.44,-2.65,29.51,26.98,26.65,45.0,35.0,35.0,0.0,28.73,71.27,268,stress
225,,,3.88,3.73,11.96,11.8,8.44,-3.36,30.7,27.13,26.72,45.0,35.0,35.0,0.0,21.72,78.28,267,stress
226,,,4.12,3.97,6.31,6.16,8.44,2.28,27.19,26.73,26.6,45.0,35.0,35.0,0.0,50.19,49.81,267,stress
227,,,4.03,3.88,12.54,12.39,8.44,-3.95,29.72,27.04,26.73,45.0,35.0,35.0,0.0,28.52,71.48,263,stress
228,,,5.0,4.86,15.9,15.75,8.44,-7.31,30.87,26.78,26.91,45.0,35.0,35.0,0.0,21.48,78.52,270,stress
229,,,4.54,4.39,6.2,6.05,8.44,2.39,28.41,17.16,26.56,45.0,35.0,35.0,0.0,49.81,50.19,267,stress
230,,,4.33,4.19,13.73,13.58,8.44,-5.14,29.77,27.08,26.72,45.0,35.0,35.0,0.0,28.3,71.7,265,stress
231,,,4.02,3.87,10.63,10.48,8.44,-2.04,30.82,27.16,26.82,45.0,35.0,35.0,0.0,21.8,78.2,266,stress
232,,,4.56,4.42,6.06,5.9,8.44,2.54,28.45,26.4,26.57,45.0,35.0,35.0,0.0,50.0,50.0,266,stress
233,,,4.28,4.14,13.15,12.99,8.44,-4.55,29.35,26.5,26.71,45.0,35.0,35.0,0.0,28.84,71.16,267,stress
234,,,3.99,3.85,13.34,13.19,8.44,-4.75,31.0,27.16,26.82,45.0,35.0,35.0,0.0,21.56,78.44,269,stress
235,,,4.39,4.25,7.11,6.95,8.44,1.49,27.05,26.71,26.59,45.0,35.0,35.0,0.0,50.19,49.81,267,stress
236,,,4.65,4.51,10.56,10.41,8.44,-1.97,29.52,27.03,26.7,45.0,35.0,35.0,0.0,28.63,71.37,262,stress
237,,,4.27,4.13,12.91,12.75,8.44,-4.31,31.13,27.13,26.81,45.0,35.0,35.0,0.0,21.4,78.6,271,stress
238,,,4.01,3.86,9.51,9.35,8.44,-0.91,28.44,26.86,26.62,45.0,35.0,35.0,0.0,49.81,50.19,267,stress
239,,,3.86,3.72,12.49,12.34,8.44,-3.9,29.77,27.05,26.72,45.0,35.0,35.0,0.0,28.41,71.59,264,transition
240,,,3.79,3.65,5.09,4.93,8.44,3.51,28.73,26.65,26.49,45.0,35.0,35.0,0.0,21.72,78.28,267,transition
241,,,4.31,4.17,3.8,3.64,8.44,4.8,28.35,26.6,26.45,45.0,35.0,35.0,0.0,50.0,50.0,268,transition
242,,,3.99,3.85,4.1,3.94,8.44,4.5,28.58,26.62,26.46,45.0,35.0,35.0,0.0,28.46,71.54,267,transition
243,,,,,4.25,4.1,8.44,4.34,31.83,26.66,26.54,45.0,35.0,35.0,0.0,0.0,100.0,266,post
244,,,,,4.18,4.02,8.44,4.42,31.41,26.66,26.53,45.0,35.0,35.0,0.0,0.0,100.0,266,post
245,,,,,4.23,4.08,8.44,4.36,32.13,26.65,26.52,45.0,35.0,35.0,0.0,0.0,100.0,265,post
246,,,,,4.18,4.02,8.44,4.42,34.85,26.64,26.52,45.0,35.0,35.0,0.0,0.0,100.0,269,post
247,,,,,4.2,4.05,8.44,4.39,30.44,26.67,26.53,45.0,35.0,35.0,0.0,0.0,100.0,267,post
248,,,,,4.45,4.3,8.44,4.14,34.82,26.65,26.53,45.0,35.0,35.0,0.0,0.0,100.0,266,post
249,,,,,4.08,3.93,8.44,4.51,34.85,26.67,26.53,45.0,35.0,35.0,0.0,0.0,100.0,265,post
250,,,,,4.33,4.18,8.44,4.26,30.19,26.65,26.5,45.0,35.0,35.0,0.0,0.0,100.0,266,post
251,,,,,4.27,4.11,8.44,4.33,33.73,26.63,26.53,45.0,35.0,35.0,0.0,0.0,100.0,270,post
252,,,,,4.19,4.04,8.44,4.4,30.2,26.66,26.51,45.0,35.0,35.0,0.0,0.0,100.0,267,post
253,,,,,4.32,4.17,8.44,4.27,34.84,26.65,26.53,45.0,35.0,35.0,0.0,0.0,100.0,265,post
254,,,,,4.2,4.05,8.44,4.39,32.36,26.66,26.52,45.0,35.0,35.0,0.0,0.0,100.0,265,post
255,,,,,4.45,4.3,8.44,4.14,34.87,26.66,26.51,45.0,35.0,35.0,0.0,0.0,100.0,269,post
256,,,,,4.3,4.14,8.44,4.3,30.6,26.66,26.52,45.0,35.0,35.0,0.0,0.0,100.0,267,post
257,,,,,4.2,4.05,8.44,4.39,31.42,26.66,26.54,45.0,35.0,35.0,0.0,0.0,100.0,266,post
258,,,,,4.28,4.13,8.44,4.31,34.88,26.68,26.53,45.0,35.0,35.0,0.0,0.0,100.0,265,post
259,,,,,4.34,4.19,8.44,4.25,30.9,26.65,26.52,45.0,35.0,35.0,0.0,0.0,100.0,267,post
260,,,,,4.38,4.23,8.44,4.21,34.79,26.65,26.52,45.0,35.0,35.0,0.0,0.0,100.0,269,post
261,,,,,4.43,4.27,8.44,4.17,31.19,26.64,26.53,45.0,35.0,35.0,0.0,0.0,100.0,266,post
262,,,,,4.22,4.07,8.44,4.37,30.86,26.66,26.51,45.0,35.0,35.0,0.0,0.0,100.0,266,post
263,,,,,4.25,4.09,8.44,4.35,31.61,26.67,26.52,45.0,35.0,35.0,0.0,0.0,100.0,265,post
264,,,,,4.28,4.13,8.44,4.31,34.8,26.66,26.54,45.0,35.0,35.0,0.0,0.0,100.0,269,post
265,,,,,4.23,4.08,8.44,4.36,30.57,26.65,26.5,45.0,35.0,35.0,0.0,0.0,100.0,267,post
266,,,,,4.27,4.11,8.44,4.33,34.78,26.66,26.53,45.0,35.0,35.0,0.0,0.0,100.0,267,post
267,,,,,4.29,4.14,8.44,4.3,34.83,26.68,26.52,45.0,35.0,35.0,0.0,0.0,100.0,264,post
268,,,,,4.64,4.48,8.44,3.96,34.81,26.68,26.55,45.0,35.0,35.0,0.0,0.0,100.0,267,post
269,,,,,4.3,4.14,8.44,4.3,34.86,26.68,26.55,45.0,35.0,35.0,0.0,0.0,100.0,269,post
270,,,,,4.04,3.88,8.44,4.56,30.11,26.64,26.53,45.0,35.0,35.0,0.0,0.0,100.0,267,post
271,,,,,4.14,3.98,8.44,4.46,31.07,26.69,26.5,45.0,35.0,35.0,0.0,0.0,100.0,266,post
272,,,,,4.46,4.31,8.44,4.13,34.84,26.65,26.53,45.0,35.0,35.0,0.0,0.0,100.0,264,post
273,,,,,4.15,3.99,8.44,4.45,34.76,26.67,26.54,45.0,35.0,35.0,0.0,0.0,100.0,269,post
274,,,,,4.41,4.26,8.44,4.18,30.2,26.67,26.53,45.0,35.0,35.0,0.0,0.0,100.0,267,post
275,,,,,4.21,4.05,8.44,4.39,30.96,26.66,26.52,45.0,35.0,35.0,0.0,0.0,100.0,266,post
276,,,,,4.17,4.01,8.44,4.43,34.84,26.63,26.51,45.0,35.0,35.0,0.0,0.0,100.0,265,post
277,,,,,4.41,4.25,8.44,4.19,32.84,26.66,26.54,45.0,35.0,35.0,0.0,0.0,100.0,266,post
278,,,,,4.47,4.32,8.44,4.12,34.88,26.65,26.51,45.0,35.0,35.0,0.0,0.0,100.0,270,post
279,,,,,4.19,4.04,8.44,4.4,29.94,26.64,26.53,45.0,35.0,35.0,0.0,0.0,100.0,267,post
280,,,,,4.38,4.22,8.44,4.22,30.7,26.64,26.53,45.0,35.0,35.0,0.0,0.0,100.0,266,post
281,,,,,4.6,4.45,8.44,3.99,34.78,26.64,26.53,45.0,35.0,35.0,0.0,0.0,100.0,264,post
282,,,,,4.29,4.14,8.44,4.3,34.8,26.66,26.54,45.0,35.0,35.0,0.0,0.0,100.0,269,post
283,,,,,4.63,4.47,8.44,3.97,32.28,26.67,26.52,45.0,35.0,35.0,0.0,0.0,100.0,267,post
284,,,,,4.39,4.24,8.44,4.2,34.81,26.64,26.54,45.0,35.0,35.0,0.0,0.0,100.0,267,post
285,,,,,4.35,4.2,8.44,4.24,34.83,26.64,26.54,45.0,35.0,35.0,0.0,0.0,100.0,264,post
286,,,,,4.37,4.21,8.44,4.23,31.37,26.63,26.53,45.0,35.0,35.0,0.0,0.0,100.0,266,post
287,,,,,4.25,4.09,8.44,4.35,30.94,26.64,26.52,45.0,35.0,35.0,0.0,0.0,100.0,270,post
288,,,,,4.58,4.42,8.44,4.02,34.74,26.65,26.53,45.0,35.0,35.0,0.0,0.0,100.0,267,post
289,,,,,4.23,4.08,8.44,4.36,34.78,26.65,26.5,45.0,35.0,35.0,0.0,0.0,100.0,265,post
290,,,,,4.35,4.2,8.44,4.24,31.38,26.64,26.52,45.0,35.0,35.0,0.0,0.0,100.0,265,post
291,,,,,4.22,4.07,8.44,4.37,34.71,26.65,26.53,45.0,35.0,35.0,0.0,0.0,100.0,269,post
292,,,,,4.18,4.03,8.44,4.41,34.74,26.66,26.51,45.0,35.0,35.0,0.0,0.0,100.0,268,post
293,,,,,4.13,3.98,8.44,4.46,33.34,26.63,26.53,45.0,35.0,35.0,0.0,0.0,100.0,265,post
294,,,,,4.2,4.05,8.44,4.39,34.86,26.64,26.54,45.0,35.0,35.0,0.0,0.0,100.0,265,post
295,,,,,4.42,4.27,8.44,4.17,31.67,26.65,26.52,45.0,35.0,35.0,0.0,0.0,100.0,266,post
296,,,,,4.34,4.19,8.44,4.25,32.49,26.64,26.5,45.0,35.0,35.0,0.0,0.0,100.0,270,post
297,,,,,4.13,3.97,8.44,4.47,30.34,26.63,26.52,45.0,35.0,35.0,0.0,0.0,100.0,267,post
298,,,,,4.37,4.22,8.44,4.22,34.92,26.66,26.51,45.0,35.0,35.0,0.0,0.0,100.0,265,post
299,,,,,4.35,4.2,8.44,4.24,33.33,26.64,26.51,45.0,35.0,35.0,0.0,0.0,100.0,265,post
300,,,,,4.28,4.13,8.44,4.31,34.78,26.66,26.5,45.0,35.0,35.0,0.0,0.0,100.0,269,post
301,,,,,4.39,4.24,8.44,4.2,30.34,26.64,26.51,45.0,35.0,35.0,0.0,0.0,100.0,267,post
302,,,,,4.25,4.1,8.44,4.34,31.63,26.64,26.52,45.0,35.0,35.0,0.0,0.0,100.0,266,post
303,,,,,4.17,4.02,8.44,4.42,34.84,26.64,26.53,45.0,35.0,35.0,0.0,0.0,100.0,265,post
304,,,,,4.14,3.98,8.44,4.46,32.16,26.64,26.53,45.0,35.0,35.0,0.0,0.0,100.0,267,post
305,,,,,4.1,3.94,8.44,4.5,34.8,26.66,26.52,45.0,35.0,35.0,0.0,0.0,100.0,269,post
306,,,,,4.4,4.25,8.44,4.19,30.92,26.66,26.55,45.0,35.0,35.0,0.0,0.0,100.0,267,post
307,,,,,4.33,4.17,8.44,4.27,31.71,26.64,26.51,45.0,35.0,35.0,0.0,0.0,100.0,266,post
308,,,,,4.43,4.27,8.44,4.17,34.86,26.64,26.55,45.0,35.0,35.0,0.0,0.0,100.0,265,post
309,,,,,4.31,4.15,8.44,4.29,34.88,26.63,26.53,45.0,35.0,35.0,0.0,0.0,100.0,268,post
310,,,,,4.23,4.08,8.44,4.36,30.64,26.63,26.5,45.0,35.0,35.0,0.0,0.0,100.0,267,post
311,,,,,4.3,4.15,8.44,4.29,31.45,26.63,26.53,45.0,35.0,35.0,0.0,0.0,100.0,266,post
312,,,,,4.2,4.05,8.44,4.39,34.78,26.63,26.5,45.0,35.0,35.0,0.0,0.0,100.0,265,post
313,,,,,4.33,4.17,8.44,4.27,30.58,26.65,26.52,45.0,35.0,35.0,0.0,0.0,100.0,267,post
314,,,,,4.48,4.33,8.44,4.11,34.83,26.65,26.52,45.0,35.0,35.0,0.0,0.0,100.0,269,post
315,,,,,4.19,4.03,8.44,4.41,30.92,26.65,26.51,45.0,35.0,35.0,0.0,0.0,100.0,267,post
316,,,,,4.25,4.1,8.44,4.34,34.91,26.66,26.52,45.0,35.0,35.0,0.0,0.0,100.0,265,post
317,,,,,4.25,4.1,8.44,4.34,33.29,26.63,26.52,45.0,35.0,35.0,0.0,0.0,100.0,265,post
318,,,,,4.35,4.2,8.44,4.24,34.88,26.66,26.55,45.0,35.0,35.0,0.0,0.0,100.0,269,post
319,,,,,4.28,4.12,8.44,4.32,31.11,26.65,26.51,45.0,35.0,35.0,0.0,0.0,100.0,267,post
320,,,,,4.35,4.2,8.44,4.24,31.66,26.64,26.52,45.0,35.0,35.0,0.0,0.0,100.0,266,post
321,,,,,3.95,3.8,8.44,4.64,34.8,26.64,26.52,45.0,35.0,35.0,0.0,0.0,100.0,265,post
322,,,,,4.08,3.93,8.44,4.51,30.82,26.66,26.53,45.0,35.0,35.0,0.0,0.0,100.0,267,post
323,,,,,4.42,4.26,8.44,4.18,34.87,26.64,26.52,45.0,35.0,35.0,0.0,0.0,100.0,269,post
324,,,,,4.24,4.09,8.44,4.35,30.55,26.66,26.53,45.0,35.0,35.0,0.0,0.0,100.0,267,post
325,,,,,4.25,4.09,8.44,4.35,30.74,26.65,26.53,45.0,35.0,35.0,0.0,0.0,100.0,266,post
326,,,,,4.31,4.16,8.44,4.28,34.87,26.65,26.54,45.0,35.0,35.0,0.0,0.0,100.0,264,post
327,,,,,4.36,4.21,8.44,4.23,34.89,26.66,26.55,45.0,35.0,35.0,0.0,0.0,100.0,269,post
328,,,,,4.56,4.41,8.44,4.03,34.91,26.67,26.54,45.0,35.0,35.0,0.0,0.0,100.0,267,post
329,,,,,4.2,4.05,8.44,4.39,32.09,26.64,26.54,45.0,35.0,35.0,0.0,0.0,100.0,266,post
330,,,,,4.36,4.21,8.44,4.23,34.81,26.66,26.53,45.0,35.0,35.0,0.0,0.0,100.0,265,post
331,,,,,4.25,4.1,8.44,4.34,30.48,26.64,26.54,45.0,35.0,35.0,0.0,0.0,100.0,267,post
332,,,,,4.09,3.94,8.44,4.5,34.77,26.67,26.51,45.0,35.0,35.0,0.0,0.0,100.0,269,post
333,,,,,4.58,4.42,8.44,4.02,34.94,26.68,26.55,45.0,35.0,35.0,0.0,0.0,100.0,267,post
334,,,,,4.27,4.12,8.44,4.32,31.29,26.66,26.53,45.0,35.0,35.0,0.0,0.0,100.0,266,post
335,,,,,4.32,4.17,8.44,4.27,34.83,26.68,26.54,45.0,35.0,35.0,0.0,0.0,100.0,264,post
336,,,,,4.31,4.16,8.44,4.28,34.88,26.64,26.56,45.0,35.0,35.0,0.0,0.0,100.0,269,post
337,,,,,4.22,4.07,8.44,4.37,31.1,26.64,26.51,45.0,35.0,35.0,0.0,0.0,100.0,267,post
338,,,,,4.77,4.62,8.44,3.82,34.77,26.66,26.55,45.0,35.0,35.0,0.0,0.0,100.0,266,post
339,,,,,4.25,4.1,8.44,4.34,34.86,26.68,26.53,45.0,35.0,35.0,0.0,0.0,100.0,265,post
340,,,,,4.29,4.13,8.44,4.31,31.12,26.65,26.53,45.0,35.0,35.0,0.0,0.0,100.0,266,post
341,,,,,4.15,3.99,8.44,4.45,31.86,26.66,26.54,45.0,35.0,35.0,0.0,0.0,100.0,270,post
342,,,,,4.13,3.97,8.44,4.47,31.48,26.64,26.54,45.0,35.0,35.0,0.0,0.0,100.0,267,post
343,,,,,4.41,4.26,8.44,4.18,34.91,26.66,26.52,45.0,35.0,35.0,0.0,0.0,100.0,265,post
344,,,,,4.29,4.14,8.44,4.3,31.35,26.63,26.5,45.0,35.0,35.0,0.0,0.0,100.0,265,post
345,,,,,4.23,4.07,8.44,4.37,34.84,26.65,26.53,45.0,35.0,35.0,0.0,0.0,100.0,269,post
346,,,,,4.31,4.16,8.44,4.28,30.35,26.64,26.48,45.0,35.0,35.0,0.0,0.0,100.0,267,post
347,,,,,4.28,4.13,8.44,4.31,31.55,26.66,26.54,45.0,35.0,35.0,0.0,0.0,100.0,266,post
348,,,,,4.56,4.4,8.44,4.04,34.91,26.66,26.52,45.0,35.0,35.0,0.0,0.0,100.0,265,post
349,,,,,4.14,3.99,8.44,4.45,30.22,26.63,26.52,45.0,35.0,35.0,0.0,0.0,100.0,267,post
350,,,,,4.32,4.17,8.44,4.27,34.83,26.64,26.52,45.0,35.0,35.0,0.0,0.0,100.0,269,post
351,,,,,4.42,4.27,8.44,4.17,31.29,26.67,26.52,45.0,35.0,35.0,0.0,0.0,100.0,267,post
352,,,,,4.28,4.12,8.44,4.32,34.89,26.64,26.52,45.0,35.0,35.0,0.0,0.0,100.0,265,post
353,,,,,4.26,4.11,8.44,4.33,30.53,26.68,26.52,45.0,35.0,35.0,0.0,0.0,100.0,265,post
354,,,,,4.2,4.04,8.44,4.4,34.87,26.65,26.52,45.0,35.0,35.0,0.0,0.0,100.0,269,post
355,,,,,4.19,4.04,8.44,4.4,34.77,26.66,26.49,45.0,35.0,35.0,0.0,0.0,100.0,268,post
356,,,,,4.24,4.09,8.44,4.35,30.96,26.65,26.53,45.0,35.0,35.0,0.0,0.0,100.0,266,post
357,,,,,4.28,4.13,8.44,4.31,34.84,26.63,26.52,45.0,35.0,35.0,0.0,0.0,100.0,264,post
358,,,,,4.41,4.26,8.44,4.18,34.81,26.63,26.54,45.0,35.0,35.0,0.0,0.0,100.0,266,post
359,,,,,4.14,3.99,8.44,4.45,31.82,26.66,26.52,45.0,35.0,35.0,0.0,0.0,100.0,270,post
