ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes
1786117473.265,c2,search,,0.0,31.1,20.71,9.93,S3,0,,0,4474.0,obs,520,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,9.93,S3,4.673,0
1786117473.265,c2,recommend,,0.0,26.76,14.03,3.33,S3,0,,0,200.0,obs,694,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.33,S3,4.673,0
1786117474.265,c1,reserve,,0.0,26.34,13.67,3.8,S3,0,,0,36.0,obs,348,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.8,S3,4.723,0
1786117474.265,c1,search,,0.0,31.1,20.71,10.34,S3,0,,0,4474.0,obs,518,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.34,S3,4.723,0
1786117474.265,c1,recommend,,0.0,26.76,14.03,3.58,S3,0,,0,200.0,obs,700,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.58,S3,4.723,0
1786117474.265,c2,reserve,,0.0,26.34,13.67,3.8,S3,0,,0,36.0,obs,348,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.8,S3,4.723,0
1786117474.265,c2,search,,0.0,31.1,20.71,10.34,S3,0,,0,4474.0,obs,518,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.34,S3,4.723,0
1786117474.265,c2,recommend,,0.0,26.76,14.03,3.58,S3,0,,0,200.0,obs,700,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.58,S3,4.723,0
1786117475.265,c1,reserve,,0.0,26.34,13.67,3.78,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.78,S3,4.674,0
1786117475.265,c1,search,,0.0,31.1,20.71,10.4,S3,0,,0,4474.0,obs,522,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.4,S3,4.674,0
1786117475.265,c1,recommend,,0.0,26.76,14.03,3.57,S3,0,,0,200.0,obs,702,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.57,S3,4.674,0
1786117475.265,c2,reserve,,0.0,26.34,13.67,3.78,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.78,S3,4.674,0
1786117475.265,c2,search,,0.0,31.1,20.71,10.4,S3,0,,0,4474.0,obs,522,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.4,S3,4.674,0
1786117475.265,c2,recommend,,0.0,26.76,14.03,3.57,S3,0,,0,200.0,obs,702,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.57,S3,4.674,0
1786117476.265,c1,reserve,,0.0,26.34,13.67,3.79,S3,0,,0,36.0,obs,348,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.79,S3,4.657,0
1786117476.265,c1,search,,0.0,31.1,20.71,10.43,S3,0,,0,4474.0,obs,524,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.43,S3,4.657,0
1786117476.265,c1,recommend,,0.0,26.76,14.03,3.55,S3,0,,0,200.0,obs,694,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.55,S3,4.657,0
1786117476.265,c2,reserve,,0.0,26.34,13.67,3.79,S3,0,,0,36.0,obs,348,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.79,S3,4.657,0
1786117476.265,c2,search,,0.0,31.1,20.71,10.43,S3,0,,0,4474.0,obs,524,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.43,S3,4.657,0
1786117476.265,c2,recommend,,0.0,26.76,14.03,3.55,S3,0,,0,200.0,obs,694,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.55,S3,4.657,0
1786117477.266,c1,reserve,,0.0,26.34,13.67,3.85,S3,0,,0,36.0,obs,352,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.85,S3,4.708,0
1786117477.266,c1,search,,0.0,31.1,20.71,10.35,S3,0,,0,4474.0,obs,524,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.35,S3,4.708,0
1786117477.266,c1,recommend,,0.0,26.76,14.03,3.52,S3,0,,0,200.0,obs,694,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.52,S3,4.708,0
1786117477.266,c2,reserve,,0.0,26.34,13.67,3.85,S3,0,,0,36.0,obs,352,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.85,S3,4.708,0
1786117477.266,c2,search,,0.0,31.1,20.71,10.35,S3,0,,0,4474.0,obs,524,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.35,S3,4.708,0
1786117477.266,c2,recommend,,0.0,26.76,14.03,3.52,S3,0,,0,200.0,obs,694,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.52,S3,4.708,0
1786117478.265,c1,reserve,,0.0,26.34,13.67,3.77,S3,0,,0,36.0,obs,352,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.77,S3,4.675,0
1786117478.265,c1,search,,0.0,31.1,20.71,10.38,S3,0,,0,4474.0,obs,520,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.38,S3,4.675,0
1786117478.265,c1,recommend,,0.0,26.76,14.03,3.53,S3,0,,0,200.0,obs,698,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.53,S3,4.675,0
1786117478.265,c2,reserve,,0.0,26.34,13.67,3.77,S3,0,,0,36.0,obs,352,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.77,S3,4.675,0
1786117478.265,c2,search,,0.0,31.1,20.71,10.38,S3,0,,0,4474.0,obs,520,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.38,S3,4.675,0
1786117478.265,c2,recommend,,0.0,26.76,14.03,3.53,S3,0,,0,200.0,obs,698,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.53,S3,4.675,0
1786117479.265,c1,reserve,,0.0,26.34,13.67,3.79,S3,0,,0,36.0,obs,346,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.79,S3,4.72,0
1786117479.265,c1,search,,0.0,31.1,20.71,10.45,S3,0,,0,4474.0,obs,524,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.45,S3,4.72,0
1786117479.265,c1,recommend,,0.0,26.76,14.03,3.62,S3,0,,0,200.0,obs,702,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.62,S3,4.72,0
1786117479.265,c2,reserve,,0.0,26.34,13.67,3.79,S3,0,,0,36.0,obs,346,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.79,S3,4.72,0
1786117479.265,c2,search,,0.0,31.1,20.71,10.45,S3,0,,0,4474.0,obs,524,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.45,S3,4.72,0
1786117479.265,c2,recommend,,0.0,26.76,14.03,3.62,S3,0,,0,200.0,obs,702,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.62,S3,4.72,0
1786117480.265,c1,reserve,,0.0,26.34,13.67,3.88,S3,0,,0,36.0,obs,346,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.88,S3,4.68,0
1786117480.265,c1,search,,0.0,31.1,20.71,10.5,S3,0,,0,4474.0,obs,526,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.5,S3,4.68,0
1786117480.265,c1,recommend,,0.0,26.76,14.03,3.69,S3,0,,0,200.0,obs,700,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.69,S3,4.68,0
1786117480.265,c2,reserve,,0.0,26.34,13.67,3.88,S3,0,,0,36.0,obs,346,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.88,S3,4.68,0
1786117480.265,c2,search,,0.0,31.1,20.71,10.5,S3,0,,0,4474.0,obs,526,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.5,S3,4.68,0
1786117480.265,c2,recommend,,0.0,26.76,14.03,3.69,S3,0,,0,200.0,obs,700,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.69,S3,4.68,0
1786117481.265,c1,reserve,,0.0,26.34,13.67,3.87,S3,0,,0,36.0,obs,350,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.87,S3,4.694,0
1786117481.265,c1,search,,0.0,31.1,20.71,10.59,S3,0,,0,4474.0,obs,526,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.59,S3,4.694,0
1786117481.265,c1,recommend,,0.0,26.76,14.03,3.53,S3,0,,0,200.0,obs,698,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.53,S3,4.694,0
1786117481.265,c2,reserve,,0.0,26.34,13.67,3.87,S3,0,,0,36.0,obs,350,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.87,S3,4.694,0
1786117481.265,c2,search,,0.0,31.1,20.71,10.59,S3,0,,0,4474.0,obs,526,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.59,S3,4.694,0
1786117481.265,c2,recommend,,0.0,26.76,14.03,3.53,S3,0,,0,200.0,obs,698,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.53,S3,4.694,0
1786117482.265,c1,reserve,,0.0,26.34,13.67,3.86,S3,0,,0,36.0,obs,354,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.86,S3,4.642,0
1786117482.265,c1,search,,0.0,31.1,20.71,10.52,S3,0,,0,4474.0,obs,522,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.52,S3,4.642,0
1786117482.265,c1,recommend,,0.0,26.76,14.03,3.48,S3,0,,0,200.0,obs,696,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.48,S3,4.642,0
1786117482.265,c2,reserve,,0.0,26.34,13.67,3.86,S3,0,,0,36.0,obs,354,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.86,S3,4.642,0
1786117482.265,c2,search,,0.0,31.1,20.71,10.52,S3,0,,0,4474.0,obs,522,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.52,S3,4.642,0
1786117482.265,c2,recommend,,0.0,26.76,14.03,3.48,S3,0,,0,200.0,obs,696,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.48,S3,4.642,0
1786117483.266,c1,reserve,,0.0,26.34,13.67,3.87,S3,0,,0,36.0,obs,350,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.87,S3,4.916,0
1786117483.266,c1,search,,0.0,31.1,20.71,10.5,S3,0,,0,4474.0,obs,521,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.5,S3,4.916,0
1786117483.266,c1,recommend,,0.0,26.76,14.03,3.58,S3,0,,0,200.0,obs,704,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.58,S3,4.916,0
1786117483.266,c2,reserve,,0.0,26.34,13.67,3.87,S3,0,,0,36.0,obs,350,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.87,S3,4.916,0
