conn,seq,scheduled_ts,send_ts,end_ts,status,bytes_recv,request_id,warmup,service_ms,corrected_ms,ep
0,16,1785688784.213714,1785688784.213838,1785688784.243283,200,4474,853d91cf-7248-4bee-810b-c4d61acde78e,1,29.445,29.569,-
1,16,1785688784.263714,1785688784.263825,1785688784.293840,200,4474,94dd7cf2-49c7-4d27-90bc-a0e139b11440,1,30.014,30.126,-
0,17,1785688784.313714,1785688784.313858,1785688784.343360,200,4474,0c31735a-d352-40f4-b33e-6f86291b494b,1,29.502,29.646,-
1,17,1785688784.363714,1785688784.363846,1785688784.393580,200,4474,85d4c06b-ea07-48c0-91ed-7a18ebcbe9da,1,29.734,29.866,-
0,18,1785688784.413714,1785688784.413837,1785688784.443299,200,4474,46ebb6f9-7ff6-4e41-bbeb-9d346a6a8d05,1,29.461,29.584,-
1,18,1785688784.463714,1785688784.463843,1785688784.493189,200,4474,00d008f8-8a90-4e03-be4c-09c18d1067a7,1,29.346,29.474,-
0,19,1785688784.513714,1785688784.513844,1785688784.543467,200,4474,778aa405-1b88-42d8-a387-02b1301fcd09,1,29.623,29.752,-
1,19,1785688784.563714,1785688784.563837,1785688784.593519,200,4474,3ec53607-c6c0-49ec-91f2-3cb58bf95b6e,1,29.682,29.805,-
0,20,1785688784.613714,1785688784.613839,1785688784.644080,200,4474,6a24e6f8-3a92-4cd9-9b64-6fd6584f494b,1,30.241,30.366,-
1,20,1785688784.663714,1785688784.663836,1785688784.693947,200,4474,fda0eb51-7d89-4052-86f5-245a878abbc7,1,30.111,30.233,-
0,21,1785688784.713714,1785688784.713846,1785688784.743622,200,4474,5f55316d-8e20-4064-af66-aafb6a53da09,1,29.776,29.908,-
1,21,1785688784.763714,1785688784.763837,1785688784.793548,200,4474,52bbcb32-7950-44cb-aff4-c3272943e6b5,1,29.711,29.834,-
0,22,1785688784.813714,1785688784.813848,1785688784.843221,200,4474,30bfdfd7-c2d9-4b3a-8c3a-2c63aff6b8dc,1,29.373,29.507,-
1,22,1785688784.863714,1785688784.863838,1785688784.893791,200,4474,2bac0637-18fc-450e-b9e9-fdf6ec996d8b,1,29.953,30.077,-
0,23,1785688784.913714,1785688784.913859,1785688784.943480,200,4474,20f08d69-466a-408e-8d29-a30f93000d0d,1,29.622,29.766,-
1,23,1785688784.963714,1785688784.963839,1785688784.993680,200,4474,77a7b626-7b36-4c9f-ba27-28c836ff7984,1,29.842,29.966,-
0,24,1785688785.013714,1785688785.013840,1785688785.044108,200,4474,15c41b1f-3d6b-485d-8ad7-637c68f31117,1,30.267,30.393,-
1,24,1785688785.063714,1785688785.063834,1785688785.093354,200,4474,9cfc6dfd-a969-484b-9e38-da689d76fd06,1,29.520,29.640,-
0,25,1785688785.113714,1785688785.113844,1785688785.143302,200,4474,a180aa86-b6fb-496c-9b08-4a72b0d7be3d,1,29.458,29.588,-
1,25,1785688785.163714,1785688785.163878,1785688785.193880,200,4474,adea4e3d-d89c-4eab-8e2b-d49b9b400afa,1,30.002,30.165,-
0,26,1785688785.213714,1785688785.213860,1785688785.243744,200,4474,f88ca247-62cb-412c-807c-f9cd967386fe,1,29.884,30.030,-
1,26,1785688785.263714,1785688785.263857,1785688785.293222,200,4474,df227d79-9c95-4e06-a5ff-23ed558e4c98,1,29.365,29.508,-
0,27,1785688785.313714,1785688785.313834,1785688785.343329,200,4474,3dd1c0a0-6f74-4b5f-b310-27c5009c63c6,1,29.494,29.614,-
1,27,1785688785.363714,1785688785.363852,1785688785.393186,200,4474,8f33a6ea-3636-49c3-a2b0-aaa4dc3f3796,1,29.334,29.472,-
0,28,1785688785.413714,1785688785.413845,1785688785.443372,200,4474,299c1ece-1791-44c5-ac40-84590dfb314d,1,29.527,29.658,-
1,28,1785688785.463714,1785688785.463841,1785688785.493677,200,4474,b10c9459-952a-43f4-a052-9cad0fd04dde,1,29.836,29.963,-
0,29,1785688785.513714,1785688785.513845,1785688785.543782,200,4474,9f0f121b-37b6-40d9-ace4-20bb1f2433b5,1,29.937,30.068,-
1,29,1785688785.563714,1785688785.563848,1785688785.593296,200,4474,f5f1be8e-e5a4-448f-86af-4860aa9f7134,1,29.448,29.582,-
0,30,1785688785.613714,1785688785.613838,1785688785.643350,200,4474,e142b5ab-75e9-434a-9dc0-16fd9dda61c0,1,29.512,29.635,-
1,30,1785688785.663714,1785688785.663838,1785688785.693323,200,4474,5d2d6d19-2977-4975-b3c1-a8b07b9715ea,1,29.485,29.609,-
0,31,1785688785.713714,1785688785.713838,1785688785.743233,200,4474,10ce784e-effe-4120-9695-8aa610cd57f0,1,29.395,29.519,-
1,31,1785688785.763714,1785688785.763837,1785688785.793540,200,4474,5aa109d7-1243-461b-a055-85bd3be4ac3f,1,29.703,29.826,-
0,32,1785688785.813714,1785688785.813838,1785688785.843877,200,4474,8c6b113e-444d-4696-80ef-8321382b2b43,1,30.039,30.163,-
1,32,1785688785.863714,1785688785.863839,1785688785.893260,200,4474,600f98d1-e9e3-44f0-9de6-e726b995f35a,1,29.421,29.545,-
0,33,1785688785.913714,1785688785.913834,1785688785.943442,200,4474,aea90fa1-12fb-4a47-b554-757a591a0088,1,29.607,29.727,-
1,33,1785688785.963714,1785688785.963852,1785688785.993372,200,4474,5049f803-0b4c-46f1-a8fe-189576974bc0,1,29.520,29.658,-
0,34,1785688786.013714,1785688786.013849,1785688786.043371,200,4474,5f98c5b4-d34f-4c57-b270-cbde86015b96,1,29.522,29.657,-
1,34,1785688786.063714,1785688786.063844,1785688786.093556,200,4474,aa69d0e9-89fb-4723-8f24-ba0acd94f296,1,29.712,29.842,-
0,35,1785688786.113714,1785688786.113846,1785688786.143089,200,4474,3c7200d3-a1af-4ca4-84fc-086898ac332f,1,29.243,29.375,-
1,35,1785688786.163714,1785688786.163825,1785688786.194100,200,4474,e4d3689d-5e4e-43fe-9528-db0a8388a6d6,1,30.275,30.385,-
0,36,1785688786.213714,1785688786.213851,1785688786.243309,200,4474,93169235-beac-4d3f-a1c0-b79684902df4,1,29.458,29.595,-
1,36,1785688786.263714,1785688786.263833,1785688786.293880,200,4474,c4062fda-ebf7-440e-844a-1cc84048f1ec,1,30.047,30.166,-
0,37,1785688786.313714,1785688786.313841,1785688786.343336,200,4474,6ad009c3-16a0-43bf-ba52-2bebd9d0cc1e,1,29.495,29.622,-
1,37,1785688786.363714,1785688786.363834,1785688786.393549,200,4474,c9c3ead6-169e-449f-b047-b58532409e21,1,29.715,29.835,-
0,38,1785688786.413714,1785688786.413847,1785688786.443557,200,4474,42d9f5d0-b0b5-4b9b-a723-9d5d020993a4,1,29.710,29.843,-
1,38,1785688786.463714,1785688786.463849,1785688786.493203,200,4474,00dba455-230b-44b7-9254-ee543e12a2cc,1,29.355,29.489,-
0,39,1785688786.513714,1785688786.513836,1785688786.543246,200,4474,6d3cb241-a9b6-45a7-8e74-ce9f4ae40606,1,29.410,29.531,-
1,39,1785688786.563714,1785688786.563837,1785688786.593165,200,4474,967931b7-e44f-4bc2-b5e3-f258ba1749ca,1,29.328,29.451,-
0,40,1785688786.613714,1785688786.613846,1785688786.643287,200,4474,f136d801-e3e2-4d19-be35-490668c966b3,1,29.441,29.573,-
1,40,1785688786.663714,1785688786.663845,1785688786.693605,200,4474,1ae88a9f-b933-45fe-bd23-8bcd7e3a2dec,1,29.760,29.891,-
0,41,1785688786.713714,1785688786.713855,1785688786.743979,200,4474,163abd04-84ae-4a75-abcd-50f92984fcf5,1,30.124,30.265,-
1,41,1785688786.763714,1785688786.763847,1785688786.793308,200,4474,0d5e0965-1507-4401-89ff-22db80f13c99,1,29.462,29.594,-
0,42,1785688786.813714,1785688786.813850,1785688786.843499,200,4474,dc22ef5d-605a-40df-ab41-691bfe8dd4db,1,29.650,29.785,-
1,42,1785688786.863714,1785688786.863841,1785688786.893237,200,4474,f14d3bf0-dba2-407d-858e-7e794a1ace53,1,29.395,29.522,-
0,43,1785688786.913714,1785688786.913860,1785688786.943396,200,4474,fa327033-33c1-46a5-84f1-b1fa75232bfb,1,29.536,29.682,-
1,43,1785688786.963714,1785688786.963836,1785688786.993603,200,4474,8c2f4eaf-8163-43d4-abe6-777b607dc393,1,29.767,29.889,-
0,44,1785688787.013714,1785688787.013845,1785688787.044607,200,4474,7cda35d8-0d24-4dd1-bddf-337c3bd25ff4,1,30.762,30.893,-
1,44,1785688787.063714,1785688787.063835,1785688787.093313,200,4474,799d2764-8bcd-44f3-8994-2e6d590bfdfd,1,29.478,29.599,-
0,45,1785688787.113714,1785688787.113847,1785688787.143343,200,4474,46eb9766-1f2e-421d-b08e-27851ff75b8e,1,29.496,29.629,-
1,45,1785688787.163714,1785688787.163835,1785688787.193578,200,4474,2f22544b-ab24-45bd-9082-4235388c05a7,1,29.742,29.863,-
0,46,1785688787.213714,1785688787.213847,1785688787.243225,200,4474,2e8f139f-e515-4d56-932f-c8bcafe03a43,1,29.379,29.511,-
1,46,1785688787.263714,1785688787.263843,1785688787.293713,200,4474,7ba47d70-9a4a-4dfe-a2c8-6dfc2d7e35de,1,29.870,29.999,-
0,47,1785688787.313714,1785688787.313839,1785688787.343718,200,4474,ac3e6bc7-ea10-47a2-b3e6-d5b58501d0d6,1,29.878,30.003,-
1,47,1785688787.363714,1785688787.363834,1785688787.393837,200,4474,9d61d103-4933-405c-87c0-76215a437e2b,1,30.003,30.123,-
0,48,1785688787.413714,1785688787.413848,1785688787.443425,200,4474,911ddbba-8a36-44f2-98bd-bbef125a2eca,1,29.577,29.711,-
1,48,1785688787.463714,1785688787.463844,1785688787.493081,200,4474,cf04c2b4-fcb8-4e68-84d9-b6f2224e443e,1,29.237,29.367,-
0,49,1785688787.513714,1785688787.513859,1785688787.543219,200,4474,c837ddaf-97b4-4a82-8d39-a5b6a4677cfe,1,29.360,29.505,-
1,49,1785688787.563714,1785688787.563845,1785688787.593663,200,4474,b9a103bd-c5ca-4077-9a49-fa98cb4c9d70,1,29.818,29.948,-
0,50,1785688787.613714,1785688787.613848,1785688787.643505,200,4474,3f5292e1-930f-4214-bba5-3be07ffdfe89,1,29.658,29.791,-
1,50,1785688787.663714,1785688787.663836,1785688787.693216,200,4474,1bdc7b99-386b-469f-8d27-4e8b920ba9f5,1,29.379,29.502,-
0,51,1785688787.713714,1785688787.713837,1785688787.743091,200,4474,a87e0516-9d61-46c6-9687-9d92b12f9d99,1,29.254,29.377,-
1,51,1785688787.763714,1785688787.763833,1785688787.793580,200,4474,69c5ef0c-c7b6-4b4e-947c-52f545d829c2,1,29.747,29.866,-
0,52,1785688787.813714,1785688787.813838,1785688787.843087,200,4474,da9bf944-0c32-4d29-8783-5311a0ac6eb9,1,29.249,29.373,-
1,52,1785688787.863714,1785688787.863840,1785688787.893443,200,4474,c070addb-8f8b-4d1d-a4f8-8f4e23e19e41,1,29.603,29.729,-
0,53,1785688787.913714,1785688787.913858,1785688787.943478,200,4474,63259301-c6ee-4135-bf6f-4b589e807a60,1,29.620,29.764,-
1,53,1785688787.963714,1785688787.963845,1785688787.993306,200,4474,b363b501-6985-46e5-885b-b8fb2fcd7059,1,29.461,29.592,-
0,54,1785688788.013714,1785688788.013858,1785688788.044136,200,4474,97e68200-f317-4283-b59f-650e633f437d,1,30.278,30.421,-
1,54,1785688788.063714,1785688788.063843,1785688788.093578,200,4474,efe5619a-18d0-45e6-8096-4254e29d8a4c,1,29.736,29.864,-
0,55,1785688788.113714,1785688788.113831,1785688788.143293,200,4474,d92e7e1c-e123-47b6-a48b-14608af13161,1,29.462,29.579,-
1,55,1785688788.163714,1785688788.163835,1785688788.193468,200,4474,4c282169-5ea0-4890-bd88-852f0d9fc45d,1,29.633,29.754,-
0,56,1785688788.213714,1785688788.213838,1785688788.243290,200,4474,88acdcf7-cd04-4241-9cc9-9f0f27a2af00,1,29.452,29.576,-
1,56,1785688788.263714,1785688788.263835,1785688788.293281,200,4474,ef1ab79e-1340-42e4-8b53-bf9b506c0135,1,29.445,29.567,-
0,57,1785688788.313714,1785688788.313837,1785688788.343268,200,4474,c3ce8606-d3e8-4c07-869d-d8d16c52fb1e,1,29.431,29.554,-
1,57,1785688788.363714,1785688788.363837,1785688788.393188,200,4474,a1b00afc-ee2b-4048-8f65-42993401ebc8,1,29.351,29.473,-
0,58,1785688788.413714,1785688788.413846,1785688788.443238,200,4474,ba949708-502f-4ba5-92d3-d7015fbe796c,1,29.391,29.523,-
1,58,1785688788.463714,1785688788.463834,1785688788.494393,200,4474,616f40a9-6229-4a1b-979d-a47d096c5e47,1,30.559,30.679,-
0,59,1785688788.513714,1785688788.513839,1785688788.543679,200,4474,f37b1760-29f9-4fcd-8974-ac3b28145c34,1,29.841,29.965,-
1,59,1785688788.563714,1785688788.563835,1785688788.593188,200,4474,de4636cf-358e-4181-89ac-edc0c0014a48,1,29.353,29.474,-
0,60,1785688788.613714,1785688788.613861,1785688788.643491,200,4474,09fc6289-3c47-4a5c-8902-cdea076c3604,1,29.630,29.777,-
1,60,1785688788.663714,1785688788.663835,1785688788.693371,200,4474,442dfdef-2696-4091-a4b5-2004d656340e,1,29.536,29.657,-
0,61,1785688788.713714,1785688788.713838,1785688788.743197,200,4474,a260b3b3-343c-4541-bf64-bc7ea58d9f61,1,29.359,29.483,-
1,61,1785688788.763714,1785688788.763833,1785688788.793677,200,4474,71387959-2041-443b-8256-97f016902636,1,29.844,29.963,-
0,62,1785688788.813714,1785688788.813838,1785688788.843338,200,4474,d120119a-650b-441e-aa9c-52a75e079b3e,1,29.501,29.624,-
1,62,1785688788.863714,1785688788.863834,1785688788.893235,200,4474,d5be9784-e1fe-4447-9aa1-5ee111acabe2,1,29.400,29.521,-
0,63,1785688788.913714,1785688788.913844,1785688788.943254,200,4474,c54e2ea5-36fa-4661-bb1f-3d917471af28,1,29.410,29.540,-
1,63,1785688788.963714,1785688788.963832,1785688788.993768,200,4474,6785a500-ea8b-4c15-8067-eabb953f71cc,1,29.936,30.054,-
0,64,1785688789.013714,1785688789.013849,1785688789.043444,200,4474,53d16a56-edfb-4ea2-86d6-e9e17e39a8e6,1,29.595,29.729,-
1,64,1785688789.063714,1785688789.063835,1785688789.093286,200,4474,446ceccb-a91e-4250-863d-d2fbdca933a3,1,29.451,29.572,-
0,65,1785688789.113714,1785688789.113840,1785688789.143259,200,4474,ea9ba5f4-1c7a-46b6-851a-aae5ce7398b6,1,29.419,29.544,-
1,65,1785688789.163714,1785688789.163835,1785688789.193571,200,4474,b618bd07-f3ec-439e-a656-c3f41796fcaf,1,29.736,29.856,-
0,66,1785688789.213714,1785688789.213846,1785688789.243296,200,4474,e5dda119-136b-4577-bb90-1b445f2b3ccb,1,29.450,29.582,-
1,66,1785688789.263714,1785688789.263846,1785688789.293479,200,4474,5734ba1d-7b2d-4e54-8160-4570bd888b06,1,29.634,29.765,-
0,67,1785688789.313714,1785688789.313846,1785688789.343630,200,4474,ba1c1b34-5f9a-40b8-bcf1-b68e6618ff18,1,29.784,29.916,-
1,67,1785688789.363714,1785688789.363835,1785688789.393225,200,4474,66dec276-c42b-4600-8934-38697bff7718,1,29.390,29.511,-
0,68,1785688789.413714,1785688789.413848,1785688789.443125,200,4474,bd1d8e2e-69f3-4ae8-8b38-f3d55cf99887,1,29.277,29.411,-
1,68,1785688789.463714,1785688789.463837,1785688789.493705,200,4474,68d58975-f823-4fd5-83c1-bc7838a8f9d0,1,29.868,29.991,-
0,69,1785688789.513714,1785688789.513837,1785688789.543096,200,4474,6a0d3c89-85af-4aac-a5e0-f2831a6fd40e,1,29.259,29.381,-
1,69,1785688789.563714,1785688789.563839,1785688789.593170,200,4474,886bf339-46ea-4a34-b7de-96cd115652ba,1,29.331,29.456,-
0,70,1785688789.613714,1785688789.613837,1785688789.643484,200,4474,ab581d70-012e-4df9-b5bf-bb970ccc9d23,1,29.648,29.770,-
1,70,1785688789.663714,1785688789.663847,1785688789.693174,200,4474,60bd19f2-5437-4602-adf0-2b1a8e877e68,1,29.327,29.460,-
0,71,1785688789.713714,1785688789.713834,1785688789.743508,200,4474,87c087c2-eb4a-4615-8cd5-d508c8ea73bd,1,29.673,29.794,-
1,71,1785688789.763714,1785688789.763836,1785688789.793378,200,4474,f195f4bf-6a08-490a-a974-35b721fa144a,1,29.542,29.664,-
0,72,1785688789.813714,1785688789.813844,1785688789.843710,200,4474,5d71a78d-9262-40c7-b653-e16c2b771e49,1,29.866,29.996,-
1,72,1785688789.863714,1785688789.863836,1785688789.894000,200,4474,ba563e29-cbda-477e-b660-3cafa04d2374,1,30.164,30.286,-
0,73,1785688789.913714,1785688789.913852,1785688789.943375,200,4474,7dbfe626-c08f-4c02-b3dd-29154a717ba8,1,29.523,29.661,-
1,73,1785688789.963714,1785688789.963854,1785688789.993869,200,4474,4fcc43f9-6c11-4e28-9aa9-3508c1baef49,1,30.015,30.155,-
0,74,1785688790.013714,1785688790.013844,1785688790.043406,200,4474,cb4b2b0c-b7a6-40b0-9f05-e9976d94010a,1,29.562,29.692,-
1,74,1785688790.063714,1785688790.063834,1785688790.093276,200,4474,1ce7fbbf-d28a-4717-8414-99fafffb9cf4,1,29.442,29.562,-
0,75,1785688790.113714,1785688790.113838,1785688790.143230,200,4474,b5801fc5-ecc5-4c0e-a074-c4ba009c1c6d,1,29.392,29.516,-
1,75,1785688790.163714,1785688790.163840,1785688790.193474,200,4474,a05197a8-62d4-477d-b625-bd066f85c1b5,1,29.634,29.760,-
0,76,1785688790.213714,1785688790.213837,1785688790.243340,200,4474,37bb923b-9c58-4479-a469-6544b85f80ff,1,29.503,29.626,-
1,76,1785688790.263714,1785688790.263835,1785688790.293855,200,4474,3600cf66-0945-449a-8c8e-89302baf1fe4,1,30.020,30.141,-
0,77,1785688790.313714,1785688790.313838,1785688790.343225,200,4474,1427b030-f90b-4821-8aa6-319daf35ae4d,1,29.387,29.511,-
1,77,1785688790.363714,1785688790.363835,1785688790.393333,200,4474,6fe36bc7-24c2-43d1-935b-1c48d1e34be9,1,29.498,29.619,-
0,78,1785688790.413714,1785688790.413838,1785688790.443274,200,4474,6d3426a0-27ea-4d4a-b534-4f6c26ffc1f1,1,29.436,29.559,-
1,78,1785688790.463714,1785688790.463834,1785688790.493638,200,4474,e93d2425-5576-4b63-943d-79e5f9aa7444,1,29.804,29.924,-
0,79,1785688790.513714,1785688790.513847,1785688790.543541,200,4474,79377221-921f-4aa3-90ed-c6c6a50d66c1,1,29.695,29.827,-
1,79,1785688790.563714,1785688790.563835,1785688790.593655,200,4474,4f804f89-2384-4a93-ac1e-315dad044cd6,1,29.819,29.940,-
0,80,1785688790.613714,1785688790.613845,1785688790.643366,200,4474,b6bf9877-95ad-48a2-9b7e-a45afaef995a,1,29.521,29.652,-
1,80,1785688790.663714,1785688790.663841,1785688790.693186,200,4474,a083c231-ef49-4053-8c35-61f0062f3ca1,1,29.344,29.472,-
0,81,1785688790.713714,1785688790.713837,1785688790.743441,200,4474,0c4f53b2-0775-4ca6-a093-3812081f31c3,1,29.604,29.727,-
1,81,1785688790.763714,1785688790.763842,1785688790.794201,200,4474,c3cb3003-4eba-4e75-a04e-ea88923ac5ff,1,30.358,30.487,-
0,82,1785688790.813714,1785688790.813829,1785688790.843298,200,4474,3e07ce7f-f1bb-4dba-8f76-63ded1a77669,1,29.469,29.584,-
1,82,1785688790.863714,1785688790.863837,1785688790.893164,200,4474,0f4739b4-e037-4dbe-a1c2-98e621d3f9c2,1,29.328,29.450,-
0,83,1785688790.913714,1785688790.913850,1785688790.943411,200,4474,76586f5c-a2c5-476a-98f5-57c3192d0cb2,1,29.561,29.697,-
1,83,1785688790.963714,1785688790.963850,1785688790.993362,200,4474,a89d0ec2-bf99-4c11-a81f-aac76bbb17ee,1,29.511,29.648,-
0,84,1785688791.013714,1785688791.013852,1785688791.043859,200,4474,a3ee8ee5-e020-4bad-9e67-44d107cda707,1,30.007,30.145,-
1,84,1785688791.063714,1785688791.063848,1785688791.093296,200,4474,fc743633-4ba5-410c-9277-98b218c90349,1,29.447,29.581,-
0,85,1785688791.113714,1785688791.113837,1785688791.143275,200,4474,9e9ff4c2-9d95-43df-966f-06731cf3a9e1,1,29.437,29.561,-
1,85,1785688791.163714,1785688791.163835,1785688791.193984,200,4474,ee9d0764-cde6-4a2d-8f14-6c6007f43bb4,1,30.149,30.270,-
0,86,1785688791.213714,1785688791.213848,1785688791.243366,200,4474,f505a510-6079-4273-aa2c-21a4c8d770e2,1,29.518,29.652,-
1,86,1785688791.263714,1785688791.263843,1785688791.294046,200,4474,a29c71fa-0e07-4be5-afa8-b50bb18b9f87,1,30.203,30.332,-
0,87,1785688791.313714,1785688791.313848,1785688791.343559,200,4474,25015c92-ce84-4ce6-b7dc-c11841ce5524,1,29.711,29.845,-
1,87,1785688791.363714,1785688791.363836,1785688791.393301,200,4474,e7d930a9-5e1c-47b0-b908-ca2ba3f3ce61,1,29.465,29.587,-
0,88,1785688791.413714,1785688791.413839,1785688791.443259,200,4474,48bcf490-37c7-4176-8ff0-83fe9ba4755d,1,29.419,29.544,-
1,88,1785688791.463714,1785688791.463836,1785688791.493184,200,4474,0b5393ff-8ded-4aae-b6c2-d27e8bbfe8a6,1,29.348,29.470,-
0,89,1785688791.513714,1785688791.513837,1785688791.543225,200,4474,7031f56d-f01e-413f-b190-750d02b1a744,1,29.388,29.511,-
1,89,1785688791.563714,1785688791.563854,1785688791.596483,200,4474,5b3da3e1-83e2-49a3-8ead-d90dd26d33c3,1,32.629,32.768,-
0,90,1785688791.613714,1785688791.613850,1785688791.643918,200,4474,cfb65806-112b-44a5-9320-d640724948c3,1,30.068,30.203,-
1,90,1785688791.663714,1785688791.663834,1785688791.693376,200,4474,b0cb9e9e-322f-4b5e-a338-5adb9054596c,1,29.542,29.662,-
0,91,1785688791.713714,1785688791.713881,1785688791.743199,200,4474,58939a71-38f4-42c5-906c-b803dcafa892,1,29.319,29.485,-
1,91,1785688791.763714,1785688791.763843,1785688791.793416,200,4474,a0ef5fc4-01e1-4829-91d4-8bfffebf4e03,1,29.573,29.702,-
0,92,1785688791.813714,1785688791.813852,1785688791.843219,200,4474,61806070-5915-44df-9ed4-1897e3cb1b20,1,29.367,29.505,-
1,92,1785688791.863714,1785688791.863837,1785688791.893634,200,4474,a47ec57c-fd92-47d4-8e45-9d71712646c4,1,29.797,29.920,-
0,93,1785688791.913714,1785688791.913870,1785688791.943738,200,4474,88b00ea4-f6cf-4ed1-aa8a-e732e27ae9ee,1,29.868,30.024,-
1,93,1785688791.963714,1785688791.963829,1785688791.993390,200,4474,207ae78f-abdd-4756-90f3-002d09b3ee88,1,29.561,29.676,-
0,94,1785688792.013714,1785688792.013858,1785688792.043494,200,4474,48181c1f-bec1-43c2-8697-1b4323707369,1,29.636,29.779,-
1,94,1785688792.063714,1785688792.063838,1785688792.093387,200,4474,f259b8c6-0c83-4eea-9ed8-5d924e41b107,1,29.549,29.673,-
0,95,1785688792.113714,1785688792.113862,1785688792.143563,200,4474,a2caa520-888b-43b7-bbe2-d7b281598907,1,29.702,29.849,-
