conn,seq,scheduled_ts,send_ts,end_ts,status,bytes_recv,request_id,warmup,service_ms,corrected_ms,ep
1,224,1785688805.063714,1785688805.063794,1785688805.093619,200,4474,3ba03ca7-3320-410e-91a2-6fb33153c4a4,1,29.825,29.905,-
0,225,1785688805.113714,1785688805.113846,1785688805.143274,200,4474,b2d9fd57-4cb0-4ebb-abe4-590cafc490bd,1,29.428,29.560,-
1,225,1785688805.163714,1785688805.163833,1785688805.193471,200,4474,ea0d1868-191e-4388-b35d-ee5d715d9c8b,1,29.638,29.757,-
0,226,1785688805.213714,1785688805.213836,1785688805.243279,200,4474,3a7b3f52-88c8-45a7-adad-d74360fa4009,1,29.443,29.565,-
1,226,1785688805.263714,1785688805.263851,1785688805.293229,200,4474,a6248025-694e-4c04-988b-94127beeb751,1,29.378,29.515,-
0,227,1785688805.313714,1785688805.313843,1785688805.344095,200,4474,8437f90e-b9d1-4476-abd8-680a99fdd689,1,30.252,30.381,-
1,227,1785688805.363714,1785688805.363832,1785688805.393715,200,4474,efc4d46e-7f0f-4418-b049-c506dfdf99ab,1,29.883,30.000,-
0,228,1785688805.413714,1785688805.413839,1785688805.443504,200,4474,b992038b-138e-45dc-ae7b-641b70d03ea1,1,29.665,29.790,-
1,228,1785688805.463714,1785688805.463830,1785688805.493220,200,4474,716e411d-2c2c-4035-8a5a-0c2a3a3fd9f2,1,29.390,29.506,-
0,229,1785688805.513714,1785688805.513843,1785688805.543300,200,4474,577822e1-30ff-4f69-9bd2-9f1b3ae848da,1,29.458,29.586,-
1,229,1785688805.563714,1785688805.563833,1785688805.593343,200,4474,9a63f593-4c16-4a7f-9ede-4ef2139ffe8a,1,29.510,29.629,-
0,230,1785688805.613714,1785688805.613843,1785688805.643140,200,4474,c44b0c2f-3fed-4147-a979-86182bb7ecd5,1,29.298,29.426,-
1,230,1785688805.663714,1785688805.663835,1785688805.693522,200,4474,5cc09d74-14d6-4135-8711-7a49e07432dc,1,29.687,29.808,-
0,231,1785688805.713714,1785688805.713836,1785688805.743237,200,4474,d23b25cf-f5fa-46f9-b359-e31e9ff1ce1d,1,29.401,29.523,-
1,231,1785688805.763714,1785688805.763833,1785688805.793279,200,4474,dbed7eea-18ec-4d91-8b57-2de8fdd7cde8,1,29.447,29.565,-
0,232,1785688805.813714,1785688805.813840,1785688805.844047,200,4474,a63058e5-baa9-4445-a2d2-84740549c25a,1,30.207,30.333,-
1,232,1785688805.863714,1785688805.863832,1785688805.894458,200,4474,8f70c0c2-633e-4b29-9302-7c31d9053b65,1,30.626,30.744,-
0,233,1785688805.913714,1785688805.913866,1785688805.943409,200,4474,0060a803-461c-445e-9148-a3410f3f2708,1,29.543,29.695,-
1,233,1785688805.963714,1785688805.963833,1785688805.993668,200,4474,fbd0e2a3-9cda-4963-a4d7-40facdb295b2,1,29.835,29.954,-
0,234,1785688806.013714,1785688806.013847,1785688806.043402,200,4474,657251e1-8142-4dba-9c83-af4ccdb24492,1,29.555,29.687,-
1,234,1785688806.063714,1785688806.063833,1785688806.093307,200,4474,97496733-24be-4232-9707-6e930c3260a4,1,29.474,29.593,-
0,235,1785688806.113714,1785688806.113848,1785688806.143260,200,4474,d05c3f81-f5f8-4dd0-a53f-cb11c6163383,1,29.412,29.546,-
1,235,1785688806.163714,1785688806.163832,1785688806.193078,200,4474,a43e20c4-7c87-48fd-afbd-6238f6628b31,1,29.246,29.364,-
0,236,1785688806.213714,1785688806.213833,1785688806.243493,200,4474,a3cbafba-788c-4485-be5a-75cf777e9c1a,1,29.660,29.779,-
1,236,1785688806.263714,1785688806.263833,1785688806.293242,200,4474,d30d2f7e-de08-4bf8-b2ad-6fc5244839b7,1,29.410,29.528,-
0,237,1785688806.313714,1785688806.313842,1785688806.343433,200,4474,7cdd9737-ce76-49ed-bb0a-12cedf0bb45f,1,29.591,29.719,-
1,237,1785688806.363714,1785688806.363834,1785688806.393295,200,4474,89657dfa-1e96-46d7-9256-4ef38c126168,1,29.461,29.581,-
0,238,1785688806.413714,1785688806.413849,1785688806.443264,200,4474,9fdb6048-427e-4f6c-9266-7bcd3669b73c,1,29.415,29.550,-
1,238,1785688806.463714,1785688806.463834,1785688806.493587,200,4474,bc31ba87-201c-4f0c-b3e5-fb435ead25cc,1,29.752,29.872,-
0,239,1785688806.513714,1785688806.513855,1785688806.544352,200,4474,f405a80f-c99b-4ea8-ab5a-2c5ec5a7508f,1,30.496,30.637,-
1,239,1785688806.563714,1785688806.563834,1785688806.593323,200,4474,43d77022-39e9-4b93-a1ab-0b0b2d14d9f6,1,29.488,29.608,-
0,240,1785688806.613714,1785688806.613848,1785688806.643258,200,4474,20953f80-e227-40cb-9f9a-1e26611bcd81,1,29.410,29.544,-
1,240,1785688806.663714,1785688806.663836,1785688806.693252,200,4474,0f3ec85b-d21c-4542-bbc0-9e3f7cca2513,1,29.416,29.538,-
0,241,1785688806.713714,1785688806.713831,1785688806.743168,200,4474,ebcbbd88-bb27-456e-a20a-9988abb58b71,1,29.337,29.454,-
1,241,1785688806.763714,1785688806.763793,1785688806.793835,200,4474,69eda6e3-f408-4acb-8420-74e40960848b,1,30.041,30.121,-
0,242,1785688806.813714,1785688806.813853,1785688806.843812,200,4474,62af9d67-b3b8-457a-90c3-b889d993636c,1,29.959,30.098,-
1,242,1785688806.863714,1785688806.863836,1785688806.893090,200,4474,0fdd3b9f-08ae-4fe5-bf0d-9d21e0410895,1,29.254,29.376,-
0,243,1785688806.913714,1785688806.913851,1785688806.943104,200,4474,d0190e2a-29af-4fa0-bdef-b8076173cd05,1,29.253,29.390,-
1,243,1785688806.963714,1785688806.963841,1785688806.993320,200,4474,38435317-e6f4-4a25-ad6f-be36a454dbcd,1,29.479,29.606,-
0,244,1785688807.013714,1785688807.013855,1785688807.044510,200,4474,883bb74e-a1d5-461b-9e09-9c1f9d651a71,1,30.655,30.796,-
1,244,1785688807.063714,1785688807.063846,1785688807.093917,200,4474,c6eb9a57-5255-49ce-81e6-229795ec4d78,1,30.070,30.202,-
0,245,1785688807.113714,1785688807.113852,1785688807.144180,200,4474,c05ed692-fc2a-4271-a993-13d6e30dca0c,1,30.329,30.466,-
1,245,1785688807.163714,1785688807.163833,1785688807.193654,200,4474,877e9d32-baab-4e11-904e-ee822428594e,1,29.821,29.940,-
0,246,1785688807.213714,1785688807.213826,1785688807.243632,200,4474,8d2a38cf-0f09-4103-842a-69f021a37efb,1,29.806,29.917,-
1,246,1785688807.263714,1785688807.263835,1785688807.293297,200,4474,636c21a7-e12a-41cb-aaff-903b53aa6829,1,29.462,29.583,-
0,247,1785688807.313714,1785688807.313842,1785688807.343296,200,4474,1fe00af3-5c4b-41a2-b26a-e46bbea26a7f,1,29.454,29.582,-
1,247,1785688807.363714,1785688807.363841,1785688807.393745,200,4474,1b6215a3-fd14-4a8c-a9e3-94716461efa2,1,29.904,30.030,-
0,248,1785688807.413714,1785688807.413843,1785688807.443183,200,4474,aaaa1262-2336-4a07-b196-e7c647bbd3f8,1,29.340,29.469,-
1,248,1785688807.463714,1785688807.463834,1785688807.493194,200,4474,bd53cdc4-597a-419b-8e98-f2bf1bf28adc,1,29.360,29.480,-
0,249,1785688807.513714,1785688807.513839,1785688807.543226,200,4474,1035baa6-3bf4-4f83-a313-a4d77c6b56d0,1,29.387,29.512,-
1,249,1785688807.563714,1785688807.563834,1785688807.593231,200,4474,3eb21715-4357-45fe-907e-c037371f5587,1,29.397,29.517,-
0,250,1785688807.613714,1785688807.613841,1785688807.643486,200,4474,278d4b4f-b9c9-46a2-92da-49f0fb2a83e7,1,29.645,29.772,-
1,250,1785688807.663714,1785688807.663834,1785688807.693798,200,4474,f9219ddb-c8bc-42d2-bdb4-17cbabc47160,1,29.964,30.083,-
0,251,1785688807.713714,1785688807.713832,1785688807.743137,200,4474,5d31781a-b598-49a2-a540-7d08fc2080d9,1,29.305,29.423,-
1,251,1785688807.763714,1785688807.763835,1785688807.793815,200,4474,26d114ab-d9b2-49f1-ae2d-60bb06b021e9,1,29.980,30.101,-
0,252,1785688807.813714,1785688807.813838,1785688807.843580,200,4474,6bf9c19b-5fb3-4299-86b7-8fade27f096a,1,29.742,29.865,-
1,252,1785688807.863714,1785688807.863835,1785688807.893294,200,4474,282f42d8-94e2-4490-bbe4-401009d9f130,1,29.459,29.580,-
0,253,1785688807.913714,1785688807.913844,1785688807.943785,200,4474,83f0d292-2114-499c-99ce-d0a0cbba0731,1,29.941,30.071,-
1,253,1785688807.963714,1785688807.963835,1785688807.993477,200,4474,4286ed7a-d535-42e6-aa0e-44fa43fa0ce1,1,29.642,29.763,-
0,254,1785688808.013714,1785688808.013839,1785688808.043422,200,4474,9dbe7f72-1476-42d6-8a69-714da7f6cee5,1,29.583,29.708,-
1,254,1785688808.063714,1785688808.063836,1785688808.093381,200,4474,1d17bd3f-85f7-4254-a278-5cc55410038d,1,29.546,29.667,-
0,255,1785688808.113714,1785688808.113851,1785688808.143429,200,4474,e6b1262b-99c2-451f-8bba-cc38d05c5962,1,29.579,29.715,-
1,255,1785688808.163714,1785688808.163835,1785688808.193589,200,4474,c01399a7-a347-4414-b35c-2c2ba1a776d6,1,29.754,29.875,-
0,256,1785688808.213714,1785688808.213829,1785688808.243282,200,4474,6124f472-3eaf-4438-a998-87040371c440,1,29.453,29.568,-
1,256,1785688808.263714,1785688808.263824,1785688808.293237,200,4474,c43283cc-66f7-43a4-9b2a-693f474de7c9,1,29.413,29.523,-
0,257,1785688808.313714,1785688808.313848,1785688808.343121,200,4474,8c880a8d-7afa-40f1-ba9d-ccbb62b8b590,1,29.274,29.407,-
1,257,1785688808.363714,1785688808.363833,1785688808.393628,200,4474,682deec4-86b6-4581-aeef-c1c775cfdf24,1,29.795,29.914,-
0,258,1785688808.413714,1785688808.413844,1785688808.443313,200,4474,18645f57-9bc9-4a0d-864d-3c94b8b0f25b,1,29.469,29.599,-
1,258,1785688808.463714,1785688808.463832,1785688808.493661,200,4474,1012d45d-25f8-48f0-8b40-98b7ce139627,1,29.829,29.947,-
0,259,1785688808.513714,1785688808.513852,1785688808.543947,200,4474,0f820cf5-7ffd-4c88-ab4e-db91c59c3663,1,30.096,30.233,-
1,259,1785688808.563714,1785688808.563843,1785688808.593420,200,4474,62f5894c-8bc2-4099-acfe-047fe5ede6f7,1,29.577,29.706,-
0,260,1785688808.613714,1785688808.613838,1785688808.643299,200,4474,2361f70e-4a90-4993-ac1a-9671f41c72c1,1,29.460,29.584,-
1,260,1785688808.663714,1785688808.663832,1785688808.693336,200,4474,3661bfbe-227a-4add-8022-ef8de09463d1,1,29.504,29.621,-
0,261,1785688808.713714,1785688808.713827,1785688808.743198,200,4474,7a0d6093-16e0-4d61-a8d3-4c11967b90e1,1,29.371,29.484,-
1,261,1785688808.763714,1785688808.763836,1785688808.793426,200,4474,f2606909-0fc4-467b-94b2-0d700e4db799,1,29.590,29.712,-
0,262,1785688808.813714,1785688808.813857,1785688808.843265,200,4474,999315dd-5218-47d2-8d31-3634504d2abc,1,29.408,29.551,-
1,262,1785688808.863714,1785688808.863842,1785688808.893315,200,4474,2dd6bfec-1c2b-40d7-bc1f-7facb1749f0d,1,29.474,29.601,-
0,263,1785688808.913714,1785688808.913841,1785688808.943747,200,4474,0268704b-bf90-40ea-8984-724b66bd8f99,1,29.906,30.032,-
1,263,1785688808.963714,1785688808.963834,1785688808.993685,200,4474,7220fee4-b2ae-475c-9129-97f199293179,1,29.851,29.971,-
0,264,1785688809.013714,1785688809.013849,1785688809.044072,200,4474,89d9ad0c-1189-48f1-a217-b3aefd9d26af,1,30.222,30.357,-
1,264,1785688809.063714,1785688809.063833,1785688809.093674,200,4474,c231d33d-1a3a-4970-9080-e773a0185654,1,29.841,29.960,-
0,265,1785688809.113714,1785688809.113844,1785688809.143783,200,4474,add562ee-02bc-4426-81cf-5780a90b31f8,1,29.938,30.068,-
1,265,1785688809.163714,1785688809.163843,1785688809.193777,200,4474,2171ef49-b4b6-49f5-b382-20e7aaad87f9,1,29.934,30.063,-
0,266,1785688809.213714,1785688809.213827,1785688809.243767,200,4474,bdf6085d-8719-4ea8-a1c2-f366b1b98ef1,1,29.940,30.052,-
1,266,1785688809.263714,1785688809.263835,1785688809.293537,200,4474,946c3331-5325-4dbc-8222-a96c3bd026a3,1,29.702,29.823,-
0,267,1785688809.313714,1785688809.313851,1785688809.343533,200,4474,9ea1c052-fe23-4cf5-9c2e-c4195e325595,1,29.681,29.818,-
1,267,1785688809.363714,1785688809.363832,1785688809.393711,200,4474,f7ab8510-02cd-4baf-ae6a-87d01b265e55,1,29.878,29.996,-
0,268,1785688809.413714,1785688809.413852,1785688809.443236,200,4474,50741875-6af1-42f4-b606-49229b5cbbc0,1,29.384,29.522,-
1,268,1785688809.463714,1785688809.463826,1785688809.493244,200,4474,8c3649b7-474d-4983-a858-790d8d8ea585,1,29.418,29.530,-
0,269,1785688809.513714,1785688809.513856,1785688809.543420,200,4474,8772c91b-2a12-429d-b01b-41995e4bd386,1,29.564,29.706,-
1,269,1785688809.563714,1785688809.563827,1785688809.593276,200,4474,a2e29081-1b9b-43c8-949c-39d4346866c6,1,29.449,29.562,-
0,270,1785688809.613714,1785688809.613850,1785688809.644046,200,4474,7941eb9f-89f6-44bf-8261-e36c29588764,1,30.196,30.332,-
1,270,1785688809.663714,1785688809.663833,1785688809.693297,200,4474,5de7ab40-4e76-418e-9f31-9d7232093214,1,29.464,29.583,-
0,271,1785688809.713714,1785688809.713834,1785688809.743237,200,4474,ac354c0c-fd1a-4ab8-afda-a6a858250565,1,29.403,29.522,-
1,271,1785688809.763714,1785688809.763835,1785688809.793580,200,4474,1600c2c7-efd2-4176-937a-d9f2e1955c85,1,29.745,29.866,-
0,272,1785688809.813714,1785688809.813848,1785688809.843629,200,4474,6fa1c529-9907-4bd5-9655-eb173198e8a9,1,29.781,29.915,-
1,272,1785688809.863714,1785688809.863832,1785688809.893158,200,4474,e1eed910-3506-46a5-89fa-49d371923d2a,1,29.327,29.444,-
0,273,1785688809.913714,1785688809.913836,1785688809.943500,200,4474,8840adff-fba7-4340-8e65-ff2daaff21cb,1,29.665,29.786,-
1,273,1785688809.963714,1785688809.963832,1785688809.993608,200,4474,bfe5d67a-6ba7-444b-95c3-13f9deb474e5,1,29.776,29.894,-
0,274,1785688810.013714,1785688810.013852,1785688810.043333,200,4474,bd3bb34a-b78a-4f06-8608-60536acf9b4a,1,29.481,29.619,-
1,274,1785688810.063714,1785688810.063826,1785688810.093412,200,4474,05d8ed7a-93c8-436d-96e3-3a0d12993a37,1,29.585,29.697,-
0,275,1785688810.113714,1785688810.113854,1785688810.143249,200,4474,142310ca-bd9e-4ad9-81fd-02e3d5479a19,1,29.395,29.534,-
1,275,1785688810.163714,1785688810.163835,1785688810.193256,200,4474,d0cfe035-b006-4f65-bc7a-c6f5a85c9047,1,29.421,29.542,-
0,276,1785688810.213714,1785688810.213832,1785688810.243891,200,4474,aa960961-0a5a-4f0e-b276-b74e2ca57c93,1,30.059,30.177,-
1,276,1785688810.263714,1785688810.263833,1785688810.293821,200,4474,60019313-4725-4ad0-90d6-e88fb7bebc6f,1,29.988,30.107,-
0,277,1785688810.313714,1785688810.313827,1785688810.343186,200,4474,74b7ed36-6a5c-437a-86e2-ad44e0e3c449,1,29.360,29.472,-
1,277,1785688810.363714,1785688810.363831,1785688810.393285,200,4474,81ee1aa8-c6b5-4bae-ba87-8d23a7d27e31,1,29.454,29.571,-
0,278,1785688810.413714,1785688810.413851,1785688810.443285,200,4474,8bbd51e9-1328-43c8-a0c3-2484ea6d29f8,1,29.434,29.571,-
1,278,1785688810.463714,1785688810.463843,1785688810.493139,200,4474,3aa01567-86d5-4c46-ad41-290337cbe22f,1,29.296,29.425,-
0,279,1785688810.513714,1785688810.513846,1785688810.543993,200,4474,04ab100e-b580-4ada-b859-0648fd86b9a4,1,30.147,30.278,-
1,279,1785688810.563714,1785688810.563833,1785688810.593355,200,4474,561210c5-f44c-459b-9a8b-b9ffbe1d4861,1,29.522,29.640,-
0,280,1785688810.613714,1785688810.613853,1785688810.643284,200,4474,f0476267-9f46-4ba2-b2c2-2e5ac4f39128,1,29.432,29.570,-
1,280,1785688810.663714,1785688810.663835,1785688810.693516,200,4474,d1399b97-c71e-4d43-8ff8-b4ba0c5b75d9,1,29.681,29.802,-
0,281,1785688810.713714,1785688810.713827,1785688810.743148,200,4474,d9ad5720-749c-45c4-b38c-c27af256080f,1,29.321,29.433,-
1,281,1785688810.763714,1785688810.763835,1785688810.793054,200,4474,ade6e459-5ccd-44ae-938b-415017ed30da,1,29.219,29.340,-
0,282,1785688810.813714,1785688810.813840,1785688810.843477,200,4474,73c657e6-e4ee-4810-9996-a39ca3b6ab3d,1,29.637,29.763,-
1,282,1785688810.863714,1785688810.863835,1785688810.893636,200,4474,346071b4-6def-4486-acde-e08ba816183b,1,29.801,29.922,-
0,283,1785688810.913714,1785688810.913857,1785688810.943320,200,4474,4fc94ec4-cb3d-4492-a38f-f637b9745833,1,29.463,29.606,-
1,283,1785688810.963714,1785688810.963835,1785688810.993386,200,4474,cd73f5bb-4813-40e1-98d2-4f5f97016caf,1,29.551,29.671,-
0,284,1785688811.013714,1785688811.013845,1785688811.043522,200,4474,b1c28514-f28e-45d3-b91d-dddf0f79485a,1,29.677,29.807,-
1,284,1785688811.063714,1785688811.063844,1785688811.093407,200,4474,46fe4ad9-5230-4e3d-a74f-6e1b5798635e,1,29.563,29.693,-
0,285,1785688811.113714,1785688811.113839,1785688811.143278,200,4474,5d2dccdb-3089-4cd9-ad42-18e925d728b1,1,29.438,29.564,-
1,285,1785688811.163714,1785688811.163844,1785688811.193947,200,4474,90ed2f72-17b3-4aff-ba56-8e7e3554e26b,1,30.103,30.232,-
0,286,1785688811.213714,1785688811.213826,1785688811.243561,200,4474,b1c7ce8e-afa5-4de5-af3d-c69a0eb898aa,1,29.735,29.846,-
1,286,1785688811.263714,1785688811.263832,1785688811.293306,200,4474,81a3f13b-6230-4b0a-a8f8-2caf0035938e,1,29.474,29.592,-
0,287,1785688811.313714,1785688811.313848,1785688811.343117,200,4474,ec0e2f90-d64a-4a1d-88f4-9774fc222ea7,1,29.269,29.402,-
1,287,1785688811.363714,1785688811.363833,1785688811.393143,200,4474,d44893cb-ad4c-435c-ab99-0536abc2ec55,1,29.310,29.429,-
0,288,1785688811.413714,1785688811.413852,1785688811.443630,200,4474,4e6044cc-43fa-4f0a-99a5-907c2e44201a,1,29.777,29.915,-
1,288,1785688811.463714,1785688811.463837,1785688811.493490,200,4474,3aa7f7ea-db3f-4e15-b78a-4839f8430d49,1,29.652,29.775,-
0,289,1785688811.513714,1785688811.513848,1785688811.543334,200,4474,bcac842b-3e33-4849-b8e5-b763f229788a,1,29.487,29.620,-
1,289,1785688811.563714,1785688811.563836,1785688811.593472,200,4474,93bc87e8-ecb8-45f4-a86a-a7402222f31a,1,29.636,29.757,-
0,290,1785688811.613714,1785688811.613863,1785688811.643605,200,4474,d177f740-b246-423d-a65f-48ae7dda5183,1,29.741,29.891,-
1,290,1785688811.663714,1785688811.663845,1785688811.693307,200,4474,cad58db5-4af8-48fe-9264-d002738fa6a3,1,29.462,29.593,-
0,291,1785688811.713714,1785688811.713828,1785688811.743639,200,4474,b86cfbe2-b835-48d1-8a8f-3815f6052cb7,1,29.810,29.924,-
1,291,1785688811.763714,1785688811.763837,1785688811.793290,200,4474,19f62404-c909-4644-9c91-1fa2e011253e,1,29.453,29.576,-
0,292,1785688811.813714,1785688811.813851,1785688811.843139,200,4474,7c39e9cc-a63d-48a0-bc09-e4f60cd5d68b,1,29.288,29.425,-
1,292,1785688811.863714,1785688811.863835,1785688811.893536,200,4474,0f16bfe8-299a-4692-9472-b3fb57f70556,1,29.701,29.822,-
0,293,1785688811.913714,1785688811.913838,1785688811.943236,200,4474,32cc1b5d-a256-4afb-ab86-f58b8d5a22ef,1,29.398,29.522,-
1,293,1785688811.963714,1785688811.963840,1785688811.993468,200,4474,c019862e-f686-4cf2-9dd7-812759f862c6,1,29.628,29.754,-
0,294,1785688812.013714,1785688812.013859,1785688812.043700,200,4474,4aacd069-1fc4-4c57-b65d-357d6164610e,1,29.841,29.986,-
1,294,1785688812.063714,1785688812.063834,1785688812.093997,200,4474,4f1757d6-4e0a-43bf-92a8-a6c801eeeeb2,1,30.163,30.283,-
0,295,1785688812.113714,1785688812.113860,1785688812.143410,200,4474,aa6b7240-9953-4d78-8965-2fb79a432e9a,1,29.550,29.696,-
1,295,1785688812.163714,1785688812.163838,1785688812.193288,200,4474,81510ec6-f5dc-4f18-8bdf-78308329ed4f,1,29.450,29.573,-
0,296,1785688812.213714,1785688812.213831,1785688812.243297,200,4474,b5f5ab81-7b8d-49bb-82d1-95592b2208d0,1,29.466,29.583,-
1,296,1785688812.263714,1785688812.263835,1785688812.293395,200,4474,68963056-3bfe-4328-a953-eb31f28ba0f6,1,29.560,29.681,-
0,297,1785688812.313714,1785688812.313844,1785688812.343428,200,4474,4ae36604-ec97-473f-98cd-5bcca6960643,1,29.584,29.714,-
1,297,1785688812.363714,1785688812.363833,1785688812.393635,200,4474,488d8d26-6d5d-42ca-b9a7-6def8742ab76,1,29.801,29.921,-
0,298,1785688812.413714,1785688812.413840,1785688812.443390,200,4474,a76b9151-6022-4bba-b66e-f24feecfe5ad,1,29.550,29.675,-
1,298,1785688812.463714,1785688812.463841,1785688812.493160,200,4474,396a4075-7657-4b90-a49d-c918df65c3e0,1,29.319,29.446,-
0,299,1785688812.513714,1785688812.513855,1785688812.543882,200,4474,35e14a15-5b5d-4d30-bb62-3193bb108b25,1,30.028,30.168,-
1,299,1785688812.563714,1785688812.563838,1785688812.593438,200,4474,6ed5541e-72b9-46e8-9ffd-3e8c8e3eb916,1,29.600,29.724,-
0,300,1785688812.613714,1785688812.613846,1785688812.643877,200,4474,96472305-011f-40b6-88c6-591aed214318,0,30.032,30.163,-
1,300,1785688812.663714,1785688812.663828,1785688812.693310,200,4474,bd2408e6-98fa-4537-9a66-92a77d7c8cb0,0,29.483,29.596,-
0,301,1785688812.713714,1785688812.713838,1785688812.743392,200,4474,d7d0a448-9111-413c-b422-5a28a4f45171,0,29.554,29.678,-
1,301,1785688812.763714,1785688812.763831,1785688812.793402,200,4474,48565500-1be6-458c-940d-5baa3a6e0bbf,0,29.571,29.688,-
0,302,1785688812.813714,1785688812.813847,1785688812.843234,200,4474,d848cc20-ae0b-4683-8c71-5c65976ffa66,0,29.387,29.520,-
1,302,1785688812.863714,1785688812.863832,1785688812.893277,200,4474,121c3ac5-6d9a-4e32-a6b3-8529d22d0ab2,0,29.445,29.562,-
0,303,1785688812.913714,1785688812.913841,1785688812.943375,200,4474,c8d060d5-f982-4c5c-b89c-95ae149e6dba,0,29.534,29.661,-
1,303,1785688812.963714,1785688812.963840,1785688812.993696,200,4474,e4526d05-f7db-4a4d-b0b5-f180e75dd2e8,0,29.855,29.982,-
0,304,1785688813.013714,1785688813.013844,1785688813.043380,200,4474,f899047f-f02b-4452-bbe9-f646cb5b7dba,0,29.536,29.666,-
1,304,1785688813.063714,1785688813.063832,1785688813.093354,200,4474,3a9c2a2f-11d3-4ccf-89c4-e3ec5986156e,0,29.522,29.640,-
0,305,1785688813.113714,1785688813.113840,1785688813.143025,200,4474,48a7de67-240d-4444-aa27-1e06f6c96df5,0,29.185,29.311,-
1,305,1785688813.163714,1785688813.163833,1785688813.193586,200,4474,ce971290-d50e-4ba7-a9fc-7eabb5d95c0b,0,29.753,29.872,-
0,306,1785688813.213714,1785688813.213833,1785688813.243510,200,4474,15fd72a2-848e-4867-9362-75cba49eab5b,0,29.676,29.795,-
1,306,1785688813.263714,1785688813.263842,1785688813.293736,200,4474,39212d53-b4d8-47ba-95d3-3b314cb71803,0,29.894,30.022,-
0,307,1785688813.313714,1785688813.313848,1785688813.343350,200,4474,f09e50f8-0d36-4135-88ec-a7ae39ce7591,0,29.503,29.636,-
1,307,1785688813.363714,1785688813.363832,1785688813.393169,200,4474,d0eb8df6-aec8-4c11-a964-962454854066,0,29.337,29.455,-
0,308,1785688813.413714,1785688813.413854,1785688813.443617,200,4474,ad9c4a66-1fd4-4c03-9dca-ceebbaab6a8d,0,29.763,29.903,-
1,308,1785688813.463714,1785688813.463834,1785688813.493304,200,4474,d590b358-1092-444e-9778-abe9a464383a,0,29.470,29.590,-
0,309,1785688813.513714,1785688813.513841,1785688813.543554,200,4474,5e8c5420-3ed7-4514-98d7-a4fb1106f760,0,29.713,29.840,-
1,309,1785688813.563714,1785688813.563836,1785688813.593320,200,4474,c3731970-71e1-4a2c-93e1-fb95bcb2eaaf,0,29.484,29.605,-
0,310,1785688813.613714,1785688813.613827,1785688813.643244,200,4474,dcf3006e-49ad-487b-b2db-98d2610931f4,0,29.417,29.530,-
1,310,1785688813.663714,1785688813.663834,1785688813.693544,200,4474,a07c3032-1a2d-42c0-a36b-edb235a2d095,0,29.710,29.830,-
0,311,1785688813.713714,1785688813.713826,1785688813.743121,200,4474,d2715f9e-1f41-4199-93bb-869d1ede746b,0,29.295,29.407,-
1,311,1785688813.763714,1785688813.763841,1785688813.793271,200,4474,45a2ba81-618a-47f5-be28-2de774e530a2,0,29.430,29.557,-
0,312,1785688813.813714,1785688813.813830,1785688813.843609,200,4474,f10f447d-8018-4185-b03c-a53290ccd5bc,0,29.779,29.895,-
1,312,1785688813.863714,1785688813.863834,1785688813.893851,200,4474,59aac675-45af-4de7-8b97-8f64a42408bd,0,30.017,30.136,-
0,313,1785688813.913714,1785688813.913839,1785688813.943245,200,4474,823fade8-8e8a-4c7a-94f2-7f98db24f6e9,0,29.406,29.531,-
1,313,1785688813.963714,1785688813.963831,1785688813.993362,200,4474,af8322d9-cc80-4250-b5b6-77b16f70f48f,0,29.531,29.648,-
0,314,1785688814.013714,1785688814.013828,1785688814.043402,200,4474,aa27cb90-1912-463a-97be-225aceab2eff,0,29.574,29.688,-
1,314,1785688814.063714,1785688814.063835,1785688814.093517,200,4474,0af25bf4-2a7c-4b77-9400-348e2b18d5f2,0,29.681,29.803,-
0,315,1785688814.113714,1785688814.113826,1785688814.143539,200,4474,467c12e8-4d99-4ab4-b04d-dd31a1cf81ab,0,29.713,29.825,-
1,315,1785688814.163714,1785688814.163834,1785688814.193292,200,4474,e81dcfe0-2b17-4173-b6c2-4e402379ef8c,0,29.458,29.578,-
0,316,1785688814.213714,1785688814.213840,1785688814.243038,200,4474,34fa52c7-5f29-44ff-bb10-ea43d4ec4cea,0,29.199,29.324,-
1,316,1785688814.263714,1785688814.263835,1785688814.293240,200,4474,7f6f0720-afca-405d-b5f4-46f1a28a9522,0,29.404,29.526,-
0,317,1785688814.313714,1785688814.313832,1785688814.343606,200,4474,27abd979-8e55-43f5-aa98-3cf284ba8193,0,29.774,29.892,-
1,317,1785688814.363714,1785688814.363832,1785688814.393276,200,4474,2a33c0a5-2ddc-4ca0-9100-83dec4f12ef7,0,29.443,29.562,-
0,318,1785688814.413714,1785688814.413828,1785688814.444340,200,4474,96ef7c72-1f13-4466-98d2-c97acb58465f,0,30.512,30.626,-
1,318,1785688814.463714,1785688814.463840,1785688814.493285,200,4474,8b025057-96c9-4c54-9422-777a28a5aaf6,0,29.445,29.571,-
0,319,1785688814.513714,1785688814.513830,1785688814.543367,200,4474,556cf8e0-486a-454f-8821-80e8669ebef2,0,29.536,29.652,-
1,319,1785688814.563714,1785688814.563835,1785688814.593271,200,4474,188f7ff9-3eb1-4920-9971-da0349aeaf04,0,29.436,29.556,-
0,320,1785688814.613714,1785688814.613851,1785688814.643248,200,4474,ff02292b-3c2a-437d-9b54-9ef0aabf7ede,0,29.397,29.534,-
