policy,t_rel_s,class,n,S1_pct,S2_pct,S3_pct
bl_lr,76,reserve,105,53.33,25.71,20.95
bl_lr,76,search,149,50.34,26.85,22.82
bl_lr,77,recommend,202,41.58,31.68,26.73
bl_lr,77,reserve,97,52.58,24.74,22.68
bl_lr,77,search,152,51.97,29.61,18.42
bl_lr,78,recommend,198,44.44,32.32,23.23
bl_lr,78,reserve,101,57.43,22.77,19.8
bl_lr,78,search,150,54.67,26.67,18.67
bl_lr,79,recommend,204,50.98,25.49,23.53
bl_lr,79,reserve,97,50.52,27.84,21.65
bl_lr,79,search,150,54.67,26.0,19.33
bl_lr,80,recommend,196,53.06,25.0,21.94
bl_lr,80,reserve,104,44.23,31.73,24.04
bl_lr,80,search,149,56.38,26.17,17.45
bl_lr,81,recommend,202,43.07,32.67,24.26
bl_lr,81,reserve,99,56.57,25.25,18.18
bl_lr,81,search,149,45.64,27.52,26.85
bl_lr,82,recommend,198,49.49,30.81,19.7
bl_lr,82,reserve,100,56.0,21.0,23.0
bl_lr,82,search,151,47.68,25.83,26.49
bl_lr,83,recommend,201,48.26,28.86,22.89
bl_lr,83,reserve,100,49.0,31.0,20.0
bl_lr,83,search,148,52.03,27.03,20.95
bl_lr,84,recommend,199,47.24,28.14,24.62
bl_lr,84,reserve,99,50.51,32.32,17.17
bl_lr,84,search,153,50.98,30.07,18.95
bl_lr,85,recommend,200,51.0,23.5,25.5
bl_lr,85,reserve,103,54.37,28.16,17.48
bl_lr,85,search,148,47.97,32.43,19.59
bl_lr,86,recommend,204,51.47,27.45,21.08
bl_lr,86,reserve,95,53.68,26.32,20.0
bl_lr,86,search,152,51.32,27.63,21.05
bl_lr,87,recommend,195,52.31,29.74,17.95
bl_lr,87,reserve,104,49.04,29.81,21.15
bl_lr,87,search,150,49.33,28.0,22.67
bl_lr,88,recommend,203,47.29,27.59,25.12
bl_lr,88,reserve,98,43.88,32.65,23.47
bl_lr,88,search,149,56.38,23.49,20.13
bl_lr,89,recommend,199,46.23,29.65,24.12
bl_lr,89,reserve,101,53.47,28.71,17.82
bl_lr,89,search,152,47.37,30.26,22.37
bl_lr,90,recommend,202,49.01,31.19,19.8
bl_lr,90,reserve,100,53.0,26.0,21.0
bl_lr,90,search,147,47.62,29.93,22.45
bl_lr,91,recommend,198,48.48,29.8,21.72
bl_lr,91,reserve,98,53.06,22.45,24.49
bl_lr,91,search,151,49.67,29.8,20.53
bl_lr,92,recommend,200,44.0,34.0,22.0
bl_lr,92,reserve,104,51.92,23.08,25.0
bl_lr,92,search,148,49.32,28.38,22.3
bl_lr,93,recommend,201,44.78,28.86,26.37
bl_lr,93,reserve,96,46.88,35.42,17.71
bl_lr,93,search,151,47.68,29.14,23.18
bl_lr,94,recommend,196,49.49,27.55,22.96
bl_lr,94,reserve,102,50.98,33.33,15.69
bl_lr,94,search,152,46.71,30.26,23.03
bl_lr,95,recommend,203,50.74,32.51,16.75
bl_lr,95,reserve,97,42.27,26.8,30.93
bl_lr,95,search,150,48.0,26.67,25.33
bl_lr,96,recommend,199,48.74,31.66,19.6
bl_lr,96,reserve,104,44.23,30.77,25.0
bl_lr,96,search,148,46.62,27.7,25.68
bl_lr,97,recommend,203,51.72,26.11,22.17
bl_lr,97,reserve,98,53.06,23.47,23.47
bl_lr,97,search,150,52.0,31.33,16.67
bl_lr,98,recommend,197,50.25,25.38,24.37
bl_lr,98,reserve,101,44.55,28.71,26.73
bl_lr,98,search,152,51.97,28.95,19.08
bl_lr,99,recommend,202,49.5,29.7,20.79
bl_lr,99,reserve,102,57.84,19.61,22.55
bl_lr,99,search,146,52.74,29.45,17.81
bl_lr,100,recommend,199,47.74,31.16,21.11
bl_lr,100,reserve,96,53.12,29.17,17.71
bl_lr,100,search,153,51.63,26.8,21.57
bl_lr,101,recommend,198,53.54,26.26,20.2
bl_lr,101,reserve,103,48.54,31.07,20.39
bl_lr,101,search,149,51.68,26.17,22.15
bl_lr,102,recommend,205,52.68,29.76,17.56
bl_lr,102,reserve,96,50.0,28.12,21.88
bl_lr,102,search,151,45.03,27.15,27.81
bl_lr,103,recommend,193,50.26,29.53,20.21
bl_lr,103,reserve,104,49.04,30.77,20.19
bl_lr,103,search,152,50.66,26.32,23.03
bl_lr,104,recommend,206,49.51,29.13,21.36
bl_lr,104,reserve,97,56.7,25.77,17.53
bl_lr,104,search,147,51.7,27.89,20.41
bl_lr,105,recommend,198,50.51,24.24,25.25
bl_lr,105,reserve,101,56.44,26.73,16.83
bl_lr,105,search,151,53.64,27.15,19.21
bl_lr,106,recommend,201,45.77,33.33,20.9
bl_lr,106,reserve,102,58.82,21.57,19.61
bl_lr,106,search,148,54.05,25.0,20.95
bl_lr,107,recommend,198,50.51,26.77,22.73
bl_lr,107,reserve,96,47.92,35.42,16.67
bl_lr,107,search,152,55.92,24.34,19.74
bl_lr,108,recommend,199,47.74,25.13,27.14
bl_lr,108,reserve,104,48.08,34.62,17.31
bl_lr,108,search,149,46.98,34.23,18.79
bl_lr,109,recommend,202,53.96,24.75,21.29
bl_lr,109,reserve,96,61.46,19.79,18.75
bl_lr,109,search,153,51.63,25.49,22.88
bl_lr,110,recommend,198,48.99,30.81,20.2
bl_lr,110,reserve,104,48.08,27.88,24.04
bl_lr,110,search,149,55.7,25.5,18.79
bl_lr,111,recommend,202,49.01,24.75,26.24
bl_lr,111,reserve,97,47.42,30.93,21.65
bl_lr,111,search,149,47.65,32.21,20.13
bl_lr,112,recommend,200,48.5,28.5,23.0
bl_lr,112,reserve,102,50.0,30.39,19.61
bl_lr,112,search,150,53.33,28.0,18.67
bl_lr,113,recommend,201,54.73,21.89,23.38
bl_lr,113,reserve,100,55.0,28.0,17.0
bl_lr,113,search,149,47.65,30.2,22.15
bl_lr,114,recommend,201,44.78,32.84,22.39
bl_lr,114,reserve,99,57.58,26.26,16.16
bl_lr,114,search,149,51.68,26.17,22.15
bl_lr,115,recommend,198,49.49,27.78,22.73
bl_lr,115,reserve,102,50.98,37.25,11.76
bl_lr,115,search,150,48.0,24.67,27.33
bl_lr,116,recommend,200,46.5,29.5,24.0
bl_lr,116,reserve,98,52.04,28.57,19.39
bl_lr,116,search,153,50.33,30.07,19.61
bl_lr,117,recommend,197,44.67,31.47,23.86
bl_lr,117,reserve,102,50.0,22.55,27.45
bl_lr,117,search,148,50.0,30.41,19.59
bl_lr,118,recommend,204,50.98,25.98,23.04
bl_lr,118,reserve,97,48.45,30.93,20.62
bl_lr,118,search,151,49.01,29.14,21.85
bl_lr,119,recommend,196,52.04,31.12,16.84
bl_lr,119,reserve,102,43.14,28.43,28.43
bl_lr,119,search,150,48.67,27.33,24.0
bl_lr,120,recommend,205,48.78,26.34,24.88
bl_lr,120,reserve,99,61.62,23.23,15.15
bl_lr,120,search,148,47.97,30.41,21.62
bl_lr,121,recommend,198,45.45,31.31,23.23
bl_lr,121,reserve,100,53.0,27.0,20.0
bl_lr,121,search,151,52.98,24.5,22.52
bl_lr,122,recommend,200,51.0,27.5,21.5
bl_lr,122,reserve,101,55.45,25.74,18.81
bl_lr,122,search,147,37.41,35.37,27.21
bl_lr,123,recommend,199,49.25,27.64,23.12
bl_lr,123,reserve,99,61.62,18.18,20.2
bl_lr,123,search,154,47.4,30.52,22.08
bl_lr,124,recommend,201,46.27,28.86,24.88
bl_lr,124,reserve,102,56.86,23.53,19.61
bl_lr,124,search,147,59.86,24.49,15.65
bl_lr,125,recommend,199,45.23,32.66,22.11
bl_lr,125,reserve,97,54.64,21.65,23.71
bl_lr,125,search,151,49.01,24.5,26.49
bl_lr,126,recommend,200,44.5,29.0,26.5
bl_lr,126,reserve,103,53.4,28.16,18.45
bl_lr,126,search,150,58.0,26.0,16.0
bl_lr,127,recommend,203,50.74,27.09,22.17
bl_lr,127,reserve,96,59.38,26.04,14.58
bl_lr,127,search,150,44.0,34.67,21.33
bl_lr,128,recommend,196,45.41,31.12,23.47
bl_lr,128,reserve,104,62.5,20.19,17.31
bl_lr,128,search,150,47.33,28.67,24.0
bl_lr,129,recommend,204,49.51,28.43,22.06
bl_lr,129,reserve,96,52.08,28.12,19.79
bl_lr,129,search,150,54.0,24.0,22.0
bl_lr,130,recommend,198,53.54,23.23,23.23
bl_lr,130,reserve,103,58.25,26.21,15.53
bl_lr,130,search,150,52.0,27.33,20.67
bl_lr,131,recommend,201,44.78,32.34,22.89
bl_lr,131,reserve,99,51.52,28.28,20.2
bl_lr,131,search,149,52.35,24.16,23.49
bl_lr,132,recommend,201,45.77,31.34,22.89
bl_lr,132,reserve,100,50.0,26.0,24.0
bl_lr,132,search,152,48.68,27.63,23.68
bl_lr,133,recommend,196,43.88,29.08,27.04
bl_lr,133,reserve,102,53.92,28.43,17.65
bl_lr,133,search,146,52.05,26.71,21.23
bl_lr,134,recommend,203,51.23,26.6,22.17
bl_lr,134,reserve,96,55.21,23.96,20.83
bl_lr,134,search,155,43.87,36.13,20.0
bl_lr,135,recommend,196,50.0,30.61,19.39
bl_lr,135,reserve,104,45.19,31.73,23.08
bl_lr,135,search,149,58.39,20.13,21.48
bl_lr,136,recommend,204,50.0,27.94,22.06
bl_lr,136,reserve,99,53.54,26.26,20.2
bl_lr,136,search,150,48.0,30.67,21.33
bl_lr,137,recommend,200,52.0,25.5,22.5
bl_lr,137,reserve,99,54.55,30.3,15.15
bl_lr,137,search,149,46.98,30.87,22.15
bl_lr,138,recommend,199,54.27,27.64,18.09
bl_lr,138,reserve,101,54.46,27.72,17.82
bl_lr,138,search,149,51.68,26.17,22.15
bl_lr,139,recommend,198,44.95,32.32,22.73
bl_lr,139,reserve,99,54.55,25.25,20.2
bl_lr,139,search,153,53.59,27.45,18.95
bl_lr,140,recommend,201,48.76,29.85,21.39
bl_lr,140,reserve,101,60.4,28.71,10.89
bl_lr,140,search,147,51.02,23.81,25.17
bl_lr,141,recommend,201,45.27,31.34,23.38
bl_lr,141,reserve,98,50.0,24.49,25.51
bl_lr,141,search,151,54.97,26.49,18.54
bl_lr,142,recommend,198,45.45,31.82,22.73
bl_lr,142,reserve,101,57.43,23.76,18.81
bl_lr,142,search,151,50.99,27.15,21.85
bl_lr,143,recommend,203,45.81,27.59,26.6
bl_lr,143,reserve,98,53.06,29.59,17.35
bl_lr,143,search,149,55.03,27.52,17.45
bl_lr,144,recommend,198,45.96,33.84,20.2
bl_lr,144,reserve,104,47.12,30.77,22.12
bl_lr,144,search,151,52.32,23.84,23.84
bl_lr,145,recommend,202,52.97,29.21,17.82
bl_lr,145,reserve,97,47.42,30.93,21.65
bl_lr,145,search,147,44.22,30.61,25.17
bl_lr,146,recommend,200,51.0,31.5,17.5
bl_lr,146,reserve,102,54.9,24.51,20.59
bl_lr,146,search,151,51.66,23.84,24.5
bl_lr,147,recommend,199,45.23,32.66,22.11
bl_lr,147,reserve,98,44.9,25.51,29.59
bl_lr,147,search,150,54.67,28.67,16.67
bl_lr,148,recommend,199,48.24,31.66,20.1
bl_lr,148,reserve,100,54.0,26.0,20.0
bl_lr,148,search,152,44.74,30.26,25.0
bl_lr,149,recommend,199,52.76,29.65,17.59
bl_lr,149,reserve,104,50.96,25.0,24.04
bl_lr,149,search,148,50.0,28.38,21.62
bl_lr,150,recommend,203,50.25,26.11,23.65
bl_lr,150,reserve,94,52.13,23.4,24.47
bl_lr,150,search,151,49.01,31.13,19.87
bl_lr,151,recommend,197,52.79,29.44,17.77
bl_lr,151,reserve,104,50.0,29.81,20.19
bl_lr,151,search,150,49.33,27.33,23.33
bl_lr,152,recommend,203,46.8,28.08,25.12
bl_lr,152,reserve,98,53.06,31.63,15.31
bl_lr,152,search,150,44.0,33.33,22.67
bl_lr,153,recommend,198,47.47,28.79,23.74
bl_lr,153,reserve,102,47.06,31.37,21.57
bl_lr,153,search,151,55.63,25.83,18.54
bl_lr,154,recommend,199,52.26,28.14,19.6
bl_lr,154,reserve,101,49.5,31.68,18.81
bl_lr,154,search,146,55.48,18.49,26.03
bl_lr,155,recommend,202,48.02,28.71,23.27
bl_lr,155,reserve,98,45.92,30.61,23.47
bl_lr,155,search,154,57.79,25.97,16.23
bl_lr,156,recommend,199,49.25,27.14,23.62
bl_lr,156,reserve,102,51.96,30.39,17.65
bl_lr,156,search,148,49.32,29.05,21.62
bl_lr,157,recommend,202,49.5,25.25,25.25
bl_lr,157,reserve,98,53.06,22.45,24.49
bl_lr,157,search,152,45.39,38.16,16.45
bl_lr,158,recommend,196,45.41,33.67,20.92
bl_lr,158,reserve,103,56.31,21.36,22.33
bl_lr,158,search,149,55.03,24.16,20.81
bl_lr,159,recommend,202,43.56,27.72,28.71
bl_lr,159,reserve,95,53.68,25.26,21.05
bl_lr,159,search,151,45.7,34.44,19.87
bl_lr,160,recommend,200,50.0,28.5,21.5
bl_lr,160,reserve,103,49.51,31.07,19.42
bl_lr,160,search,149,46.98,28.19,24.83
bl_lr,161,recommend,201,51.74,28.86,19.4
bl_lr,161,reserve,99,59.6,22.22,18.18
bl_lr,161,search,148,45.27,32.43,22.3
bl_lr,162,recommend,200,44.0,34.0,22.0
bl_lr,162,reserve,101,58.42,25.74,15.84
bl_lr,162,search,152,49.34,27.63,23.03
bl_lr,163,recommend,201,50.25,28.86,20.9
bl_lr,163,reserve,102,52.94,29.41,17.65
bl_lr,163,search,150,52.67,27.33,20.0
bl_lr,164,recommend,199,47.24,25.13,27.64
bl_lr,164,reserve,96,53.12,27.08,19.79
bl_lr,164,search,151,50.99,30.46,18.54
bl_lr,165,recommend,200,51.0,24.0,25.0
bl_lr,165,reserve,104,51.92,25.96,22.12
bl_lr,165,search,149,51.68,30.87,17.45
bl_lr,166,recommend,202,50.99,29.21,19.8
bl_lr,166,reserve,94,48.94,28.72,22.34
bl_lr,166,search,151,57.62,20.53,21.85
bl_lr,167,recommend,197,45.18,35.53,19.29
bl_lr,167,reserve,105,52.38,25.71,21.9
bl_lr,167,search,150,50.67,24.67,24.67
bl_lr,168,recommend,201,46.77,27.36,25.87
bl_lr,168,reserve,98,50.0,28.57,21.43
bl_lr,168,search,149,53.69,29.53,16.78
bl_lr,169,recommend,199,51.76,25.13,23.12
bl_lr,169,reserve,100,46.0,30.0,24.0
bl_lr,169,search,150,48.67,34.0,17.33
bl_lr,170,recommend,200,54.0,25.5,20.5
bl_lr,170,reserve,100,52.0,27.0,21.0
bl_lr,170,search,149,50.34,28.19,21.48
bl_lr,171,recommend,203,52.22,28.08,19.7
bl_lr,171,reserve,100,45.0,35.0,20.0
bl_lr,171,search,152,40.13,34.21,25.66
bl_lr,172,recommend,196,57.14,27.04,15.82
bl_lr,172,reserve,102,56.86,25.49,17.65
bl_lr,172,search,146,50.68,29.45,19.86
bl_lr,173,recommend,201,51.24,30.85,17.91
bl_lr,173,reserve,96,46.88,30.21,22.92
bl_lr,173,search,153,46.41,26.14,27.45
bl_lr,174,recommend,198,51.01,28.79,20.2
bl_lr,174,reserve,105,50.48,31.43,18.1
bl_lr,174,search,150,51.33,26.0,22.67
bl_lr,175,recommend,206,46.12,31.07,22.82
bl_lr,175,reserve,95,50.53,28.42,21.05
bl_lr,175,search,151,54.3,23.84,21.85
bl_lr,176,recommend,196,48.98,30.61,20.41
bl_lr,176,reserve,103,54.37,22.33,23.3
bl_lr,176,search,149,44.3,31.54,24.16
bl_lr,177,recommend,203,49.75,29.56,20.69
bl_lr,177,reserve,98,48.98,26.53,24.49
bl_lr,177,search,149,57.72,25.5,16.78
bl_lr,178,recommend,196,47.96,27.04,25.0
bl_lr,178,reserve,101,54.46,32.67,12.87
bl_lr,178,search,151,52.32,25.83,21.85
bl_lr,179,recommend,200,48.5,34.0,17.5
bl_lr,179,reserve,101,58.42,23.76,17.82
bl_lr,179,search,149,50.34,24.83,24.83
bl_lr,180,recommend,204,49.02,29.41,21.57
bl_lr,180,reserve,97,48.45,32.99,18.56
bl_lr,180,search,151,45.03,27.81,27.15
bl_lr,181,recommend,196,49.49,27.04,23.47
bl_lr,181,reserve,104,53.85,22.12,24.04
bl_lr,181,search,148,55.41,26.35,18.24
bl_lr,182,recommend,202,47.52,28.71,23.76
bl_lr,182,reserve,96,52.08,25.0,22.92
bl_lr,182,search,151,50.33,27.15,22.52
bl_lr,183,recommend,199,47.24,32.16,20.6
bl_lr,183,reserve,104,52.88,23.08,24.04
bl_lr,183,search,150,52.0,26.67,21.33
bl_lr,184,recommend,202,49.01,27.23,23.76
bl_lr,184,reserve,97,51.55,30.93,17.53
bl_lr,184,search,149,47.65,30.2,22.15
bl_lr,185,recommend,198,50.51,25.76,23.74
bl_lr,185,reserve,101,50.5,30.69,18.81
bl_lr,185,search,151,51.66,29.14,19.21
bl_lr,186,recommend,203,50.25,25.12,24.63
bl_lr,186,reserve,101,49.5,28.71,21.78
bl_lr,186,search,148,47.97,32.43,19.59
bl_lr,187,recommend,198,45.45,25.25,29.29
bl_lr,187,reserve,99,58.59,23.23,18.18
bl_lr,187,search,152,48.68,33.55,17.76
bl_lr,188,recommend,201,47.76,29.85,22.39
bl_lr,188,reserve,102,58.82,23.53,17.65
bl_lr,188,search,147,56.46,25.17,18.37
bl_lr,189,recommend,199,55.78,24.62,19.6
bl_lr,189,reserve,98,52.04,31.63,16.33
bl_lr,189,search,154,51.95,25.97,22.08
bl_lr,190,recommend,198,49.49,28.79,21.72
bl_lr,190,reserve,101,52.48,26.73,20.79
bl_lr,190,search,150,50.0,28.0,22.0
bl_lr,191,recommend,204,53.92,23.04,23.04
bl_lr,191,reserve,97,56.7,22.68,20.62
bl_lr,191,search,149,48.99,32.21,18.79
bl_lr,192,recommend,196,54.08,22.45,23.47
bl_lr,192,reserve,104,54.81,31.73,13.46
bl_lr,192,search,150,47.33,30.67,22.0
bl_lr,193,recommend,205,55.12,25.85,19.02
bl_lr,193,reserve,97,53.61,24.74,21.65
bl_lr,193,search,148,48.65,26.35,25.0
bl_lr,194,recommend,195,44.1,30.26,25.64
bl_lr,194,reserve,101,57.43,27.72,14.85
bl_lr,194,search,152,50.0,28.95,21.05
bl_lr,195,recommend,201,55.72,20.4,23.88
bl_lr,195,reserve,103,55.34,29.13,15.53
bl_lr,195,search,148,38.51,35.14,26.35
bl_lr,196,recommend,202,45.05,26.24,28.71
bl_lr,196,reserve,96,54.17,28.12,17.71
bl_lr,196,search,153,48.37,34.64,16.99
bl_lr,197,recommend,198,49.49,26.77,23.74
bl_lr,197,reserve,102,51.96,33.33,14.71
bl_lr,197,search,146,51.37,25.34,23.29
bl_lr,198,recommend,203,57.64,24.14,18.23
bl_lr,198,reserve,96,50.0,27.08,22.92
bl_lr,198,search,152,46.05,29.61,24.34
bl_lr,199,recommend,195,50.77,26.67,22.56
bl_lr,199,reserve,104,52.88,23.08,24.04
bl_lr,199,search,150,47.33,34.0,18.67
bl_lr,200,recommend,206,54.37,23.3,22.33
bl_lr,200,reserve,99,53.54,27.27,19.19
bl_lr,200,search,151,44.37,33.77,21.85
bl_lr,201,recommend,195,51.28,27.18,21.54
bl_lr,201,reserve,100,56.0,23.0,21.0
bl_lr,201,search,149,54.36,26.17,19.46
bl_lr,202,recommend,202,42.57,30.2,27.23
bl_lr,202,reserve,101,48.51,33.66,17.82
bl_lr,202,search,149,51.68,27.52,20.81
bl_lr,203,recommend,200,48.5,32.5,19.0
bl_lr,203,reserve,99,47.47,22.22,30.3
bl_lr,203,search,152,49.34,28.95,21.71
bl_lr,204,recommend,198,50.51,27.27,22.22
bl_lr,204,reserve,102,49.02,29.41,21.57
bl_lr,204,search,149,57.05,28.19,14.77
bl_lr,205,recommend,204,53.43,25.98,20.59
bl_lr,205,reserve,96,53.12,25.0,21.88
bl_lr,205,search,151,50.33,29.14,20.53
bl_lr,206,recommend,195,46.15,31.28,22.56
bl_lr,206,reserve,102,48.04,26.47,25.49
bl_lr,206,search,149,53.69,27.52,18.79
bl_lr,207,recommend,207,50.24,28.5,21.26
bl_lr,207,reserve,98,41.84,30.61,27.55
bl_lr,207,search,150,56.0,24.0,20.0
bl_lr,208,recommend,194,54.12,25.26,20.62
bl_lr,208,reserve,103,58.25,24.27,17.48
bl_lr,208,search,150,51.33,29.33,19.33
bl_lr,209,recommend,205,50.73,29.76,19.51
bl_lr,209,reserve,98,48.98,30.61,20.41
bl_lr,209,search,148,47.97,27.03,25.0
bl_lr,210,recommend,198,50.0,31.82,18.18
bl_lr,210,reserve,101,46.53,26.73,26.73
bl_lr,210,search,153,45.75,28.1,26.14
bl_lr,211,recommend,199,55.78,27.14,17.09
bl_lr,211,reserve,100,59.0,23.0,18.0
bl_lr,211,search,148,44.59,28.38,27.03
bl_lr,212,recommend,199,42.71,34.17,23.12
bl_lr,212,reserve,99,61.62,22.22,16.16
bl_lr,212,search,153,52.94,26.8,20.26
bl_lr,213,recommend,201,50.75,29.85,19.4
bl_lr,213,reserve,103,52.43,28.16,19.42
bl_lr,213,search,148,48.65,25.0,26.35
bl_lr,214,recommend,203,45.81,32.51,21.67
bl_lr,214,reserve,96,57.29,23.96,18.75
bl_lr,214,search,149,51.68,26.85,21.48
bl_lr,215,recommend,195,54.36,23.08,22.56
bl_lr,215,reserve,103,48.54,30.1,21.36
bl_lr,215,search,153,58.17,22.22,19.61
bl_lr,216,recommend,205,56.59,25.37,18.05
bl_lr,216,reserve,98,47.96,31.63,20.41
bl_lr,216,search,149,57.72,22.15,20.13
bl_lr,217,recommend,195,52.82,25.64,21.54
bl_lr,217,reserve,101,48.51,24.75,26.73
bl_lr,217,search,150,48.67,29.33,22.0
bl_lr,218,recommend,201,48.76,29.35,21.89
bl_lr,218,reserve,101,54.46,27.72,17.82
bl_lr,218,search,146,47.26,30.82,21.92
bl_lr,219,recommend,201,45.77,30.35,23.88
bl_lr,219,reserve,99,55.56,27.27,17.17
bl_lr,219,search,153,45.1,32.68,22.22
bl_lr,220,recommend,200,49.5,28.0,22.5
bl_lr,220,reserve,102,48.04,32.35,19.61
bl_lr,220,search,148,52.03,28.38,19.59
bl_lr,221,recommend,200,48.5,28.0,23.5
bl_lr,221,reserve,96,58.33,27.08,14.58
bl_lr,221,search,153,56.86,23.53,19.61
bl_lr,222,recommend,198,50.0,27.78,22.22
bl_lr,222,reserve,104,52.88,29.81,17.31
bl_lr,222,search,149,46.98,30.2,22.82
bl_lr,223,recommend,204,54.41,24.02,21.57
bl_lr,223,reserve,95,46.32,30.53,23.16
bl_lr,223,search,151,52.32,28.48,19.21
bl_lr,224,recommend,195,50.26,29.74,20.0
bl_lr,224,reserve,105,56.19,24.76,19.05
bl_lr,224,search,150,48.0,28.0,24.0
bl_lr,225,recommend,205,46.83,32.68,20.49
bl_lr,225,reserve,97,53.61,27.84,18.56
bl_lr,225,search,146,49.32,23.97,26.71
bl_lr,226,recommend,199,49.75,29.15,21.11
bl_lr,226,reserve,100,55.0,27.0,18.0
bl_lr,226,search,154,47.4,30.52,22.08
bl_lr,227,recommend,200,54.5,23.0,22.5
bl_lr,227,reserve,101,56.44,26.73,16.83
bl_lr,227,search,149,43.62,31.54,24.83
bl_lr,228,recommend,200,44.5,29.5,26.0
bl_lr,228,reserve,98,45.92,32.65,21.43
bl_lr,228,search,151,55.63,27.81,16.56
bl_lr,229,recommend,199,48.74,28.64,22.61
bl_lr,229,reserve,104,62.5,21.15,16.35
bl_lr,229,search,149,55.7,24.83,19.46
bl_lr,230,recommend,202,53.96,25.25,20.79
bl_lr,230,reserve,95,55.79,26.32,17.89
bl_lr,230,search,151,49.01,28.48,22.52
bl_lr,231,recommend,198,46.97,29.29,23.74
bl_lr,231,reserve,103,50.49,29.13,20.39
bl_lr,231,search,150,54.67,25.33,20.0
bl_lr,232,recommend,202,47.03,31.68,21.29
bl_lr,232,reserve,100,54.0,19.0,27.0
bl_lr,232,search,151,47.02,31.13,21.85
bl_lr,233,recommend,198,51.52,27.27,21.21
bl_lr,233,reserve,100,49.0,26.0,25.0
bl_lr,233,search,149,48.32,30.2,21.48
bl_lr,234,recommend,201,48.76,30.35,20.9
bl_lr,234,reserve,102,53.92,27.45,18.63
bl_lr,234,search,149,52.35,24.83,22.82
bl_lr,235,recommend,199,45.23,30.15,24.62
bl_lr,235,reserve,97,58.76,23.71,17.53
bl_lr,235,search,151,37.75,33.77,28.48
bl_lr,236,recommend,200,54.5,23.5,22.0
bl_lr,236,reserve,103,51.46,29.13,19.42
bl_lr,236,search,147,54.42,29.25,16.33
bl_lr,237,recommend,200,58.0,22.5,19.5
bl_lr,237,reserve,96,55.21,26.04,18.75
bl_lr,237,search,152,46.05,34.87,19.08
bl_lr,238,recommend,199,50.75,27.14,22.11
bl_lr,238,reserve,103,52.43,26.21,21.36
bl_lr,238,search,151,50.33,27.81,21.85
bl_lr,239,recommend,203,46.8,31.53,21.67
bl_lr,239,reserve,97,48.45,31.96,19.59
bl_lr,239,search,151,46.36,27.81,25.83
bl_lr,240,recommend,195,47.18,25.64,27.18
bl_lr,240,reserve,103,64.08,24.27,11.65
bl_lr,240,search,153,52.29,30.07,17.65
bl_lr,241,recommend,204,53.43,25.49,21.08
bl_lr,241,reserve,99,47.47,33.33,19.19
bl_lr,241,search,149,44.3,32.21,23.49
bl_lr,242,recommend,198,42.42,31.82,25.76
bl_lr,242,reserve,100,52.0,25.0,23.0
bl_lr,242,search,151,53.64,27.15,19.21
bl_lr,243,recommend,202,49.01,28.22,22.77
bl_lr,243,reserve,102,53.92,22.55,23.53
bl_lr,243,search,148,43.92,33.11,22.97
bl_lr,244,recommend,198,52.02,25.25,22.73
bl_lr,244,reserve,97,52.58,30.93,16.49
bl_lr,244,search,151,52.98,26.49,20.53
bl_lr,245,recommend,200,48.5,31.0,20.5
bl_lr,245,reserve,103,55.34,20.39,24.27
bl_lr,245,search,150,53.33,28.0,18.67
bl_lr,246,recommend,202,53.47,26.73,19.8
bl_lr,246,reserve,97,47.42,32.99,19.59
bl_lr,246,search,151,47.02,30.46,22.52
bl_lr,247,recommend,198,50.51,25.76,23.74
bl_lr,247,reserve,103,59.22,22.33,18.45
bl_lr,247,search,150,48.67,32.67,18.67
bl_lr,248,recommend,205,47.8,29.76,22.44
bl_lr,248,reserve,98,44.9,32.65,22.45
bl_lr,248,search,147,51.02,29.25,19.73
bl_lr,249,recommend,196,51.53,28.06,20.41
bl_lr,249,reserve,101,47.52,31.68,20.79
bl_lr,249,search,153,46.41,30.07,23.53
bl_lr,250,recommend,199,45.73,32.66,21.61
bl_lr,250,reserve,100,51.0,30.0,19.0
bl_lr,250,search,147,48.3,28.57,23.13
bl_lr,251,recommend,201,52.24,23.88,23.88
bl_lr,251,reserve,100,52.0,31.0,17.0
bl_lr,251,search,151,45.03,33.11,21.85
bl_lr,252,recommend,198,48.99,30.81,20.2
bl_lr,252,reserve,102,48.04,26.47,25.49
bl_lr,252,search,151,56.95,23.84,19.21
bl_lr,253,recommend,202,50.99,24.26,24.75
bl_lr,253,reserve,96,52.08,23.96,23.96
bl_lr,253,search,151,48.34,31.79,19.87
bl_lr,254,recommend,197,56.35,28.43,15.23
bl_lr,254,reserve,103,54.37,25.24,20.39
bl_lr,254,search,151,46.36,27.15,26.49
bl_lr,255,recommend,206,50.0,29.13,20.87
bl_lr,255,reserve,97,60.82,25.77,13.4
bl_lr,255,search,149,47.65,26.17,26.17
bl_lr,256,recommend,197,54.31,23.35,22.34
bl_lr,256,reserve,102,46.08,26.47,27.45
bl_lr,256,search,149,46.31,35.57,18.12
bl_lr,257,recommend,202,48.02,30.69,21.29
bl_lr,257,reserve,97,46.39,29.9,23.71
bl_lr,257,search,150,49.33,27.33,23.33
bl_lr,258,recommend,198,51.52,25.76,22.73
bl_lr,258,reserve,103,49.51,26.21,24.27
bl_lr,258,search,150,50.0,29.33,20.67
bl_lr,259,recommend,201,50.75,26.37,22.89
bl_lr,259,reserve,101,56.44,23.76,19.8
bl_lr,259,search,149,51.68,31.54,16.78
