policy,t_rel_s,class,n,S1_pct,S2_pct,S3_pct
SORTS,189,reserve,96,0.0,52.08,47.92
SORTS,189,search,152,63.16,36.84,0.0
SORTS,190,recommend,197,0.0,60.91,39.09
SORTS,190,reserve,102,0.0,52.94,47.06
SORTS,190,search,151,62.25,37.75,0.0
SORTS,191,recommend,202,0.0,56.93,43.07
SORTS,191,reserve,97,0.0,52.58,47.42
SORTS,191,search,149,65.77,34.23,0.0
SORTS,192,recommend,199,0.0,55.78,44.22
SORTS,192,reserve,102,0.0,57.84,42.16
SORTS,192,search,151,60.26,39.74,0.0
SORTS,193,recommend,204,0.0,56.86,43.14
SORTS,193,reserve,99,0.0,54.55,45.45
SORTS,193,search,148,64.19,35.81,0.0
SORTS,194,recommend,196,0.0,59.69,40.31
SORTS,194,reserve,102,0.0,56.86,43.14
SORTS,194,search,151,62.91,37.09,0.0
SORTS,195,recommend,202,0.0,56.44,43.56
SORTS,195,reserve,99,0.0,58.59,41.41
SORTS,195,search,148,62.84,37.16,0.0
SORTS,196,recommend,198,0.0,63.13,36.87
SORTS,196,reserve,99,0.0,53.54,46.46
SORTS,196,search,152,67.76,32.24,0.0
SORTS,197,recommend,199,0.0,61.31,38.69
SORTS,197,reserve,103,0.0,50.49,49.51
SORTS,197,search,149,65.1,34.9,0.0
SORTS,198,recommend,203,0.0,56.65,43.35
SORTS,198,reserve,97,0.0,59.79,40.21
SORTS,198,search,151,66.89,33.11,0.0
SORTS,199,recommend,197,0.0,62.44,37.56
SORTS,199,reserve,102,0.0,44.12,55.88
SORTS,199,search,150,65.33,34.67,0.0
SORTS,200,recommend,203,0.0,59.11,40.89
SORTS,200,reserve,98,0.0,45.92,54.08
SORTS,200,search,151,65.56,34.44,0.0
SORTS,201,recommend,197,0.0,59.39,40.61
SORTS,201,reserve,101,0.0,53.47,46.53
SORTS,201,search,149,62.42,37.58,0.0
SORTS,202,recommend,203,0.0,55.67,44.33
SORTS,202,reserve,100,0.0,62.0,38.0
SORTS,202,search,148,63.51,36.49,0.0
SORTS,203,recommend,199,0.0,57.29,42.71
SORTS,203,reserve,99,0.0,62.63,37.37
SORTS,203,search,152,65.13,34.87,0.0
SORTS,204,recommend,199,0.0,58.79,41.21
SORTS,204,reserve,103,0.0,55.34,44.66
SORTS,204,search,148,66.89,33.11,0.0
SORTS,205,recommend,202,0.0,57.43,42.57
SORTS,205,reserve,97,0.0,53.61,46.39
SORTS,205,search,152,65.79,34.21,0.0
SORTS,206,recommend,197,0.0,60.91,39.09
SORTS,206,reserve,102,0.0,52.94,47.06
SORTS,206,search,150,65.33,34.67,0.0
SORTS,207,recommend,202,0.0,57.92,42.08
SORTS,207,reserve,98,0.0,59.18,40.82
SORTS,207,search,150,71.33,28.67,0.0
SORTS,208,recommend,199,0.0,54.27,45.73
SORTS,208,reserve,101,0.0,62.38,37.62
SORTS,208,search,151,65.56,34.44,0.0
SORTS,209,recommend,202,0.0,60.4,39.6
SORTS,209,reserve,99,0.0,48.48,51.52
SORTS,209,search,147,67.35,32.65,0.0
SORTS,210,recommend,197,0.0,58.88,41.12
SORTS,210,reserve,102,0.0,49.02,50.98
SORTS,210,search,152,65.13,34.87,0.0
SORTS,211,recommend,202,0.0,60.4,39.6
SORTS,211,reserve,100,0.0,53.0,47.0
SORTS,211,search,148,63.51,36.49,0.0
SORTS,212,recommend,200,0.0,59.0,41.0
SORTS,212,reserve,98,0.0,53.06,46.94
SORTS,212,search,152,68.42,31.58,0.0
SORTS,213,recommend,199,0.0,60.3,39.7
SORTS,213,reserve,103,0.0,51.46,48.54
SORTS,213,search,148,64.86,35.14,0.0
SORTS,214,recommend,202,0.0,62.87,37.13
SORTS,214,reserve,96,0.0,48.96,51.04
SORTS,214,search,152,69.74,30.26,0.0
SORTS,215,recommend,198,0.0,59.6,40.4
SORTS,215,reserve,103,0.0,56.31,43.69
SORTS,215,search,150,66.67,33.33,0.0
SORTS,216,recommend,202,0.0,57.92,42.08
SORTS,216,reserve,97,0.0,52.58,47.42
SORTS,216,search,150,64.67,35.33,0.0
SORTS,217,recommend,198,0.0,57.07,42.93
SORTS,217,reserve,102,0.0,56.86,43.14
SORTS,217,search,150,71.33,28.67,0.0
SORTS,218,recommend,201,0.0,56.72,43.28
SORTS,218,reserve,100,0.0,58.0,42.0
SORTS,218,search,149,63.76,36.24,0.0
SORTS,219,recommend,200,0.0,59.0,41.0
SORTS,219,reserve,99,0.0,53.54,46.46
SORTS,219,search,151,68.21,31.79,0.0
SORTS,220,recommend,198,0.0,59.09,40.91
SORTS,220,reserve,104,0.0,55.77,44.23
SORTS,220,search,148,63.51,36.49,0.0
SORTS,221,recommend,203,0.0,54.19,45.81
SORTS,221,reserve,95,0.0,60.0,40.0
SORTS,221,search,152,64.47,35.53,0.0
SORTS,222,recommend,197,0.0,60.41,39.59
SORTS,222,reserve,103,0.0,57.28,42.72
SORTS,222,search,151,63.58,36.42,0.0
SORTS,223,recommend,202,0.0,60.89,39.11
SORTS,223,reserve,98,0.0,51.02,48.98
SORTS,223,search,149,64.43,35.57,0.0
SORTS,224,recommend,199,0.0,55.78,44.22
SORTS,224,reserve,102,0.0,57.84,42.16
SORTS,224,search,150,66.0,34.0,0.0
SORTS,225,recommend,203,0.0,57.64,42.36
SORTS,225,reserve,98,0.0,59.18,40.82
SORTS,225,search,148,64.86,35.14,0.0
SORTS,226,recommend,197,0.0,59.39,40.61
SORTS,226,reserve,102,0.0,54.9,45.1
SORTS,226,search,152,67.76,32.24,0.0
SORTS,227,recommend,202,0.0,58.91,41.09
SORTS,227,reserve,99,0.0,59.6,40.4
SORTS,227,search,148,64.19,35.81,0.0
SORTS,228,recommend,199,0.0,55.28,44.72
SORTS,228,reserve,99,0.0,52.53,47.47
SORTS,228,search,152,63.82,36.18,0.0
SORTS,229,recommend,199,0.0,58.29,41.71
SORTS,229,reserve,104,0.0,52.88,47.12
SORTS,229,search,148,64.19,35.81,0.0
SORTS,230,recommend,202,0.0,60.4,39.6
SORTS,230,reserve,95,0.0,51.58,48.42
SORTS,230,search,153,62.75,37.25,0.0
SORTS,231,recommend,197,0.0,61.42,38.58
SORTS,231,reserve,103,0.0,52.43,47.57
SORTS,231,search,149,66.44,33.56,0.0
SORTS,232,recommend,204,0.0,54.41,45.59
SORTS,232,reserve,98,0.0,63.27,36.73
SORTS,232,search,150,63.33,36.67,0.0
SORTS,233,recommend,197,0.0,57.87,42.13
SORTS,233,reserve,101,0.0,56.44,43.56
SORTS,233,search,150,65.33,34.67,0.0
SORTS,234,recommend,202,0.0,57.92,42.08
SORTS,234,reserve,100,0.0,56.0,44.0
SORTS,234,search,148,63.51,36.49,0.0
SORTS,235,recommend,199,0.0,58.29,41.71
SORTS,235,reserve,99,0.0,57.58,42.42
SORTS,235,search,152,60.53,39.47,0.0
SORTS,236,recommend,199,0.0,60.8,39.2
SORTS,236,reserve,104,0.0,50.96,49.04
SORTS,236,search,148,62.16,37.84,0.0
SORTS,237,recommend,201,0.0,56.72,43.28
SORTS,237,reserve,96,0.0,55.21,44.79
SORTS,237,search,153,64.05,35.95,0.0
SORTS,238,recommend,199,0.0,55.28,44.72
SORTS,238,reserve,102,0.0,55.88,44.12
SORTS,238,search,149,67.79,32.21,0.0
SORTS,239,recommend,202,0.0,63.37,36.63
SORTS,239,reserve,98,0.0,54.08,45.92
SORTS,239,search,150,66.67,33.33,0.0
SORTS,240,recommend,198,0.0,57.07,42.93
SORTS,240,reserve,102,0.0,54.9,45.1
SORTS,240,search,153,30.72,48.37,20.92
SORTS,241,recommend,203,0.0,61.58,38.42
SORTS,241,reserve,98,0.0,60.2,39.8
SORTS,241,search,148,0.0,51.35,48.65
SORTS,242,recommend,197,0.0,44.67,55.33
SORTS,242,reserve,102,0.0,60.78,39.22
SORTS,242,search,152,0.0,63.82,36.18
SORTS,243,recommend,203,0.0,58.62,41.38
SORTS,243,reserve,100,0.0,54.0,46.0
SORTS,243,search,148,0.0,54.05,45.95
SORTS,244,recommend,199,0.0,59.8,40.2
SORTS,244,reserve,98,0.0,54.08,45.92
SORTS,244,search,151,0.0,58.28,41.72
SORTS,245,recommend,198,0.0,58.59,41.41
SORTS,245,reserve,104,0.0,52.88,47.12
SORTS,245,search,149,0.0,59.73,40.27
SORTS,246,recommend,202,0.0,53.96,46.04
SORTS,246,reserve,96,0.0,65.62,34.38
SORTS,246,search,152,0.0,55.26,44.74
SORTS,247,recommend,198,0.0,53.03,46.97
SORTS,247,reserve,102,0.0,61.76,38.24
SORTS,247,search,150,0.0,58.0,42.0
SORTS,248,recommend,203,0.0,54.19,45.81
SORTS,248,reserve,98,0.0,67.35,32.65
SORTS,248,search,148,0.0,56.76,43.24
SORTS,249,recommend,198,0.0,55.56,44.44
SORTS,249,reserve,102,0.0,60.78,39.22
SORTS,249,search,150,0.0,58.0,42.0
SORTS,250,recommend,201,0.0,54.23,45.77
SORTS,250,reserve,100,0.0,60.0,40.0
SORTS,250,search,149,0.0,59.73,40.27
SORTS,251,recommend,199,0.0,54.27,45.73
SORTS,251,reserve,98,0.0,61.22,38.78
SORTS,251,search,153,0.0,57.52,42.48
SORTS,252,recommend,199,0.0,53.27,46.73
SORTS,252,reserve,104,0.0,56.73,43.27
SORTS,252,search,148,0.0,60.81,39.19
SORTS,253,recommend,202,0.0,58.91,41.09
SORTS,253,reserve,96,0.0,63.54,36.46
SORTS,253,search,151,0.0,53.64,46.36
SORTS,254,recommend,197,0.0,56.85,43.15
SORTS,254,reserve,102,0.0,55.88,44.12
SORTS,254,search,151,0.0,58.94,41.06
SORTS,255,recommend,202,0.0,55.94,44.06
SORTS,255,reserve,98,0.0,58.16,41.84
SORTS,255,search,150,0.0,56.0,44.0
SORTS,256,recommend,199,0.0,53.77,46.23
SORTS,256,reserve,102,0.0,58.82,41.18
SORTS,256,search,149,0.0,57.05,42.95
SORTS,257,recommend,203,0.0,57.14,42.86
SORTS,257,reserve,98,0.0,56.12,43.88
SORTS,257,search,149,0.0,52.35,47.65
SORTS,258,recommend,198,0.0,55.05,44.95
SORTS,258,reserve,102,0.0,57.84,42.16
SORTS,258,search,151,0.0,58.94,41.06
SORTS,259,recommend,201,0.0,57.71,42.29
SORTS,259,reserve,100,0.0,64.0,36.0
SORTS,259,search,148,0.0,54.73,45.27
SORTS,260,recommend,199,0.0,63.82,36.18
SORTS,260,reserve,98,0.0,55.1,44.9
SORTS,260,search,153,0.0,52.94,47.06
SORTS,261,recommend,200,0.0,55.0,45.0
SORTS,261,reserve,104,0.0,62.5,37.5
SORTS,261,search,146,0.0,60.27,39.73
SORTS,262,recommend,202,0.0,55.45,44.55
SORTS,262,reserve,96,0.0,60.42,39.58
SORTS,262,search,152,0.0,59.21,40.79
SORTS,263,recommend,195,0.0,58.97,41.03
SORTS,263,reserve,102,0.0,50.98,49.02
SORTS,263,search,152,0.0,58.55,41.45
SORTS,264,recommend,205,0.0,57.56,42.44
SORTS,264,reserve,98,0.0,67.35,32.65
SORTS,264,search,148,0.0,54.05,45.95
SORTS,265,recommend,198,0.0,55.56,44.44
SORTS,265,reserve,102,0.0,60.78,39.22
SORTS,265,search,151,0.0,56.29,43.71
SORTS,266,recommend,201,0.0,51.74,48.26
SORTS,266,reserve,100,0.0,64.0,36.0
SORTS,266,search,148,0.0,61.49,38.51
SORTS,267,recommend,199,0.0,55.78,44.22
SORTS,267,reserve,98,0.0,64.29,35.71
SORTS,267,search,152,0.0,53.29,46.71
SORTS,268,recommend,200,0.0,54.5,45.5
SORTS,268,reserve,104,0.0,65.38,34.62
SORTS,268,search,147,0.0,55.1,44.9
SORTS,269,recommend,201,0.0,52.74,47.26
SORTS,269,reserve,96,0.0,58.33,41.67
SORTS,269,search,153,0.0,64.05,35.95
SORTS,270,recommend,198,0.0,56.57,43.43
SORTS,270,reserve,102,0.0,47.06,52.94
SORTS,270,search,150,0.0,59.33,40.67
SORTS,271,recommend,202,0.0,57.92,42.08
SORTS,271,reserve,98,0.0,62.24,37.76
SORTS,271,search,151,0.0,56.29,43.71
SORTS,272,recommend,199,0.0,57.79,42.21
SORTS,272,reserve,102,0.0,56.86,43.14
SORTS,272,search,148,0.0,57.43,42.57
SORTS,273,recommend,202,0.0,56.93,43.07
SORTS,273,reserve,98,0.0,70.41,29.59
SORTS,273,search,149,0.0,51.68,48.32
SORTS,274,recommend,197,0.0,55.33,44.67
SORTS,274,reserve,102,0.0,57.84,42.16
SORTS,274,search,152,0.0,62.5,37.5
SORTS,275,recommend,202,0.0,57.43,42.57
SORTS,275,reserve,100,0.0,58.0,42.0
SORTS,275,search,148,0.0,54.73,45.27
SORTS,276,recommend,199,0.0,55.28,44.72
SORTS,276,reserve,98,0.0,63.27,36.73
SORTS,276,search,152,0.0,55.26,44.74
SORTS,277,recommend,200,0.0,59.5,40.5
SORTS,277,reserve,104,0.0,57.69,42.31
SORTS,277,search,148,0.0,51.35,48.65
SORTS,278,recommend,200,0.0,55.0,45.0
SORTS,278,reserve,96,0.0,61.46,38.54
SORTS,278,search,153,0.0,58.82,41.18
SORTS,279,recommend,198,0.0,56.06,43.94
SORTS,279,reserve,102,0.0,56.86,43.14
SORTS,279,search,150,0.0,58.67,41.33
SORTS,280,recommend,204,0.0,54.9,45.1
SORTS,280,reserve,98,0.0,56.12,43.88
SORTS,280,search,148,0.0,62.84,37.16
SORTS,281,recommend,197,0.0,52.79,47.21
SORTS,281,reserve,102,0.0,60.78,39.22
SORTS,281,search,151,0.0,61.59,38.41
SORTS,282,recommend,202,0.0,52.48,47.52
SORTS,282,reserve,100,0.0,56.0,44.0
SORTS,282,search,148,0.0,64.86,35.14
SORTS,283,recommend,199,0.0,54.77,45.23
SORTS,283,reserve,98,0.0,57.14,42.86
SORTS,283,search,153,0.0,56.86,43.14
SORTS,284,recommend,200,0.0,55.0,45.0
SORTS,284,reserve,104,0.0,61.54,38.46
SORTS,284,search,148,0.0,60.14,39.86
SORTS,285,recommend,201,0.0,56.22,43.78
SORTS,285,reserve,96,0.0,56.25,43.75
SORTS,285,search,151,0.0,62.25,37.75
SORTS,286,recommend,196,0.0,55.61,44.39
SORTS,286,reserve,102,0.0,62.75,37.25
SORTS,286,search,151,0.0,57.62,42.38
SORTS,287,recommend,204,0.0,54.41,45.59
SORTS,287,reserve,98,0.0,60.2,39.8
SORTS,287,search,149,0.0,59.73,40.27
SORTS,288,recommend,199,0.0,58.79,41.21
SORTS,288,reserve,102,0.0,55.88,44.12
SORTS,288,search,149,0.0,57.72,42.28
SORTS,289,recommend,203,0.0,59.11,40.89
SORTS,289,reserve,98,0.0,58.16,41.84
SORTS,289,search,149,0.0,54.36,45.64
SORTS,290,recommend,196,0.0,54.59,45.41
SORTS,290,reserve,102,0.0,65.69,34.31
SORTS,290,search,151,0.0,54.97,45.03
SORTS,291,recommend,202,0.0,54.46,45.54
SORTS,291,reserve,100,0.0,64.0,36.0
SORTS,291,search,149,0.0,59.73,40.27
SORTS,292,recommend,199,0.0,50.25,49.75
SORTS,292,reserve,98,0.0,69.39,30.61
SORTS,292,search,153,0.0,62.75,37.25
SORTS,293,recommend,198,0.0,55.56,44.44
SORTS,293,reserve,104,0.0,54.81,45.19
SORTS,293,search,148,0.0,60.81,39.19
SORTS,294,recommend,203,0.0,52.22,47.78
SORTS,294,reserve,96,0.0,52.08,47.92
SORTS,294,search,152,0.0,64.47,35.53
SORTS,295,recommend,197,0.0,56.85,43.15
SORTS,295,reserve,102,0.0,55.88,44.12
SORTS,295,search,149,0.0,57.72,42.28
SORTS,296,recommend,203,0.0,51.72,48.28
SORTS,296,reserve,98,0.0,71.43,28.57
SORTS,296,search,149,0.0,53.02,46.98
SORTS,297,recommend,198,0.0,48.99,51.01
SORTS,297,reserve,102,0.0,69.61,30.39
SORTS,297,search,151,0.0,59.6,40.4
SORTS,298,recommend,202,0.0,55.94,44.06
SORTS,298,reserve,100,0.0,51.0,49.0
SORTS,298,search,148,0.0,63.51,36.49
SORTS,299,recommend,199,0.0,57.79,42.21
SORTS,299,reserve,98,0.0,65.31,34.69
SORTS,299,search,153,0.0,58.17,41.83
SORTS,300,recommend,4,0.0,50.0,50.0
SORTS,300,reserve,2,0.0,0.0,100.0
SORTS,300,search,2,0.0,50.0,50.0
bl_lr,0,recommend,197,48.22,24.87,26.9
bl_lr,0,reserve,104,43.27,39.42,17.31
bl_lr,0,search,150,46.0,28.67,25.33
bl_lr,1,recommend,206,48.06,30.58,21.36
bl_lr,1,reserve,96,45.83,32.29,21.88
bl_lr,1,search,149,57.05,20.13,22.82
bl_lr,2,recommend,196,53.06,27.55,19.39
bl_lr,2,reserve,103,50.49,24.27,25.24
bl_lr,2,search,151,43.71,31.79,24.5
bl_lr,3,recommend,199,47.24,32.66,20.1
bl_lr,3,reserve,101,51.49,26.73,21.78
bl_lr,3,search,148,53.38,25.68,20.95
bl_lr,4,recommend,203,49.26,27.09,23.65
bl_lr,4,reserve,97,61.86,22.68,15.46
bl_lr,4,search,152,44.08,30.92,25.0
bl_lr,5,recommend,198,47.47,27.27,25.25
bl_lr,5,reserve,104,52.88,31.73,15.38
bl_lr,5,search,147,51.7,29.25,19.05
bl_lr,6,recommend,203,50.25,29.56,20.2
bl_lr,6,reserve,96,52.08,28.12,19.79
bl_lr,6,search,153,46.41,30.07,23.53
bl_lr,7,recommend,195,52.82,27.69,19.49
bl_lr,7,reserve,103,50.49,26.21,23.3
bl_lr,7,search,151,50.33,28.48,21.19
bl_lr,8,recommend,204,51.47,26.96,21.57
bl_lr,8,reserve,98,56.12,27.55,16.33
bl_lr,8,search,147,52.38,29.93,17.69
bl_lr,9,recommend,197,49.24,27.92,22.84
bl_lr,9,reserve,100,49.0,34.0,17.0
bl_lr,9,search,152,50.0,28.29,21.71
bl_lr,10,recommend,201,51.24,24.88,23.88
bl_lr,10,reserve,102,54.9,32.35,12.75
bl_lr,10,search,149,44.97,31.54,23.49
bl_lr,11,recommend,200,53.0,25.0,22.0
bl_lr,11,reserve,98,53.06,29.59,17.35
bl_lr,11,search,152,48.68,28.29,23.03
bl_lr,12,recommend,199,45.73,29.15,25.13
bl_lr,12,reserve,102,46.08,35.29,18.63
bl_lr,12,search,147,48.98,30.61,20.41
bl_lr,13,recommend,202,52.97,27.23,19.8
bl_lr,13,reserve,97,55.67,23.71,20.62
bl_lr,13,search,152,50.0,29.61,20.39
bl_lr,14,recommend,199,50.75,31.66,17.59
bl_lr,14,reserve,103,53.4,29.13,17.48
bl_lr,14,search,150,54.67,20.67,24.67
bl_lr,15,recommend,201,50.25,27.36,22.39
bl_lr,15,reserve,97,50.52,30.93,18.56
bl_lr,15,search,150,52.0,26.0,22.0
bl_lr,16,recommend,196,46.94,30.1,22.96
bl_lr,16,reserve,103,53.4,25.24,21.36
bl_lr,16,search,150,56.0,26.0,18.0
bl_lr,17,recommend,205,48.29,29.76,21.95
bl_lr,17,reserve,97,51.55,28.87,19.59
bl_lr,17,search,147,48.3,30.61,21.09
bl_lr,18,recommend,197,50.76,32.99,16.24
bl_lr,18,reserve,101,54.46,22.77,22.77
bl_lr,18,search,152,50.0,23.03,26.97
bl_lr,19,recommend,200,47.5,30.5,22.0
bl_lr,19,reserve,103,47.57,32.04,20.39
bl_lr,19,search,148,51.35,30.41,18.24
bl_lr,20,recommend,201,53.23,25.37,21.39
bl_lr,20,reserve,97,56.7,27.84,15.46
bl_lr,20,search,154,50.0,26.62,23.38
bl_lr,21,recommend,199,50.25,26.63,23.12
bl_lr,21,reserve,103,50.49,26.21,23.3
bl_lr,21,search,147,54.42,29.25,16.33
bl_lr,22,recommend,204,51.47,33.33,15.2
bl_lr,22,reserve,95,56.84,25.26,17.89
bl_lr,22,search,152,51.32,21.71,26.97
bl_lr,23,recommend,195,49.74,27.18,23.08
bl_lr,23,reserve,104,51.92,31.73,16.35
bl_lr,23,search,151,52.98,27.81,19.21
bl_lr,24,recommend,202,46.04,31.68,22.28
bl_lr,24,reserve,97,53.61,25.77,20.62
bl_lr,24,search,147,55.1,29.25,15.65
bl_lr,25,recommend,200,51.5,26.0,22.5
bl_lr,25,reserve,102,49.02,27.45,23.53
bl_lr,25,search,152,50.0,28.29,21.71
bl_lr,26,recommend,198,47.47,29.29,23.23
bl_lr,26,reserve,100,46.0,39.0,15.0
bl_lr,26,search,147,51.7,25.85,22.45
bl_lr,27,recommend,202,48.02,28.22,23.76
bl_lr,27,reserve,99,52.53,30.3,17.17
bl_lr,27,search,152,48.03,32.89,19.08
bl_lr,28,recommend,200,49.5,29.5,21.0
bl_lr,28,reserve,103,48.54,30.1,21.36
bl_lr,28,search,149,45.64,29.53,24.83
bl_lr,29,recommend,200,46.5,30.0,23.5
bl_lr,29,reserve,96,52.08,28.12,19.79
bl_lr,29,search,151,50.33,27.81,21.85
bl_lr,30,recommend,197,49.75,29.95,20.3
bl_lr,30,reserve,101,49.5,32.67,17.82
bl_lr,30,search,152,51.32,26.97,21.71
bl_lr,31,recommend,204,53.43,21.08,25.49
bl_lr,31,reserve,99,59.6,27.27,13.13
bl_lr,31,search,148,51.35,31.08,17.57
bl_lr,32,recommend,199,42.71,34.17,23.12
bl_lr,32,reserve,103,53.4,23.3,23.3
bl_lr,32,search,150,50.0,28.67,21.33
bl_lr,33,recommend,204,51.96,28.43,19.61
bl_lr,33,reserve,97,51.55,25.77,22.68
bl_lr,33,search,147,48.3,31.29,20.41
bl_lr,34,recommend,197,53.81,27.92,18.27
bl_lr,34,reserve,101,50.5,26.73,22.77
bl_lr,34,search,154,51.95,26.62,21.43
bl_lr,35,recommend,201,43.78,30.35,25.87
bl_lr,35,reserve,102,60.78,19.61,19.61
bl_lr,35,search,147,53.06,30.61,16.33
bl_lr,36,recommend,198,50.51,29.8,19.7
bl_lr,36,reserve,98,51.02,27.55,21.43
bl_lr,36,search,153,49.02,29.41,21.57
bl_lr,37,recommend,197,51.78,23.35,24.87
bl_lr,37,reserve,103,58.25,25.24,16.5
bl_lr,37,search,149,46.98,33.56,19.46
bl_lr,38,recommend,204,47.55,25.0,27.45
bl_lr,38,reserve,96,52.08,34.38,13.54
bl_lr,38,search,151,50.99,29.14,19.87
bl_lr,39,recommend,195,42.56,29.74,27.69
bl_lr,39,reserve,103,57.28,27.18,15.53
bl_lr,39,search,151,52.32,28.48,19.21
bl_lr,40,recommend,207,43.96,33.33,22.71
bl_lr,40,reserve,98,52.04,24.49,23.47
bl_lr,40,search,146,50.0,26.03,23.97
bl_lr,41,recommend,195,45.64,27.18,27.18
bl_lr,41,reserve,101,59.41,25.74,14.85
bl_lr,41,search,153,46.41,29.41,24.18
bl_lr,42,recommend,203,42.86,32.51,24.63
bl_lr,42,reserve,100,53.0,23.0,24.0
bl_lr,42,search,147,47.62,31.29,21.09
bl_lr,43,recommend,200,50.0,33.0,17.0
bl_lr,43,reserve,99,48.48,31.31,20.2
bl_lr,43,search,153,43.79,28.76,27.45
bl_lr,44,recommend,199,53.77,25.63,20.6
bl_lr,44,reserve,103,56.31,25.24,18.45
bl_lr,44,search,149,45.64,30.2,24.16
bl_lr,45,recommend,201,50.75,31.34,17.91
bl_lr,45,reserve,96,51.04,26.04,22.92
bl_lr,45,search,151,52.32,26.49,21.19
bl_lr,46,recommend,197,50.25,26.9,22.84
bl_lr,46,reserve,102,50.98,29.41,19.61
bl_lr,46,search,150,48.67,31.33,20.0
bl_lr,47,recommend,203,51.23,31.53,17.24
bl_lr,47,reserve,98,46.94,30.61,22.45
bl_lr,47,search,150,50.0,27.33,22.67
bl_lr,48,recommend,197,44.16,31.47,24.37
bl_lr,48,reserve,102,54.9,26.47,18.63
bl_lr,48,search,149,53.69,25.5,20.81
bl_lr,49,recommend,205,45.85,27.32,26.83
bl_lr,49,reserve,98,53.06,26.53,20.41
bl_lr,49,search,149,54.36,30.2,15.44
bl_lr,50,recommend,196,48.47,29.59,21.94
bl_lr,50,reserve,101,47.52,33.66,18.81
bl_lr,50,search,151,49.01,29.14,21.85
bl_lr,51,recommend,202,49.5,29.21,21.29
bl_lr,51,reserve,101,56.44,17.82,25.74
bl_lr,51,search,149,51.68,32.21,16.11
bl_lr,52,recommend,199,44.72,32.66,22.61
bl_lr,52,reserve,99,51.52,29.29,19.19
bl_lr,52,search,152,48.03,30.92,21.05
bl_lr,53,recommend,199,53.27,24.62,22.11
bl_lr,53,reserve,102,57.84,24.51,17.65
bl_lr,53,search,148,50.0,31.08,18.92
bl_lr,54,recommend,203,46.8,23.65,29.56
bl_lr,54,reserve,96,62.5,25.0,12.5
bl_lr,54,search,152,52.63,30.92,16.45
bl_lr,55,recommend,196,52.04,23.98,23.98
bl_lr,55,reserve,103,57.28,27.18,15.53
bl_lr,55,search,150,52.67,29.33,18.0
bl_lr,56,recommend,205,52.68,25.37,21.95
bl_lr,56,reserve,98,47.96,28.57,23.47
bl_lr,56,search,148,49.32,28.38,22.3
bl_lr,57,recommend,196,51.02,26.02,22.96
bl_lr,57,reserve,101,58.42,24.75,16.83
bl_lr,57,search,153,49.02,33.33,17.65
bl_lr,58,recommend,202,44.55,34.16,21.29
bl_lr,58,reserve,101,62.38,18.81,18.81
bl_lr,58,search,146,50.0,26.71,23.29
bl_lr,59,recommend,199,49.75,24.12,26.13
bl_lr,59,reserve,100,48.0,33.0,19.0
bl_lr,59,search,151,50.99,27.81,21.19
bl_lr,60,recommend,201,53.23,26.87,19.9
bl_lr,60,reserve,102,57.84,19.61,22.55
bl_lr,60,search,150,48.0,33.33,18.67
bl_lr,61,recommend,198,50.51,27.27,22.22
bl_lr,61,reserve,96,46.88,28.12,25.0
bl_lr,61,search,152,50.0,26.32,23.68
bl_lr,62,recommend,198,49.49,27.78,22.73
bl_lr,62,reserve,103,52.43,27.18,20.39
bl_lr,62,search,151,50.99,26.49,22.52
bl_lr,63,recommend,205,51.71,23.9,24.39
bl_lr,63,reserve,96,43.75,38.54,17.71
bl_lr,63,search,148,52.7,26.35,20.95
bl_lr,64,recommend,196,48.98,28.06,22.96
bl_lr,64,reserve,103,53.4,24.27,22.33
bl_lr,64,search,150,50.0,29.33,20.67
bl_lr,65,recommend,203,48.77,30.05,21.18
bl_lr,65,reserve,98,55.1,23.47,21.43
bl_lr,65,search,148,54.05,25.0,20.95
bl_lr,66,recommend,197,50.76,26.9,22.34
bl_lr,66,reserve,101,60.4,26.73,12.87
bl_lr,66,search,152,51.32,25.0,23.68
bl_lr,67,recommend,202,43.56,33.17,23.27
bl_lr,67,reserve,103,54.37,28.16,17.48
bl_lr,67,search,149,61.07,18.79,20.13
bl_lr,68,recommend,200,55.5,23.5,21.0
bl_lr,68,reserve,97,57.73,21.65,20.62
bl_lr,68,search,153,47.71,35.95,16.34
bl_lr,69,recommend,198,47.98,29.8,22.22
bl_lr,69,reserve,102,45.1,33.33,21.57
bl_lr,69,search,148,50.68,28.38,20.95
bl_lr,70,recommend,204,49.51,28.92,21.57
bl_lr,70,reserve,97,58.76,27.84,13.4
bl_lr,70,search,150,48.0,26.67,25.33
bl_lr,71,recommend,196,53.06,27.04,19.9
bl_lr,71,reserve,103,51.46,25.24,23.3
bl_lr,71,search,150,46.67,30.0,23.33
bl_lr,72,recommend,204,46.08,30.88,23.04
bl_lr,72,reserve,97,55.67,27.84,16.49
bl_lr,72,search,149,47.65,29.53,22.82
bl_lr,73,recommend,197,49.75,28.93,21.32
bl_lr,73,reserve,102,50.98,27.45,21.57
bl_lr,73,search,153,47.71,29.41,22.88
bl_lr,74,recommend,201,49.25,25.87,24.88
bl_lr,74,reserve,100,61.0,26.0,13.0
bl_lr,74,search,146,52.74,25.34,21.92
bl_lr,75,recommend,200,47.0,26.5,26.5
bl_lr,75,reserve,97,54.64,27.84,17.53
bl_lr,75,search,152,45.39,36.84,17.76
bl_lr,76,recommend,199,50.25,27.64,22.11
