policy,t_rel_s,class,n,S1_pct,S2_pct,S3_pct
SORTS,190,search,265,39.25,60.75,0.0
SORTS,191,recommend,358,0.0,58.66,41.34
SORTS,191,reserve,178,0.0,59.55,40.45
SORTS,191,search,265,34.34,65.66,0.0
SORTS,192,recommend,357,0.0,56.86,43.14
SORTS,192,reserve,175,0.0,55.43,44.57
SORTS,192,search,268,32.09,67.91,0.0
SORTS,193,recommend,353,0.0,57.51,42.49
SORTS,193,reserve,179,0.0,57.54,42.46
SORTS,193,search,267,35.21,64.79,0.0
SORTS,194,recommend,354,0.0,58.47,41.53
SORTS,194,reserve,180,0.0,57.78,42.22
SORTS,194,search,267,36.7,63.3,0.0
SORTS,195,recommend,356,0.0,58.71,41.29
SORTS,195,reserve,178,0.0,58.43,41.57
SORTS,195,search,264,35.61,64.39,0.0
SORTS,196,recommend,360,0.0,55.56,44.44
SORTS,196,reserve,176,0.0,59.66,40.34
SORTS,196,search,268,33.21,66.79,0.0
SORTS,197,recommend,353,0.0,56.09,43.91
SORTS,197,reserve,177,0.0,60.45,39.55
SORTS,197,search,268,39.93,60.07,0.0
SORTS,198,recommend,356,0.0,59.83,40.17
SORTS,198,reserve,178,0.0,56.18,43.82
SORTS,198,search,267,33.71,66.29,0.0
SORTS,199,recommend,353,0.0,61.47,38.53
SORTS,199,reserve,179,0.0,54.19,45.81
SORTS,199,search,264,33.71,66.29,0.0
SORTS,200,recommend,358,0.0,56.98,43.02
SORTS,200,reserve,178,0.0,58.99,41.01
SORTS,200,search,267,34.83,65.17,0.0
SORTS,201,recommend,356,0.0,58.71,41.29
SORTS,201,reserve,176,0.0,57.95,42.05
SORTS,201,search,268,38.06,61.94,0.0
SORTS,202,recommend,354,0.0,55.93,44.07
SORTS,202,reserve,179,0.0,60.34,39.66
SORTS,202,search,268,34.7,65.3,0.0
SORTS,203,recommend,352,0.0,58.24,41.76
SORTS,203,reserve,179,0.0,59.22,40.78
SORTS,203,search,266,36.47,63.53,0.0
SORTS,204,recommend,360,0.0,59.72,40.28
SORTS,204,reserve,178,0.0,55.06,44.94
SORTS,204,search,264,40.15,59.85,0.0
SORTS,205,recommend,357,0.0,58.82,41.18
SORTS,205,reserve,175,0.0,57.71,42.29
SORTS,205,search,269,33.46,66.54,0.0
SORTS,206,recommend,356,0.0,56.18,43.82
SORTS,206,reserve,178,0.0,62.92,37.08
SORTS,206,search,266,35.71,64.29,0.0
SORTS,207,recommend,352,0.0,59.09,40.91
SORTS,207,reserve,178,0.0,57.3,42.7
SORTS,207,search,269,34.57,65.43,0.0
SORTS,208,recommend,354,0.0,53.39,46.61
SORTS,208,reserve,180,0.0,67.22,32.78
SORTS,208,search,265,36.23,63.77,0.0
SORTS,209,recommend,358,0.0,57.82,42.18
SORTS,209,reserve,176,0.0,57.95,42.05
SORTS,209,search,264,33.71,66.29,0.0
SORTS,210,recommend,356,0.0,57.58,42.42
SORTS,210,reserve,176,0.0,55.11,44.89
SORTS,210,search,268,35.07,64.93,0.0
SORTS,211,recommend,354,0.0,57.91,42.09
SORTS,211,reserve,180,0.0,57.78,42.22
SORTS,211,search,269,36.8,63.2,0.0
SORTS,212,recommend,355,0.0,57.75,42.25
SORTS,212,reserve,179,0.0,60.34,39.66
SORTS,212,search,266,36.47,63.53,0.0
SORTS,213,recommend,358,0.0,55.87,44.13
SORTS,213,reserve,178,0.0,61.24,38.76
SORTS,213,search,262,37.79,62.21,0.0
SORTS,214,recommend,356,0.0,56.46,43.54
SORTS,214,reserve,176,0.0,60.23,39.77
SORTS,214,search,271,33.95,66.05,0.0
SORTS,215,recommend,356,0.0,55.06,44.94
SORTS,215,reserve,177,0.0,58.76,41.24
SORTS,215,search,267,35.21,64.79,0.0
SORTS,216,recommend,354,0.0,57.63,42.37
SORTS,216,reserve,178,0.0,57.87,42.13
SORTS,216,search,267,35.58,64.42,0.0
SORTS,217,recommend,351,0.0,58.97,41.03
SORTS,217,reserve,179,0.0,55.31,44.69
SORTS,217,search,263,36.5,63.5,0.0
SORTS,218,recommend,360,0.0,56.67,43.33
SORTS,218,reserve,178,0.0,61.8,38.2
SORTS,218,search,267,32.96,67.04,0.0
SORTS,219,recommend,356,0.0,58.43,41.57
SORTS,219,reserve,176,0.0,57.95,42.05
SORTS,219,search,269,39.41,60.59,0.0
SORTS,220,recommend,356,0.0,56.46,43.54
SORTS,220,reserve,178,0.0,58.99,41.01
SORTS,220,search,267,34.83,65.17,0.0
SORTS,221,recommend,356,0.0,58.43,41.57
SORTS,221,reserve,178,0.0,56.18,43.82
SORTS,221,search,267,35.58,64.42,0.0
SORTS,222,recommend,355,0.0,56.06,43.94
SORTS,222,reserve,180,0.0,58.33,41.67
SORTS,222,search,264,38.26,61.74,0.0
SORTS,223,recommend,357,0.0,57.14,42.86
SORTS,223,reserve,175,0.0,58.29,41.71
SORTS,223,search,269,33.46,66.54,0.0
SORTS,224,recommend,355,0.0,54.65,45.35
SORTS,224,reserve,178,0.0,61.24,38.76
SORTS,224,search,267,37.83,62.17,0.0
SORTS,225,recommend,355,0.0,54.65,45.35
SORTS,225,reserve,178,0.0,65.17,34.83
SORTS,225,search,267,37.45,62.55,0.0
SORTS,226,recommend,352,0.0,59.66,40.34
SORTS,226,reserve,180,0.0,58.33,41.67
SORTS,226,search,263,39.92,60.08,0.0
SORTS,227,recommend,359,0.0,55.15,44.85
SORTS,227,reserve,177,0.0,59.32,40.68
SORTS,227,search,268,37.31,62.69,0.0
SORTS,228,recommend,356,0.0,55.62,44.38
SORTS,228,reserve,176,0.0,61.93,38.07
SORTS,228,search,268,36.94,63.06,0.0
SORTS,229,recommend,355,0.0,60.0,40.0
SORTS,229,reserve,178,0.0,56.74,43.26
SORTS,229,search,268,35.07,64.93,0.0
SORTS,230,recommend,352,0.0,54.26,45.74
SORTS,230,reserve,179,0.0,65.36,34.64
SORTS,230,search,266,36.84,63.16,0.0
SORTS,231,recommend,356,0.0,60.11,39.89
SORTS,231,reserve,179,0.0,55.31,44.69
SORTS,231,search,264,35.23,64.77,0.0
SORTS,232,recommend,359,0.0,55.99,44.01
SORTS,232,reserve,176,0.0,59.09,40.91
SORTS,232,search,268,35.45,64.55,0.0
SORTS,233,recommend,355,0.0,59.44,40.56
SORTS,233,reserve,178,0.0,56.18,43.82
SORTS,233,search,267,37.83,62.17,0.0
SORTS,234,recommend,354,0.0,59.6,40.4
SORTS,234,reserve,178,0.0,53.93,46.07
SORTS,234,search,268,39.93,60.07,0.0
SORTS,235,recommend,357,0.0,58.54,41.46
SORTS,235,reserve,178,0.0,59.55,40.45
SORTS,235,search,265,37.36,62.64,0.0
SORTS,236,recommend,355,0.0,57.75,42.25
SORTS,236,reserve,177,0.0,61.58,38.42
SORTS,236,search,266,36.84,63.16,0.0
SORTS,237,recommend,357,0.0,59.94,40.06
SORTS,237,reserve,176,0.0,52.84,47.16
SORTS,237,search,267,37.08,62.92,0.0
SORTS,238,recommend,355,0.0,58.31,41.69
SORTS,238,reserve,179,0.0,60.89,39.11
SORTS,238,search,268,37.31,62.69,0.0
SORTS,239,recommend,354,0.0,61.02,38.98
SORTS,239,reserve,179,0.0,53.63,46.37
SORTS,239,search,267,39.33,60.67,0.0
SORTS,240,recommend,359,0.0,57.94,42.06
SORTS,240,reserve,180,0.0,54.44,45.56
SORTS,240,search,272,36.76,63.24,0.0
SORTS,241,recommend,356,0.0,56.18,43.82
SORTS,241,reserve,174,0.0,60.34,39.66
SORTS,241,search,264,20.08,61.74,18.18
SORTS,242,recommend,354,0.0,56.21,43.79
SORTS,242,reserve,178,0.0,59.55,40.45
SORTS,242,search,268,0.0,60.07,39.93
SORTS,243,recommend,356,0.0,56.18,43.82
SORTS,243,reserve,178,0.0,61.8,38.2
SORTS,243,search,267,0.0,58.8,41.2
SORTS,244,recommend,352,0.0,56.82,43.18
SORTS,244,reserve,180,0.0,59.44,40.56
SORTS,244,search,265,0.0,60.75,39.25
SORTS,245,recommend,360,0.0,56.67,43.33
SORTS,245,reserve,177,0.0,56.5,43.5
SORTS,245,search,266,0.0,60.9,39.1
SORTS,246,recommend,357,0.0,59.1,40.9
SORTS,246,reserve,175,0.0,56.57,43.43
SORTS,246,search,269,0.0,58.36,41.64
SORTS,247,recommend,353,0.0,59.21,40.79
SORTS,247,reserve,178,0.0,56.18,43.82
SORTS,247,search,267,0.0,58.05,41.95
SORTS,248,recommend,355,0.0,60.56,39.44
SORTS,248,reserve,179,0.0,52.51,47.49
SORTS,248,search,265,0.0,56.23,43.77
SORTS,249,recommend,356,0.0,57.3,42.7
SORTS,249,reserve,181,0.0,65.19,34.81
SORTS,249,search,267,0.0,56.93,43.07
SORTS,250,recommend,357,0.0,55.18,44.82
SORTS,250,reserve,174,0.0,60.34,39.66
SORTS,250,search,267,0.0,57.68,42.32
SORTS,251,recommend,354,0.0,60.73,39.27
SORTS,251,reserve,179,0.0,58.1,41.9
SORTS,251,search,266,0.0,56.77,43.23
SORTS,252,recommend,357,0.0,54.34,45.66
SORTS,252,reserve,177,0.0,61.02,38.98
SORTS,252,search,267,0.0,60.67,39.33
SORTS,253,recommend,353,0.0,60.91,39.09
SORTS,253,reserve,179,0.0,53.07,46.93
SORTS,253,search,266,0.0,58.27,41.73
SORTS,254,recommend,358,0.0,57.54,42.46
SORTS,254,reserve,178,0.0,59.55,40.45
SORTS,254,search,267,0.0,59.93,40.07
SORTS,255,recommend,355,0.0,58.31,41.69
SORTS,255,reserve,176,0.0,59.66,40.34
SORTS,255,search,266,0.0,58.65,41.35
SORTS,256,recommend,356,0.0,58.99,41.01
SORTS,256,reserve,179,0.0,57.54,42.46
SORTS,256,search,268,0.0,59.7,40.3
SORTS,257,recommend,353,0.0,60.91,39.09
SORTS,257,reserve,177,0.0,57.63,42.37
SORTS,257,search,267,0.0,56.55,43.45
SORTS,258,recommend,357,0.0,55.18,44.82
SORTS,258,reserve,181,0.0,69.06,30.94
SORTS,258,search,264,0.0,58.71,41.29
SORTS,259,recommend,358,0.0,58.66,41.34
SORTS,259,reserve,174,0.0,59.2,40.8
SORTS,259,search,267,0.0,59.55,40.45
SORTS,260,recommend,355,0.0,60.28,39.72
SORTS,260,reserve,177,0.0,59.32,40.68
SORTS,260,search,269,0.0,53.9,46.1
SORTS,261,recommend,352,0.0,57.67,42.33
SORTS,261,reserve,180,0.0,59.44,40.56
SORTS,261,search,267,0.0,59.18,40.82
SORTS,262,recommend,355,0.0,58.03,41.97
SORTS,262,reserve,179,0.0,62.01,37.99
SORTS,262,search,266,0.0,58.65,41.35
SORTS,263,recommend,357,0.0,54.34,45.66
SORTS,263,reserve,177,0.0,61.02,38.98
SORTS,263,search,265,0.0,61.13,38.87
SORTS,264,recommend,359,0.0,56.55,43.45
SORTS,264,reserve,175,0.0,62.29,37.71
SORTS,264,search,269,0.0,60.97,39.03
SORTS,265,recommend,353,0.0,61.76,38.24
SORTS,265,reserve,180,0.0,59.44,40.56
SORTS,265,search,266,0.0,53.76,46.24
SORTS,266,recommend,354,0.0,58.76,41.24
SORTS,266,reserve,178,0.0,62.36,37.64
SORTS,266,search,268,0.0,56.72,43.28
SORTS,267,recommend,358,0.0,62.01,37.99
SORTS,267,reserve,179,0.0,55.87,44.13
SORTS,267,search,265,0.0,55.85,44.15
SORTS,268,recommend,357,0.0,56.02,43.98
SORTS,268,reserve,176,0.0,63.64,36.36
SORTS,268,search,265,0.0,58.87,41.13
SORTS,269,recommend,354,0.0,56.78,43.22
SORTS,269,reserve,176,0.0,54.55,45.45
SORTS,269,search,269,0.0,62.83,37.17
SORTS,270,recommend,356,0.0,55.06,44.94
SORTS,270,reserve,181,0.0,60.22,39.78
SORTS,270,search,267,0.0,58.8,41.2
SORTS,271,recommend,352,0.0,60.51,39.49
SORTS,271,reserve,177,0.0,62.15,37.85
SORTS,271,search,266,0.0,54.89,45.11
SORTS,272,recommend,358,0.0,55.59,44.41
SORTS,272,reserve,178,0.0,56.74,43.26
SORTS,272,search,266,0.0,62.78,37.22
SORTS,273,recommend,357,0.0,56.58,43.42
SORTS,273,reserve,176,0.0,63.07,36.93
SORTS,273,search,267,0.0,56.55,43.45
SORTS,274,recommend,354,0.0,59.04,40.96
SORTS,274,reserve,177,0.0,55.37,44.63
SORTS,274,search,267,0.0,59.18,40.82
SORTS,275,recommend,353,0.0,53.54,46.46
SORTS,275,reserve,180,0.0,60.56,39.44
SORTS,275,search,268,0.0,63.06,36.94
SORTS,276,recommend,358,0.0,56.42,43.58
SORTS,276,reserve,179,0.0,62.57,37.43
SORTS,276,search,265,0.0,58.49,41.51
SORTS,277,recommend,357,0.0,56.02,43.98
SORTS,277,reserve,176,0.0,58.52,41.48
SORTS,277,search,265,0.0,62.26,37.74
SORTS,278,recommend,354,0.0,59.6,40.4
SORTS,278,reserve,177,0.0,60.45,39.55
SORTS,278,search,269,0.0,56.13,43.87
SORTS,279,recommend,356,0.0,55.34,44.66
SORTS,279,reserve,179,0.0,59.22,40.78
SORTS,279,search,267,0.0,61.42,38.58
SORTS,280,recommend,353,0.0,58.64,41.36
SORTS,280,reserve,178,0.0,55.62,44.38
SORTS,280,search,266,0.0,60.15,39.85
SORTS,281,recommend,359,0.0,58.77,41.23
SORTS,281,reserve,178,0.0,60.11,39.89
SORTS,281,search,265,0.0,57.74,42.26
SORTS,282,recommend,357,0.0,56.86,43.14
SORTS,282,reserve,175,0.0,61.14,38.86
SORTS,282,search,269,0.0,59.11,40.89
SORTS,283,recommend,353,0.0,57.22,42.78
SORTS,283,reserve,180,0.0,58.33,41.67
SORTS,283,search,266,0.0,60.9,39.1
SORTS,284,recommend,354,0.0,57.06,42.94
SORTS,284,reserve,178,0.0,57.87,42.13
SORTS,284,search,267,0.0,61.8,38.2
SORTS,285,recommend,356,0.0,57.87,42.13
SORTS,285,reserve,179,0.0,55.31,44.69
SORTS,285,search,265,0.0,61.51,38.49
SORTS,286,recommend,358,0.0,56.7,43.3
SORTS,286,reserve,176,0.0,60.8,39.2
SORTS,286,search,267,0.0,60.67,39.33
SORTS,287,recommend,354,0.0,58.19,41.81
SORTS,287,reserve,177,0.0,58.76,41.24
SORTS,287,search,267,0.0,57.68,42.32
SORTS,288,recommend,356,0.0,56.74,43.26
SORTS,288,reserve,179,0.0,54.75,45.25
SORTS,288,search,268,0.0,61.19,38.81
SORTS,289,recommend,352,0.0,61.08,38.92
SORTS,289,reserve,179,0.0,58.1,41.9
SORTS,289,search,267,0.0,53.93,46.07
SORTS,290,recommend,360,0.0,61.94,38.06
SORTS,290,reserve,177,0.0,59.32,40.68
SORTS,290,search,265,0.0,54.34,45.66
SORTS,291,recommend,355,0.0,56.06,43.94
SORTS,291,reserve,176,0.0,57.95,42.05
SORTS,291,search,268,0.0,61.57,38.43
SORTS,292,recommend,355,0.0,61.13,38.87
SORTS,292,reserve,179,0.0,55.31,44.69
SORTS,292,search,265,0.0,57.36,42.64
SORTS,293,recommend,354,0.0,59.32,40.68
SORTS,293,reserve,178,0.0,53.93,46.07
SORTS,293,search,269,0.0,57.99,42.01
SORTS,294,recommend,358,0.0,58.38,41.62
SORTS,294,reserve,180,0.0,62.78,37.22
SORTS,294,search,263,0.0,57.79,42.21
SORTS,295,recommend,357,0.0,56.58,43.42
SORTS,295,reserve,174,0.0,57.47,42.53
SORTS,295,search,268,0.0,60.82,39.18
SORTS,296,recommend,353,0.0,58.07,41.93
SORTS,296,reserve,178,0.0,60.67,39.33
SORTS,296,search,268,0.0,57.46,42.54
SORTS,297,recommend,356,0.0,59.55,40.45
SORTS,297,reserve,179,0.0,57.54,42.46
SORTS,297,search,267,0.0,57.68,42.32
SORTS,298,recommend,352,0.0,56.82,43.18
SORTS,298,reserve,179,0.0,62.01,37.99
SORTS,298,search,266,0.0,59.77,40.23
SORTS,299,recommend,358,0.0,60.61,39.39
SORTS,299,reserve,177,0.0,54.24,45.76
SORTS,299,search,263,0.0,58.56,41.44
SORTS,300,recommend,9,0.0,44.44,55.56
SORTS,300,reserve,4,0.0,75.0,25.0
SORTS,300,search,8,0.0,50.0,50.0
bl_lr,0,recommend,353,47.31,29.75,22.95
bl_lr,0,reserve,182,48.35,33.52,18.13
bl_lr,0,search,266,48.12,30.83,21.05
bl_lr,1,recommend,353,46.74,31.73,21.53
bl_lr,1,reserve,175,57.14,26.86,16.0
bl_lr,1,search,266,51.5,25.56,22.93
bl_lr,2,recommend,360,50.0,28.33,21.67
bl_lr,2,reserve,179,48.6,31.84,19.55
bl_lr,2,search,264,52.27,26.14,21.59
bl_lr,3,recommend,358,47.77,27.93,24.3
bl_lr,3,reserve,175,49.14,30.86,20.0
bl_lr,3,search,268,43.66,34.33,22.01
bl_lr,4,recommend,350,48.57,29.14,22.29
bl_lr,4,reserve,178,48.88,32.58,18.54
bl_lr,4,search,268,51.12,26.49,22.39
bl_lr,5,recommend,354,46.33,29.38,24.29
bl_lr,5,reserve,180,50.56,32.22,17.22
bl_lr,5,search,266,51.5,27.07,21.43
bl_lr,6,recommend,359,51.53,28.13,20.33
bl_lr,6,reserve,180,50.56,33.33,16.11
bl_lr,6,search,265,48.3,27.92,23.77
bl_lr,7,recommend,358,50.0,28.21,21.79
bl_lr,7,reserve,175,49.71,27.43,22.86
bl_lr,7,search,268,50.0,31.34,18.66
bl_lr,8,recommend,354,49.72,26.55,23.73
bl_lr,8,reserve,176,48.86,27.27,23.86
bl_lr,8,search,269,46.84,34.94,18.22
bl_lr,9,recommend,356,52.25,26.12,21.63
bl_lr,9,reserve,181,49.17,32.04,18.78
bl_lr,9,search,265,44.15,31.7,24.15
bl_lr,10,recommend,353,49.01,29.46,21.53
bl_lr,10,reserve,176,49.43,28.41,22.16
bl_lr,10,search,267,48.69,31.46,19.85
bl_lr,11,recommend,359,48.19,26.74,25.07
bl_lr,11,reserve,178,46.63,33.15,20.22
bl_lr,11,search,264,51.14,30.68,18.18
bl_lr,12,recommend,352,45.17,31.53,23.3
bl_lr,12,reserve,175,50.29,29.14,20.57
bl_lr,12,search,268,46.64,29.85,23.51
bl_lr,13,recommend,357,50.7,26.89,22.41
bl_lr,13,reserve,180,49.44,27.22,23.33
bl_lr,13,search,268,47.39,30.97,21.64
bl_lr,14,recommend,353,49.58,29.46,20.96
bl_lr,14,reserve,180,54.44,25.0,20.56
bl_lr,14,search,267,51.69,26.59,21.72
bl_lr,15,recommend,358,49.44,26.54,24.02
bl_lr,15,reserve,178,52.25,30.9,16.85
bl_lr,15,search,264,48.86,29.17,21.97
bl_lr,16,recommend,357,51.26,26.61,22.13
bl_lr,16,reserve,175,50.29,26.86,22.86
bl_lr,16,search,268,50.37,32.09,17.54
bl_lr,17,recommend,357,47.34,30.25,22.41
bl_lr,17,reserve,177,52.54,31.07,16.38
bl_lr,17,search,268,46.27,29.85,23.88
bl_lr,18,recommend,354,47.46,28.81,23.73
bl_lr,18,reserve,179,46.37,32.4,21.23
bl_lr,18,search,266,50.75,27.07,22.18
bl_lr,19,recommend,353,49.01,28.61,22.38
bl_lr,19,reserve,179,50.28,32.4,17.32
bl_lr,19,search,267,49.44,29.96,20.6
bl_lr,20,recommend,359,47.91,29.81,22.28
bl_lr,20,reserve,178,48.88,29.78,21.35
bl_lr,20,search,265,49.43,29.06,21.51
bl_lr,21,recommend,356,49.44,30.62,19.94
bl_lr,21,reserve,175,52.57,25.14,22.29
bl_lr,21,search,267,49.44,27.72,22.85
bl_lr,22,recommend,352,48.86,26.99,24.15
bl_lr,22,reserve,179,50.84,30.73,18.44
bl_lr,22,search,268,52.61,27.24,20.15
bl_lr,23,recommend,357,51.54,26.89,21.57
bl_lr,23,reserve,179,48.04,26.26,25.7
bl_lr,23,search,267,47.19,33.71,19.1
bl_lr,24,recommend,354,48.87,29.66,21.47
bl_lr,24,reserve,180,54.44,23.89,21.67
bl_lr,24,search,264,49.24,28.79,21.97
bl_lr,25,recommend,361,51.25,27.42,21.33
bl_lr,25,reserve,174,52.3,28.74,18.97
bl_lr,25,search,266,49.25,30.45,20.3
bl_lr,26,recommend,352,50.28,29.26,20.45
bl_lr,26,reserve,179,53.07,28.49,18.44
bl_lr,26,search,268,50.37,25.75,23.88
bl_lr,27,recommend,356,50.56,26.69,22.75
bl_lr,27,reserve,177,48.02,30.51,21.47
bl_lr,27,search,266,45.86,31.58,22.56
bl_lr,28,recommend,354,51.13,26.84,22.03
bl_lr,28,reserve,180,48.89,30.0,21.11
bl_lr,28,search,268,48.13,31.34,20.52
bl_lr,29,recommend,356,51.97,26.12,21.91
bl_lr,29,reserve,177,48.59,29.38,22.03
bl_lr,29,search,264,50.0,29.55,20.45
bl_lr,30,recommend,356,50.28,28.37,21.35
bl_lr,30,reserve,176,50.0,26.7,23.3
bl_lr,30,search,268,50.0,30.6,19.4
bl_lr,31,recommend,355,45.92,29.3,24.79
bl_lr,31,reserve,179,47.49,33.52,18.99
bl_lr,31,search,267,53.18,28.46,18.35
bl_lr,32,recommend,355,47.04,28.17,24.79
bl_lr,32,reserve,178,49.44,31.46,19.1
bl_lr,32,search,269,47.21,32.71,20.07
bl_lr,33,recommend,357,47.62,31.93,20.45
bl_lr,33,reserve,179,51.96,26.26,21.79
bl_lr,33,search,264,50.0,28.41,21.59
bl_lr,34,recommend,359,53.48,25.63,20.89
bl_lr,34,reserve,175,50.86,30.29,18.86
bl_lr,34,search,267,49.81,28.84,21.35
bl_lr,35,recommend,353,48.73,26.63,24.65
bl_lr,35,reserve,178,48.88,28.09,23.03
bl_lr,35,search,267,51.69,29.59,18.73
bl_lr,36,recommend,350,48.29,29.14,22.57
bl_lr,36,reserve,178,44.94,32.02,23.03
bl_lr,36,search,268,44.03,33.21,22.76
bl_lr,37,recommend,359,49.86,28.97,21.17
bl_lr,37,reserve,178,51.12,26.4,22.47
bl_lr,37,search,267,51.31,29.96,18.73
bl_lr,38,recommend,359,48.19,29.81,22.01
bl_lr,38,reserve,178,46.63,30.34,23.03
bl_lr,38,search,264,52.65,29.17,18.18
bl_lr,39,recommend,354,47.46,28.81,23.73
bl_lr,39,reserve,175,46.86,33.14,20.0
bl_lr,39,search,270,51.85,27.04,21.11
bl_lr,40,recommend,354,46.61,31.36,22.03
bl_lr,40,reserve,181,48.62,27.62,23.76
bl_lr,40,search,266,54.89,27.44,17.67
bl_lr,41,recommend,354,49.72,29.66,20.62
bl_lr,41,reserve,178,53.93,25.28,20.79
bl_lr,41,search,268,51.87,27.99,20.15
bl_lr,42,recommend,356,46.91,29.78,23.31
bl_lr,42,reserve,178,56.18,24.72,19.1
bl_lr,42,search,263,47.53,32.32,20.15
bl_lr,43,recommend,359,45.96,30.08,23.96
bl_lr,43,reserve,177,45.76,32.77,21.47
bl_lr,43,search,267,50.56,29.59,19.85
bl_lr,44,recommend,354,53.39,27.68,18.93
bl_lr,44,reserve,176,51.7,28.98,19.32
bl_lr,44,search,268,46.64,28.73,24.63
bl_lr,45,recommend,356,48.31,27.25,24.44
bl_lr,45,reserve,179,44.13,35.2,20.67
bl_lr,45,search,267,52.81,28.84,18.35
bl_lr,46,recommend,353,51.84,27.48,20.68
bl_lr,46,reserve,180,48.33,31.67,20.0
bl_lr,46,search,265,49.43,28.68,21.89
bl_lr,47,recommend,358,48.32,29.05,22.63
bl_lr,47,reserve,177,53.67,29.38,16.95
bl_lr,47,search,266,46.24,29.32,24.44
bl_lr,48,recommend,357,47.9,29.13,22.97
bl_lr,48,reserve,175,46.86,31.43,21.71
bl_lr,48,search,268,53.36,27.24,19.4
bl_lr,49,recommend,351,45.58,29.63,24.79
bl_lr,49,reserve,180,48.33,30.56,21.11
bl_lr,49,search,267,50.94,29.59,19.48
bl_lr,50,recommend,357,44.54,32.21,23.25
bl_lr,50,reserve,177,53.11,29.38,17.51
bl_lr,50,search,268,50.0,26.49,23.51
bl_lr,51,recommend,356,46.91,30.34,22.75
bl_lr,51,reserve,180,46.67,31.11,22.22
bl_lr,51,search,265,50.94,28.3,20.75
bl_lr,52,recommend,359,51.53,26.46,22.01
bl_lr,52,reserve,176,47.16,30.68,22.16
bl_lr,52,search,266,50.75,29.7,19.55
bl_lr,53,recommend,353,48.73,29.75,21.53
bl_lr,53,reserve,176,44.32,35.8,19.89
bl_lr,53,search,269,50.93,27.14,21.93
bl_lr,54,recommend,354,47.18,30.51,22.32
bl_lr,54,reserve,180,50.56,28.89,20.56
bl_lr,54,search,267,49.81,28.84,21.35
bl_lr,55,recommend,354,47.46,31.07,21.47
bl_lr,55,reserve,179,48.6,30.17,21.23
bl_lr,55,search,265,53.21,25.28,21.51
bl_lr,56,recommend,360,51.67,25.56,22.78
bl_lr,56,reserve,175,48.57,29.14,22.29
bl_lr,56,search,264,48.11,33.71,18.18
bl_lr,57,recommend,356,51.12,25.0,23.88
bl_lr,57,reserve,177,49.15,35.59,15.25
bl_lr,57,search,270,50.37,28.89,20.74
bl_lr,58,recommend,352,53.41,25.85,20.74
bl_lr,58,reserve,180,45.0,30.56,24.44
bl_lr,58,search,267,46.07,32.21,21.72
bl_lr,59,recommend,356,47.47,31.18,21.35
bl_lr,59,reserve,177,50.28,28.25,21.47
bl_lr,59,search,266,52.63,27.07,20.3
bl_lr,60,recommend,355,48.73,30.42,20.85
bl_lr,60,reserve,181,51.93,27.62,20.44
bl_lr,60,search,266,49.62,27.82,22.56
bl_lr,61,recommend,358,51.68,27.65,20.67
bl_lr,61,reserve,174,54.6,25.86,19.54
bl_lr,61,search,266,48.12,30.45,21.43
bl_lr,62,recommend,353,49.29,28.9,21.81
bl_lr,62,reserve,178,55.06,26.97,17.98
bl_lr,62,search,268,48.88,28.36,22.76
bl_lr,63,recommend,358,47.77,30.73,21.51
bl_lr,63,reserve,178,49.44,29.78,20.79
bl_lr,63,search,267,49.06,29.96,20.97
bl_lr,64,recommend,353,48.44,28.9,22.66
bl_lr,64,reserve,178,45.51,32.02,22.47
bl_lr,64,search,267,52.06,29.96,17.98
bl_lr,65,recommend,358,46.65,30.73,22.63
bl_lr,65,reserve,179,49.72,29.05,21.23
bl_lr,65,search,264,50.76,28.41,20.83
bl_lr,66,recommend,355,47.89,30.99,21.13
bl_lr,66,reserve,174,45.98,31.03,22.99
bl_lr,66,search,269,55.02,25.65,19.33
bl_lr,67,recommend,356,49.72,30.9,19.38
bl_lr,67,reserve,180,46.11,30.56,23.33
bl_lr,67,search,265,48.68,28.68,22.64
bl_lr,68,recommend,353,48.73,30.88,20.4
bl_lr,68,reserve,178,53.37,30.34,16.29
bl_lr,68,search,270,48.52,27.41,24.07
bl_lr,69,recommend,356,53.93,28.09,17.98
bl_lr,69,reserve,179,53.63,27.37,18.99
bl_lr,69,search,262,48.47,28.24,23.28
bl_lr,70,recommend,359,49.58,28.69,21.73
bl_lr,70,reserve,176,51.14,27.27,21.59
bl_lr,70,search,269,47.58,31.6,20.82
bl_lr,71,recommend,355,45.92,31.83,22.25
bl_lr,71,reserve,178,54.49,28.65,16.85
bl_lr,71,search,268,51.87,27.99,20.15
bl_lr,72,recommend,353,50.71,28.61,20.68
bl_lr,72,reserve,178,50.56,27.53,21.91
bl_lr,72,search,267,48.31,30.34,21.35
bl_lr,73,recommend,355,44.79,32.11,23.1
bl_lr,73,reserve,180,54.44,25.0,20.56
bl_lr,73,search,264,50.0,28.41,21.59
bl_lr,74,recommend,357,46.22,28.01,25.77
bl_lr,74,reserve,178,57.87,26.97,15.17
bl_lr,74,search,263,51.33,31.56,17.11
bl_lr,75,recommend,357,53.22,24.93,21.85
bl_lr,75,reserve,173,49.13,28.32,22.54
bl_lr,75,search,272,47.43,31.25,21.32
bl_lr,76,recommend,356,50.0,29.49,20.51
bl_lr,76,reserve,181,56.35,25.97,17.68
bl_lr,76,search,267,49.81,28.84,21.35
bl_lr,77,recommend,352,48.01,27.27,24.72
bl_lr,77,reserve,177,46.89,36.16,16.95
