ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly
1786302875.561,c1,reserve,,0.0,26.34,13.67,3.65,S3,1,2.92,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.055,0,S3,site_s3,S3,S3,S3
1786302875.561,c1,search,,0.0,31.1,20.71,10.98,S3,1,0.63,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.055,0,S3,site_s3,S3,S3,S3
1786302875.561,c1,recommend,,0.0,26.76,14.03,4.0,S3,1,0.63,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.055,0,S3,site_s3,S3,S3,S3
1786302875.561,c2,reserve,,0.0,26.34,13.67,3.65,S3,1,0.64,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.055,0,S3,site_s3,S3,S3,S3
1786302875.561,c2,search,,0.0,31.1,20.71,10.98,S3,1,0.63,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.055,0,S3,site_s3,S3,S3,S3
1786302875.561,c2,recommend,,0.0,26.76,14.03,4.0,S3,1,0.61,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.055,0,S3,site_s3,S3,S3,S3
1786302876.562,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.102,0,S3,site_s3,S3,S3,S3
1786302876.562,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.102,0,S3,site_s3,S3,S3,S3
1786302876.562,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.102,0,S3,site_s3,S3,S3,S3
1786302876.562,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.102,0,S3,site_s3,S3,S3,S3
1786302876.562,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.102,0,S3,site_s3,S3,S3,S3
1786302876.562,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.102,0,S3,site_s3,S3,S3,S3
1786302877.561,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.117,0,S3,site_s3,S3,S3,S3
1786302877.561,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.117,0,S3,site_s3,S3,S3,S3
1786302877.561,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.117,0,S3,site_s3,S3,S3,S3
1786302877.561,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.117,0,S3,site_s3,S3,S3,S3
1786302877.561,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.117,0,S3,site_s3,S3,S3,S3
1786302877.561,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.117,0,S3,site_s3,S3,S3,S3
1786302878.562,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.097,0,S3,site_s3,S3,S3,S3
1786302878.562,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.097,0,S3,site_s3,S3,S3,S3
1786302878.562,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.097,0,S3,site_s3,S3,S3,S3
1786302878.562,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.097,0,S3,site_s3,S3,S3,S3
1786302878.562,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.097,0,S3,site_s3,S3,S3,S3
1786302878.562,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.097,0,S3,site_s3,S3,S3,S3
1786302879.563,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,37,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,1.332,0,S3,site_s3,S3,S3,S3
1786302879.563,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,53,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,1.332,0,S3,site_s3,S3,S3,S3
1786302879.563,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,73,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,1.332,0,S3,site_s3,S3,S3,S3
1786302879.563,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,37,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,1.332,0,S3,site_s3,S3,S3,S3
1786302879.563,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,53,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,1.332,0,S3,site_s3,S3,S3,S3
1786302879.563,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,73,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,1.332,0,S3,site_s3,S3,S3,S3
1786302880.568,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,226,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,5.714,0,S3,site_s3,S3,S3,S3
1786302880.568,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,344,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,5.714,0,S3,site_s3,S3,S3,S3
1786302880.568,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,456,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,5.714,0,S3,site_s3,S3,S3,S3
1786302880.568,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,226,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,5.714,0,S3,site_s3,S3,S3,S3
1786302880.568,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,344,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,5.714,0,S3,site_s3,S3,S3,S3
1786302880.568,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,456,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,5.714,0,S3,site_s3,S3,S3,S3
1786302881.567,c1,reserve,,0.0,26.34,13.67,3.38,S3,0,,0,36.0,obs,349,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.38,S3,5.262,0,S3,site_s3,S3,S3,S3
1786302881.567,c1,search,,0.0,31.1,20.71,9.93,S3,0,,0,4474.0,obs,531,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,9.93,S3,5.262,0,S3,site_s3,S3,S3,S3
1786302881.567,c1,recommend,,0.0,26.76,14.03,3.51,S3,0,,0,200.0,obs,712,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.51,S3,5.262,0,S3,site_s3,S3,S3,S3
1786302881.567,c2,reserve,,0.0,26.34,13.67,3.38,S3,0,,0,36.0,obs,349,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.38,S3,5.262,0,S3,site_s3,S3,S3,S3
1786302881.567,c2,search,,0.0,31.1,20.71,9.93,S3,0,,0,4474.0,obs,531,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,9.93,S3,5.262,0,S3,site_s3,S3,S3,S3
1786302881.567,c2,recommend,,0.0,26.76,14.03,3.51,S3,0,,0,200.0,obs,712,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.51,S3,5.262,0,S3,site_s3,S3,S3,S3
1786302882.567,c1,reserve,,0.0,26.34,13.67,3.86,S3,0,,0,36.0,obs,346,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.86,S3,5.118,0,S3,site_s3,S3,S3,S3
1786302882.567,c1,search,,0.0,31.1,20.71,10.47,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.47,S3,5.118,0,S3,site_s3,S3,S3,S3
1786302882.567,c1,recommend,,0.0,26.76,14.03,3.52,S3,0,,0,200.0,obs,680,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.52,S3,5.118,0,S3,site_s3,S3,S3,S3
1786302882.567,c2,reserve,,0.0,26.34,13.67,3.86,S3,0,,0,36.0,obs,346,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.86,S3,5.118,0,S3,site_s3,S3,S3,S3
1786302882.567,c2,search,,0.0,31.1,20.71,10.47,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.47,S3,5.118,0,S3,site_s3,S3,S3,S3
1786302882.567,c2,recommend,,0.0,26.76,14.03,3.52,S3,0,,0,200.0,obs,680,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.52,S3,5.118,0,S3,site_s3,S3,S3,S3
1786302883.567,c1,reserve,,0.0,26.34,13.67,3.91,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.91,S3,5.257,0,S3,site_s3,S3,S3,S3
1786302883.567,c1,search,,0.0,31.1,20.71,10.55,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.55,S3,5.257,0,S3,site_s3,S3,S3,S3
1786302883.567,c1,recommend,,0.0,26.76,14.03,3.63,S3,0,,0,200.0,obs,686,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.63,S3,5.257,0,S3,site_s3,S3,S3,S3
1786302883.567,c2,reserve,,0.0,26.34,13.67,3.91,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.91,S3,5.257,0,S3,site_s3,S3,S3,S3
1786302883.567,c2,search,,0.0,31.1,20.71,10.55,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.55,S3,5.257,0,S3,site_s3,S3,S3,S3
1786302883.567,c2,recommend,,0.0,26.76,14.03,3.63,S3,0,,0,200.0,obs,686,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.63,S3,5.257,0,S3,site_s3,S3,S3,S3
1786302884.567,c1,reserve,,0.0,26.34,13.67,3.93,S3,0,,0,36.0,obs,340,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.93,S3,5.23,0,S3,site_s3,S3,S3,S3
1786302884.567,c1,search,,0.0,31.1,20.71,10.44,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.44,S3,5.23,0,S3,site_s3,S3,S3,S3
1786302884.567,c1,recommend,,0.0,26.76,14.03,3.7,S3,0,,0,200.0,obs,688,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.7,S3,5.23,0,S3,site_s3,S3,S3,S3
1786302884.567,c2,reserve,,0.0,26.34,13.67,3.93,S3,0,,0,36.0,obs,340,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.93,S3,5.23,0,S3,site_s3,S3,S3,S3
1786302884.567,c2,search,,0.0,31.1,20.71,10.44,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.44,S3,5.23,0,S3,site_s3,S3,S3,S3
1786302884.567,c2,recommend,,0.0,26.76,14.03,3.7,S3,0,,0,200.0,obs,688,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.7,S3,5.23,0,S3,site_s3,S3,S3,S3
1786302885.567,c1,reserve,,0.0,26.34,13.67,3.75,S3,0,,0,36.0,obs,340,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.75,S3,5.137,0,S3,site_s3,S3,S3,S3
1786302885.567,c1,search,,0.0,31.1,20.71,10.41,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.41,S3,5.137,0,S3,site_s3,S3,S3,S3
1786302885.567,c1,recommend,,0.0,26.76,14.03,3.7,S3,0,,0,200.0,obs,690,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.7,S3,5.137,0,S3,site_s3,S3,S3,S3
1786302885.567,c2,reserve,,0.0,26.34,13.67,3.75,S3,0,,0,36.0,obs,340,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.75,S3,5.137,0,S3,site_s3,S3,S3,S3
1786302885.567,c2,search,,0.0,31.1,20.71,10.41,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.41,S3,5.137,0,S3,site_s3,S3,S3,S3
1786302885.567,c2,recommend,,0.0,26.76,14.03,3.7,S3,0,,0,200.0,obs,690,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.7,S3,5.137,0,S3,site_s3,S3,S3,S3
1786302886.567,c1,reserve,,0.0,26.34,13.67,3.7,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.7,S3,5.243,0,S3,site_s3,S3,S3,S3
1786302886.567,c1,search,,0.0,31.1,20.71,10.48,S3,0,,0,4474.0,obs,516,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.48,S3,5.243,0,S3,site_s3,S3,S3,S3
1786302886.567,c1,recommend,,0.0,26.76,14.03,3.64,S3,0,,0,200.0,obs,682,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.64,S3,5.243,0,S3,site_s3,S3,S3,S3
1786302886.567,c2,reserve,,0.0,26.34,13.67,3.7,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.7,S3,5.243,0,S3,site_s3,S3,S3,S3
1786302886.567,c2,search,,0.0,31.1,20.71,10.48,S3,0,,0,4474.0,obs,516,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.48,S3,5.243,0,S3,site_s3,S3,S3,S3
1786302886.567,c2,recommend,,0.0,26.76,14.03,3.64,S3,0,,0,200.0,obs,682,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.64,S3,5.243,0,S3,site_s3,S3,S3,S3
1786302887.567,c1,reserve,,0.0,26.34,13.67,3.89,S3,0,,0,36.0,obs,348,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.89,S3,5.29,0,S3,site_s3,S3,S3,S3
1786302887.567,c1,search,,0.0,31.1,20.71,10.5,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.5,S3,5.29,0,S3,site_s3,S3,S3,S3
1786302887.567,c1,recommend,,0.0,26.76,14.03,3.56,S3,0,,0,200.0,obs,686,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.56,S3,5.29,0,S3,site_s3,S3,S3,S3
1786302887.567,c2,reserve,,0.0,26.34,13.67,3.89,S3,0,,0,36.0,obs,348,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.89,S3,5.29,0,S3,site_s3,S3,S3,S3
1786302887.567,c2,search,,0.0,31.1,20.71,10.5,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.5,S3,5.29,0,S3,site_s3,S3,S3,S3
1786302887.567,c2,recommend,,0.0,26.76,14.03,3.56,S3,0,,0,200.0,obs,686,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.56,S3,5.29,0,S3,site_s3,S3,S3,S3
1786302888.567,c1,reserve,,0.0,26.34,13.67,3.86,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.86,S3,5.346,0,S3,site_s3,S3,S3,S3
1786302888.567,c1,search,,0.0,31.1,20.71,10.33,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.33,S3,5.346,0,S3,site_s3,S3,S3,S3
1786302888.567,c1,recommend,,0.0,26.76,14.03,3.44,S3,0,,0,200.0,obs,690,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.44,S3,5.346,0,S3,site_s3,S3,S3,S3
1786302888.567,c2,reserve,,0.0,26.34,13.67,3.86,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.86,S3,5.346,0,S3,site_s3,S3,S3,S3
1786302888.567,c2,search,,0.0,31.1,20.71,10.33,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.33,S3,5.346,0,S3,site_s3,S3,S3,S3
1786302888.567,c2,recommend,,0.0,26.76,14.03,3.44,S3,0,,0,200.0,obs,690,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.44,S3,5.346,0,S3,site_s3,S3,S3,S3
1786302889.567,c1,reserve,,0.0,26.34,13.67,3.98,S3,0,,0,36.0,obs,342,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.98,S3,5.17,0,S3,site_s3,S3,S3,S3
1786302889.567,c1,search,,0.0,31.1,20.71,10.43,S3,0,,0,4474.0,obs,516,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.43,S3,5.17,0,S3,site_s3,S3,S3,S3
1786302889.567,c1,recommend,,0.0,26.76,14.03,3.47,S3,0,,0,200.0,obs,690,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.47,S3,5.17,0,S3,site_s3,S3,S3,S3
1786302889.567,c2,reserve,,0.0,26.34,13.67,3.98,S3,0,,0,36.0,obs,342,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.98,S3,5.17,0,S3,site_s3,S3,S3,S3
1786302889.567,c2,search,,0.0,31.1,20.71,10.43,S3,0,,0,4474.0,obs,516,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.43,S3,5.17,0,S3,site_s3,S3,S3,S3
1786302889.567,c2,recommend,,0.0,26.76,14.03,3.47,S3,0,,0,200.0,obs,690,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.47,S3,5.17,0,S3,site_s3,S3,S3,S3
1786302890.567,c1,reserve,,0.0,26.34,13.67,3.96,S3,0,,0,36.0,obs,342,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.96,S3,5.02,0,S3,site_s3,S3,S3,S3
1786302890.567,c1,search,,0.0,31.1,20.71,10.68,S3,0,,0,4474.0,obs,518,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.68,S3,5.02,0,S3,site_s3,S3,S3,S3
1786302890.567,c1,recommend,,0.0,26.76,14.03,3.61,S3,0,,0,200.0,obs,688,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.61,S3,5.02,0,S3,site_s3,S3,S3,S3
1786302890.567,c2,reserve,,0.0,26.34,13.67,3.96,S3,0,,0,36.0,obs,342,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.96,S3,5.02,0,S3,site_s3,S3,S3,S3
1786302890.567,c2,search,,0.0,31.1,20.71,10.68,S3,0,,0,4474.0,obs,518,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.68,S3,5.02,0,S3,site_s3,S3,S3,S3
1786302890.567,c2,recommend,,0.0,26.76,14.03,3.61,S3,0,,0,200.0,obs,688,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.61,S3,5.02,0,S3,site_s3,S3,S3,S3
1786302891.567,c1,reserve,,0.0,26.34,13.67,3.93,S3,0,,0,36.0,obs,346,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.93,S3,5.024,0,S3,site_s3,S3,S3,S3
1786302891.567,c1,search,,0.0,31.1,20.71,10.61,S3,0,,0,4474.0,obs,518,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.61,S3,5.024,0,S3,site_s3,S3,S3,S3
1786302891.567,c1,recommend,,0.0,26.76,14.03,3.64,S3,0,,0,200.0,obs,686,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.64,S3,5.024,0,S3,site_s3,S3,S3,S3
