inject_t43,detect_t43,apply_done_t43,detect_delay_s,apply_latency_ms,gap_c1_search_n,gap_c1_search_viol,during_c1_search_viol,gap_share_of_during_viol%
1785862633.291,1785862633.619,1785862633.62,0.328,0.73,44,44,52,84.6
