ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly
1786302355.762,c1,reserve,,0.0,26.34,13.67,3.65,,1,2.81,0,36.0,prior,0,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,0.058,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302355.762,c1,search,,0.0,31.1,20.71,10.98,,1,0.57,0,4474.0,prior,0,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,0.058,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302355.762,c1,recommend,,0.0,26.76,14.03,4.0,,1,0.54,0,200.0,prior,0,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,0.058,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302355.762,c2,reserve,,0.0,26.34,13.67,3.65,,1,0.51,0,36.0,prior,0,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,0.058,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302355.762,c2,search,,0.0,31.1,20.71,10.98,,1,0.54,0,4474.0,prior,0,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,0.058,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302355.762,c2,recommend,,0.0,26.76,14.03,4.0,,1,0.54,0,200.0,prior,0,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,0.058,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302356.763,c1,reserve,,0.0,26.34,13.67,3.65,,0,,0,36.0,prior,0,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,0.108,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302356.763,c1,search,,0.0,31.1,20.71,10.98,,0,,0,4474.0,prior,0,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,0.108,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302356.763,c1,recommend,,0.0,26.76,14.03,4.0,,0,,0,200.0,prior,0,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,0.108,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302356.763,c2,reserve,,0.0,26.34,13.67,3.65,,0,,0,36.0,prior,0,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,0.108,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302356.763,c2,search,,0.0,31.1,20.71,10.98,,0,,0,4474.0,prior,0,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,0.108,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302356.763,c2,recommend,,0.0,26.76,14.03,4.0,,0,,0,200.0,prior,0,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,0.108,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302357.762,c1,reserve,,0.0,26.34,13.67,3.65,,0,,0,36.0,prior,0,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,0.098,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302357.762,c1,search,,0.0,31.1,20.71,10.98,,0,,0,4474.0,prior,0,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,0.098,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302357.762,c1,recommend,,0.0,26.76,14.03,4.0,,0,,0,200.0,prior,0,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,0.098,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302357.762,c2,reserve,,0.0,26.34,13.67,3.65,,0,,0,36.0,prior,0,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,0.098,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302357.762,c2,search,,0.0,31.1,20.71,10.98,,0,,0,4474.0,prior,0,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,0.098,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302357.762,c2,recommend,,0.0,26.76,14.03,4.0,,0,,0,200.0,prior,0,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,0.098,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302358.763,c1,reserve,,0.0,26.34,13.67,3.65,,0,,0,36.0,prior,0,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,0.099,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302358.763,c1,search,,0.0,31.1,20.71,10.98,,0,,0,4474.0,prior,0,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,0.099,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302358.763,c1,recommend,,0.0,26.76,14.03,4.0,,0,,0,200.0,prior,0,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,0.099,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302358.763,c2,reserve,,0.0,26.34,13.67,3.65,,0,,0,36.0,prior,0,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,0.099,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302358.763,c2,search,,0.0,31.1,20.71,10.98,,0,,0,4474.0,prior,0,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,0.099,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302358.763,c2,recommend,,0.0,26.76,14.03,4.0,,0,,0,200.0,prior,0,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,0.099,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302359.764,c1,reserve,,0.0,26.34,13.67,3.65,,0,,0,36.0,prior_fill,45,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,1.758,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302359.764,c1,search,,0.0,31.1,20.71,10.98,,0,,0,4474.0,prior_fill,73,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,1.758,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302359.764,c1,recommend,,0.0,26.76,14.03,4.0,,0,,0,200.0,prior_fill,96,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,1.758,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302359.764,c2,reserve,,0.0,26.34,13.67,3.65,,0,,0,36.0,prior_fill,45,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,1.758,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302359.764,c2,search,,0.0,31.1,20.71,10.98,,0,,0,4474.0,prior_fill,73,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,1.758,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302359.764,c2,recommend,,0.0,26.76,14.03,4.0,,0,,0,200.0,prior_fill,96,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,1.758,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302360.768,c1,reserve,,0.0,26.34,13.67,3.65,,0,,0,36.0,prior_fill,226,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,5.541,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302360.768,c1,search,,0.0,31.1,20.71,10.98,,0,,0,4474.0,prior_fill,343,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,5.541,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302360.768,c1,recommend,,0.0,26.76,14.03,4.0,,0,,0,200.0,prior_fill,457,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,5.541,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302360.768,c2,reserve,,0.0,26.34,13.67,3.65,,0,,0,36.0,prior_fill,226,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,13.67,3.65,,5.541,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302360.768,c2,search,,0.0,31.1,20.71,10.98,,0,,0,4474.0,prior_fill,343,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,20.71,10.98,,5.541,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302360.768,c2,recommend,,0.0,26.76,14.03,4.0,,0,,0,200.0,prior_fill,457,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,14.03,4.0,,5.541,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302361.768,c1,reserve,,0.0,26.34,12.1,3.79,,0,,0,36.0,obs,339,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,12.1,3.79,,5.353,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302361.768,c1,search,,0.0,31.1,17.89,9.86,,0,,0,4474.0,obs,513,31.1,20.71,10.98,,31.1,20.71,10.98,,31.1,17.89,9.86,,5.353,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302361.768,c1,recommend,,0.0,26.76,12.9,3.74,,0,,0,200.0,obs,682,26.76,14.03,4.0,,26.76,14.03,4.0,,26.76,12.9,3.74,,5.353,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
1786302361.768,c2,reserve,,0.0,26.34,12.1,3.79,,0,,0,36.0,obs,339,26.34,13.67,3.65,,26.34,13.67,3.65,,26.34,12.1,3.79,,5.353,0,S2|S3,sub_s23,S2|S3,S2|S3,S2|S3
