t_rel_s,n_S1,n_S2,n_S3,n_unjoined,s1_share
0,0,466,337,0,0.000000
1,0,473,328,0,0.000000
2,0,467,332,0,0.000000
3,0,471,329,0,0.000000
4,0,473,327,0,0.000000
5,0,462,337,0,0.000000
6,0,468,332,0,0.000000
7,0,465,334,0,0.000000
8,0,466,336,0,0.000000
9,0,467,333,0,0.000000
10,0,467,334,0,0.000000
11,0,463,335,0,0.000000
12,0,471,330,0,0.000000
13,0,470,328,0,0.000000
14,0,466,337,0,0.000000
15,0,468,332,0,0.000000
16,0,460,340,0,0.000000
17,0,464,333,0,0.000000
18,0,462,340,0,0.000000
19,0,473,328,0,0.000000
20,0,475,322,0,0.000000
21,0,475,327,0,0.000000
22,0,464,335,0,0.000000
23,0,459,340,0,0.000000
24,0,467,337,0,0.000000
25,0,466,331,0,0.000000
26,0,465,336,0,0.000000
27,0,468,330,0,0.000000
28,0,463,339,0,0.000000
29,0,457,341,0,0.000000
30,0,473,329,0,0.000000
31,0,469,330,0,0.000000
32,0,470,330,0,0.000000
33,0,462,340,0,0.000000
34,0,466,330,0,0.000000
35,0,468,336,0,0.000000
36,0,461,339,0,0.000000
37,0,460,338,0,0.000000
38,0,464,337,0,0.000000
39,0,460,338,0,0.000000
40,0,466,336,0,0.000000
41,0,468,330,0,0.000000
42,0,469,332,0,0.000000
43,0,473,326,0,0.000000
44,0,464,338,0,0.000000
45,0,470,329,0,0.000000
46,0,459,342,0,0.000000
47,0,471,328,0,0.000000
48,0,463,339,0,0.000000
49,0,459,341,0,0.000000
50,0,474,325,0,0.000000
51,0,468,333,0,0.000000
52,0,467,333,0,0.000000
53,0,468,331,0,0.000000
54,0,470,329,0,0.000000
55,0,464,338,0,0.000000
56,0,464,334,0,0.000000
57,0,473,330,0,0.000000
58,0,466,333,0,0.000000
59,0,461,338,0,0.000000
60,0,464,336,0,0.000000
61,0,466,332,0,0.000000
62,0,467,335,0,0.000000
63,0,470,331,0,0.000000
64,0,465,334,0,0.000000
65,0,465,333,0,0.000000
66,0,468,333,0,0.000000
67,0,472,329,0,0.000000
68,0,467,329,0,0.000000
69,0,473,332,0,0.000000
70,0,464,335,0,0.000000
71,0,469,330,0,0.000000
72,0,468,332,0,0.000000
73,0,471,330,0,0.000000
74,0,464,334,0,0.000000
75,0,465,339,0,0.000000
76,0,459,337,0,0.000000
77,0,474,326,0,0.000000
78,0,473,329,0,0.000000
79,0,465,335,0,0.000000
80,0,468,333,0,0.000000
81,0,460,341,0,0.000000
82,0,465,335,0,0.000000
83,0,474,322,0,0.000000
84,0,469,331,0,0.000000
85,0,464,336,0,0.000000
86,0,463,340,0,0.000000
87,0,462,337,0,0.000000
88,0,471,327,0,0.000000
89,0,464,337,0,0.000000
90,0,466,335,0,0.000000
91,0,466,335,0,0.000000
92,0,465,333,0,0.000000
93,0,464,335,0,0.000000
94,0,468,332,0,0.000000
95,0,473,329,0,0.000000
96,0,461,340,0,0.000000
97,0,468,330,0,0.000000
98,0,466,336,0,0.000000
99,0,475,324,0,0.000000
100,0,469,332,0,0.000000
101,0,464,335,0,0.000000
102,0,466,334,0,0.000000
103,0,467,332,0,0.000000
104,0,464,334,0,0.000000
105,0,468,337,0,0.000000
106,0,465,332,0,0.000000
107,0,469,332,0,0.000000
108,0,453,345,0,0.000000
109,0,469,332,0,0.000000
110,0,469,331,0,0.000000
