ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly,unit_rate_rps,l_eff_s1,l_eff_s2,l_eff_s3,cap_ok_s1,cap_ok_s2,cap_ok_s3,blocked_by,cap_blocked_sites,soft_applied,carry_s1,carry_s2,carry_s3,soft_overflow_eq,soft_objective_eq,soft_weights
1786367336.207,c1,reserve,,0.0,26.34,13.67,3.55,S3,0,,0,36.0,obs,349,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.55,S3,7.72,0,S3,site_s3,S3,S3,S3,87.0,0.0,0.0,24.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367336.207,c1,search,,0.0,31.1,20.71,10.86,S3,0,,0,4474.0,obs,516,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.86,S3,7.72,0,S3,site_s3,S3,S3,S3,129.0,0.0,0.0,153.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367336.207,c1,recommend,,0.0,26.76,14.03,3.95,S3,0,,0,200.0,obs,691,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.95,S3,7.72,0,S3,site_s3,S3,S3,S3,173.0,0.0,0.0,184.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367336.207,c2,reserve,,0.0,26.34,13.67,3.55,S3,0,,0,36.0,obs,349,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.55,S3,7.72,0,S3,site_s3,S3,S3,S3,87.5,0.0,0.0,208.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367336.207,c2,search,,0.0,31.1,20.71,10.86,S3,0,,0,4474.0,obs,516,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.86,S3,7.72,0,S3,site_s3,S3,S3,S3,129.0,0.0,0.0,337.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367336.207,c2,recommend,,0.0,26.76,14.03,3.95,S3,0,,0,200.0,obs,691,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.95,S3,7.72,0,S3,site_s3,S3,S3,S3,172.5,0.0,0.0,368.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367337.206,c1,reserve,,0.0,26.34,13.67,3.72,S3,0,,0,36.0,obs,345,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.72,S3,7.427,0,S3,site_s3,S3,S3,S3,86.5,0.0,0.0,24.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367337.206,c1,search,,0.0,31.1,20.71,10.83,S3,0,,0,4474.0,obs,518,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.83,S3,7.427,0,S3,site_s3,S3,S3,S3,129.5,0.0,0.0,153.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367337.206,c1,recommend,,0.0,26.76,14.03,3.9,S3,0,,0,200.0,obs,695,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.9,S3,7.427,0,S3,site_s3,S3,S3,S3,173.5,0.0,0.0,184.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367337.206,c2,reserve,,0.0,26.34,13.67,3.72,S3,0,,0,36.0,obs,345,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.72,S3,7.427,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,208.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367337.206,c2,search,,0.0,31.1,20.71,10.83,S3,0,,0,4474.0,obs,518,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.83,S3,7.427,0,S3,site_s3,S3,S3,S3,129.5,0.0,0.0,337.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367337.206,c2,recommend,,0.0,26.76,14.03,3.9,S3,0,,0,200.0,obs,695,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.9,S3,7.427,0,S3,site_s3,S3,S3,S3,174.0,0.0,0.0,368.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367338.207,c1,reserve,,0.0,26.34,13.67,3.72,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.72,S3,7.725,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,23.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367338.207,c1,search,,0.0,31.1,20.71,10.9,S3,0,,0,4474.0,obs,519,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.9,S3,7.725,0,S3,site_s3,S3,S3,S3,129.5,0.0,0.0,153.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367338.207,c1,recommend,,0.0,26.76,14.03,3.93,S3,0,,0,200.0,obs,696,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.93,S3,7.725,0,S3,site_s3,S3,S3,S3,174.0,0.0,0.0,184.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367338.207,c2,reserve,,0.0,26.34,13.67,3.72,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.72,S3,7.725,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,208.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367338.207,c2,search,,0.0,31.1,20.71,10.9,S3,0,,0,4474.0,obs,519,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.9,S3,7.725,0,S3,site_s3,S3,S3,S3,130.0,0.0,0.0,338.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367338.207,c2,recommend,,0.0,26.76,14.03,3.93,S3,0,,0,200.0,obs,696,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.93,S3,7.725,0,S3,site_s3,S3,S3,S3,174.0,0.0,0.0,369.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367339.207,c1,reserve,,0.0,26.34,13.67,3.74,S3,0,,0,36.0,obs,346,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.74,S3,7.828,0,S3,site_s3,S3,S3,S3,86.5,0.0,0.0,24.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367339.207,c1,search,,0.0,31.1,20.71,10.9,S3,0,,0,4474.0,obs,520,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.9,S3,7.828,0,S3,site_s3,S3,S3,S3,130.0,0.0,0.0,154.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367339.207,c1,recommend,,0.0,26.76,14.03,3.93,S3,0,,0,200.0,obs,692,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.93,S3,7.828,0,S3,site_s3,S3,S3,S3,173.0,0.0,0.0,184.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367339.207,c2,reserve,,0.0,26.34,13.67,3.74,S3,0,,0,36.0,obs,346,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.74,S3,7.828,0,S3,site_s3,S3,S3,S3,86.5,0.0,0.0,208.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367339.207,c2,search,,0.0,31.1,20.71,10.9,S3,0,,0,4474.0,obs,520,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.9,S3,7.828,0,S3,site_s3,S3,S3,S3,130.0,0.0,0.0,338.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367339.207,c2,recommend,,0.0,26.76,14.03,3.93,S3,0,,0,200.0,obs,692,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.93,S3,7.828,0,S3,site_s3,S3,S3,S3,173.0,0.0,0.0,369.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367340.206,c1,reserve,1600,0.198,26.14,13.47,3.57,S3,0,,0,36.0,obs,350,26.14,13.47,3.45,S3,26.14,13.47,3.45,S3,26.14,13.47,3.57,S3,7.944,0,S3,site_s3,S3,S3,S3,87.5,0.0,0.0,24.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367340.206,c1,search,1600,24.607,6.49,-3.89,-13.89,S1,1,0.86,0,4474.0,obs,520,6.49,-3.89,-13.63,S1,6.49,-3.89,-13.63,S1,6.49,-3.89,-13.89,S1,7.944,0,S1,site_s1,S1,S1,S1,130.0,130.0,0.0,24.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367340.206,c1,recommend,1600,1.1,25.66,12.93,2.8,S3,0,,0,200.0,obs,691,25.66,12.93,2.9,S3,25.66,12.93,2.9,S3,25.66,12.93,2.8,S3,7.944,0,S3,site_s3,S3,S3,S3,173.0,130.0,0.0,55.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367340.206,c2,reserve,,0.0,26.34,13.67,3.76,S3,0,,0,36.0,obs,350,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.76,S3,7.944,0,S3,site_s3,S3,S3,S3,87.5,130.0,0.0,79.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367340.206,c2,search,,0.0,31.1,20.71,10.72,S3,0,,0,4474.0,obs,520,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.72,S3,7.944,0,S3,site_s3,S3,S3,S3,130.0,130.0,0.0,209.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367340.206,c2,recommend,,0.0,26.76,14.03,3.9,S3,0,,0,200.0,obs,691,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.9,S3,7.944,0,S3,site_s3,S3,S3,S3,172.5,130.0,0.0,240.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367341.206,c1,reserve,1600,0.198,26.14,13.47,3.6,S3,0,,0,36.0,obs,349,26.14,13.47,3.45,S3,26.14,13.47,3.45,S3,26.14,13.47,3.6,S3,7.882,0,S3,site_s3,S3,S3,S3,87.5,0.0,0.0,24.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367341.206,c1,search,1600,24.819,6.28,-4.11,-14.08,S1,0,,0,4512.51,obs,521,6.49,-3.89,-13.63,S1,6.28,-4.11,-13.84,S1,6.49,-3.89,-13.87,S1,7.882,0,S1,site_s1,S1,S1,S1,131.0,131.0,0.0,24.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367341.206,c1,recommend,1600,1.1,25.66,12.93,2.95,S3,0,,0,200.0,obs,695,25.66,12.93,2.9,S3,25.66,12.93,2.9,S3,25.66,12.93,2.95,S3,7.882,0,S3,site_s3,S3,S3,S3,173.5,131.0,0.0,55.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367341.206,c2,reserve,,0.0,26.34,13.67,3.79,S3,0,,0,36.0,obs,349,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.79,S3,7.882,0,S3,site_s3,S3,S3,S3,87.0,131.0,0.0,79.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367341.206,c2,search,,0.0,31.1,20.71,10.74,S3,0,,0,4512.51,obs,521,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.74,S3,7.882,0,S3,site_s3,S3,S3,S3,129.5,131.0,0.0,208.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367341.206,c2,recommend,,0.0,26.76,14.03,4.05,S3,0,,0,200.0,obs,695,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.05,S3,7.882,0,S3,site_s3,S3,S3,S3,174.0,131.0,0.0,239.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367342.207,c1,reserve,1600,0.198,26.14,13.47,3.63,S3,0,,0,36.0,obs,345,26.14,13.47,3.45,S3,26.14,13.47,3.45,S3,26.14,13.47,3.63,S3,7.846,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,23.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367342.207,c1,search,1600,25.04,7.47,-4.33,-13.7,S1,0,,0,4552.7,obs,526,6.49,-3.89,-13.63,S1,6.06,-4.33,-14.06,S1,7.9,-3.89,-13.27,S1,7.846,0,S1,site_s1,S1,S1,S1,132.5,132.5,0.0,23.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367342.207,c1,recommend,1600,1.1,25.66,12.93,3.14,S3,0,,0,200.0,obs,697,25.66,12.93,2.9,S3,25.66,12.93,2.9,S3,25.66,12.93,3.14,S3,7.846,0,S3,site_s3,S3,S3,S3,174.5,132.5,0.0,55.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367342.207,c2,reserve,,0.0,26.34,13.67,3.83,S3,0,,0,36.0,obs,345,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.83,S3,7.846,0,S3,site_s3,S3,S3,S3,86.5,132.5,0.0,79.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367342.207,c2,search,,0.0,32.51,20.71,11.34,S3,0,,0,4552.7,obs,526,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,32.51,20.71,11.34,S3,7.846,0,S3,site_s3,S3,S3,S3,130.0,132.5,0.0,209.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367342.207,c2,recommend,,0.0,26.76,14.03,4.24,S3,0,,0,200.0,obs,697,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.24,S3,7.846,0,S3,site_s3,S3,S3,S3,174.0,132.5,0.0,240.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367343.206,c1,reserve,1600,0.198,26.14,13.47,3.61,S3,0,,0,36.0,obs,344,26.14,13.47,3.45,S3,26.14,13.47,3.45,S3,26.14,13.47,3.61,S3,7.834,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,23.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367343.206,c1,search,1600,25.042,7.68,-4.33,-13.75,S1,0,,0,4553.0,obs,528,6.49,-3.89,-13.63,S1,6.06,-4.33,-14.06,S1,8.11,-3.89,-13.32,S1,7.834,0,S1,site_s1,S1,S1,S1,132.0,132.0,0.0,23.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367343.206,c1,recommend,1600,1.1,25.66,12.93,3.17,S3,0,,0,200.0,obs,698,25.66,12.93,2.9,S3,25.66,12.93,2.9,S3,25.66,12.93,3.17,S3,7.834,0,S3,site_s3,S3,S3,S3,174.5,132.0,0.0,55.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367343.206,c2,reserve,,0.0,26.34,13.67,3.81,S3,0,,0,36.0,obs,344,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.81,S3,7.834,0,S3,site_s3,S3,S3,S3,86.0,132.0,0.0,78.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367343.206,c2,search,,0.0,32.72,20.71,11.29,S3,0,,0,4553.0,obs,528,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,32.72,20.71,11.29,S3,7.834,0,S3,site_s3,S3,S3,S3,130.5,132.0,0.0,209.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367343.206,c2,recommend,,0.0,26.76,14.03,4.27,S3,0,,0,200.0,obs,698,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.27,S3,7.834,0,S3,site_s3,S3,S3,S3,174.5,132.0,0.0,240.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367344.207,c1,reserve,1600,0.198,26.14,13.47,3.62,S3,0,,0,36.0,obs,348,26.14,13.47,3.45,S3,26.14,13.47,3.45,S3,26.14,13.47,3.62,S3,7.719,0,S3,site_s3,S3,S3,S3,87.0,0.0,0.0,24.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367344.207,c1,search,1600,25.043,7.67,-4.33,-13.84,S1,0,,0,4553.3,obs,528,6.49,-3.89,-13.63,S1,6.06,-4.33,-14.06,S1,8.11,-3.89,-13.4,S1,7.719,0,S1,site_s1,S1,S1,S1,132.5,132.5,0.0,24.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367344.207,c1,recommend,1600,1.1,25.66,12.93,3.18,S3,0,,0,200.0,obs,692,25.66,12.93,2.9,S3,25.66,12.93,2.9,S3,25.66,12.93,3.18,S3,7.719,0,S3,site_s3,S3,S3,S3,173.0,132.5,0.0,55.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367344.207,c2,reserve,,0.0,26.34,13.67,3.82,S3,0,,0,36.0,obs,348,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.82,S3,7.719,0,S3,site_s3,S3,S3,S3,87.0,132.5,0.0,79.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367344.207,c2,search,,0.0,32.72,20.71,11.2,S3,0,,0,4553.3,obs,528,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,32.72,20.71,11.2,S3,7.719,0,S3,site_s3,S3,S3,S3,130.5,132.5,0.0,209.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367344.207,c2,recommend,,0.0,26.76,14.03,4.28,S3,0,,0,200.0,obs,692,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.28,S3,7.719,0,S3,site_s3,S3,S3,S3,173.0,132.5,0.0,240.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367345.206,c1,reserve,1600,0.198,26.14,13.47,3.66,S3,0,,0,36.0,obs,352,26.14,13.47,3.45,S3,26.14,13.47,3.45,S3,26.14,13.47,3.66,S3,7.861,0,S3,site_s3,S3,S3,S3,88.0,0.0,0.0,24.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367345.206,c1,search,1600,25.042,7.74,-4.33,-13.92,S1,0,,0,4553.0,obs,526,6.49,-3.89,-13.63,S1,6.06,-4.33,-14.06,S1,8.18,-3.89,-13.48,S1,7.861,0,S1,site_s1,S1,S1,S1,131.5,131.5,0.0,24.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367345.206,c1,recommend,1600,1.1,25.66,12.93,3.13,S3,0,,0,200.0,obs,694,25.66,12.93,2.9,S3,25.66,12.93,2.9,S3,25.66,12.93,3.13,S3,7.861,0,S3,site_s3,S3,S3,S3,173.5,131.5,0.0,55.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367345.206,c2,reserve,,0.0,26.34,13.67,3.86,S3,0,,0,36.0,obs,352,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.86,S3,7.861,0,S3,site_s3,S3,S3,S3,88.0,131.5,0.0,79.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367345.206,c2,search,,0.0,32.78,20.71,11.12,S3,0,,0,4553.0,obs,526,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,32.78,20.71,11.12,S3,7.861,0,S3,site_s3,S3,S3,S3,130.0,131.5,0.0,209.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367345.206,c2,recommend,,0.0,26.76,14.03,4.23,S3,0,,0,200.0,obs,694,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.23,S3,7.861,0,S3,site_s3,S3,S3,S3,173.5,131.5,0.0,240.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367346.207,c1,reserve,1600,0.198,26.14,13.47,3.69,S3,0,,0,36.0,obs,348,26.14,13.47,3.45,S3,26.14,13.47,3.45,S3,26.14,13.47,3.69,S3,8.102,0,S3,site_s3,S3,S3,S3,87.0,0.0,0.0,24.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367346.207,c1,search,1600,25.042,7.62,-4.33,-13.79,S1,0,,0,4553.15,obs,525,6.49,-3.89,-13.63,S1,6.06,-4.33,-14.06,S1,8.05,-3.89,-13.35,S1,8.102,0,S1,site_s1,S1,S1,S1,131.5,131.5,0.0,24.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367346.207,c1,recommend,1600,1.1,25.66,12.93,3.11,S3,0,,0,200.0,obs,698,25.66,12.93,2.9,S3,25.66,12.93,2.9,S3,25.66,12.93,3.11,S3,8.102,0,S3,site_s3,S3,S3,S3,174.5,131.5,0.0,55.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367346.207,c2,reserve,,0.0,26.34,13.67,3.89,S3,0,,0,36.0,obs,348,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.89,S3,8.102,0,S3,site_s3,S3,S3,S3,87.0,131.5,0.0,79.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367346.207,c2,search,,0.0,32.66,20.71,11.26,S3,0,,0,4553.15,obs,525,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,32.66,20.71,11.26,S3,8.102,0,S3,site_s3,S3,S3,S3,130.0,131.5,0.0,209.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367346.207,c2,recommend,,0.0,26.76,14.03,4.21,S3,0,,0,200.0,obs,698,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.21,S3,8.102,0,S3,site_s3,S3,S3,S3,174.5,131.5,0.0,240.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367347.206,c1,reserve,1600,0.198,26.14,13.47,3.66,S3,0,,0,36.0,obs,346,26.14,13.47,3.45,S3,26.14,13.47,3.45,S3,26.14,13.47,3.66,S3,7.73,0,S3,site_s3,S3,S3,S3,86.5,0.0,0.0,24.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367347.206,c1,search,1600,25.04,7.62,-4.33,-13.88,S1,0,,0,4552.7,obs,530,6.49,-3.89,-13.63,S1,6.06,-4.33,-14.06,S1,8.05,-3.89,-13.45,S1,7.73,0,S1,site_s1,S1,S1,S1,132.0,132.0,0.0,24.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367347.206,c1,recommend,1600,1.1,25.66,12.93,3.11,S3,0,,0,200.0,obs,700,25.66,12.93,2.9,S3,25.66,12.93,2.9,S3,25.66,12.93,3.11,S3,7.73,0,S3,site_s3,S3,S3,S3,175.0,132.0,0.0,55.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367347.206,c2,reserve,,0.0,26.34,13.67,3.85,S3,0,,0,36.0,obs,346,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.85,S3,7.73,0,S3,site_s3,S3,S3,S3,86.5,132.0,0.0,79.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367347.206,c2,search,,0.0,32.66,20.71,11.16,S3,0,,0,4552.7,obs,530,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,32.66,20.71,11.16,S3,7.73,0,S3,site_s3,S3,S3,S3,130.5,132.0,0.0,209.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367347.206,c2,recommend,,0.0,26.76,14.03,4.21,S3,0,,0,200.0,obs,700,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.21,S3,7.73,0,S3,site_s3,S3,S3,S3,175.0,132.0,0.0,240.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367348.207,c1,reserve,1600,0.198,26.14,13.47,3.61,S3,0,,0,36.0,obs,347,26.14,13.47,3.45,S3,26.14,13.47,3.45,S3,26.14,13.47,3.61,S3,7.852,0,S3,site_s3,S3,S3,S3,86.5,0.0,0.0,24.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367348.207,c1,search,1600,25.042,8.28,-4.33,-14.0,S1,0,,0,4553.15,obs,529,6.49,-3.89,-13.63,S1,6.06,-4.33,-14.06,S1,8.72,-3.89,-13.57,S1,7.852,0,S1,site_s1,S1,S1,S1,132.5,132.5,0.0,24.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367348.207,c1,recommend,1600,1.1,25.66,12.93,3.07,S3,0,,0,200.0,obs,697,25.66,12.93,2.9,S3,25.66,12.93,2.9,S3,25.66,12.93,3.07,S3,7.852,0,S3,site_s3,S3,S3,S3,174.5,132.5,0.0,55.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367348.207,c2,reserve,,0.0,26.34,13.67,3.81,S3,0,,0,36.0,obs,347,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.81,S3,7.852,0,S3,site_s3,S3,S3,S3,87.0,132.5,0.0,79.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367348.207,c2,search,,0.0,33.33,20.71,11.04,S3,0,,0,4553.15,obs,529,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,33.33,20.71,11.04,S3,7.852,0,S3,site_s3,S3,S3,S3,131.0,132.5,0.0,210.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367348.207,c2,recommend,,0.0,26.76,14.03,4.17,S3,0,,0,200.0,obs,697,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.17,S3,7.852,0,S3,site_s3,S3,S3,S3,174.0,132.5,0.0,241.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367349.207,c1,reserve,1600,0.198,26.14,13.47,3.69,S3,0,,0,36.0,obs,351,26.14,13.47,3.45,S3,26.14,13.47,3.45,S3,26.14,13.47,3.69,S3,7.813,0,S3,site_s3,S3,S3,S3,88.0,0.0,0.0,24.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367349.207,c1,search,1600,25.042,6.67,-4.33,-13.83,S1,0,,0,4553.15,obs,529,6.49,-3.89,-13.63,S1,6.06,-4.33,-14.06,S1,7.11,-3.89,-13.39,S1,7.813,0,S1,site_s1,S1,S1,S1,132.5,132.5,0.0,24.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367349.207,c1,recommend,1600,1.1,25.66,12.93,3.1,S3,0,,0,200.0,obs,695,25.66,12.93,2.9,S3,25.66,12.93,2.9,S3,25.66,12.93,3.1,S3,7.813,0,S3,site_s3,S3,S3,S3,173.5,132.5,0.0,55.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367349.207,c2,reserve,,0.0,26.34,13.67,3.88,S3,0,,0,36.0,obs,351,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.88,S3,7.813,0,S3,site_s3,S3,S3,S3,87.5,132.5,0.0,79.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
