ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly,unit_rate_rps,l_eff_s1,l_eff_s2,l_eff_s3,cap_ok_s1,cap_ok_s2,cap_ok_s3,blocked_by,cap_blocked_sites,soft_applied,carry_s1,carry_s2,carry_s3,soft_overflow_eq,soft_objective_eq,soft_weights
1786367211.205,c1,recommend,,0.0,26.76,14.03,3.93,S3,0,,0,200.0,obs,678,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.93,S3,7.357,0,S3,site_s3,S3,S3,S3,169.5,0.0,0.0,180.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367211.205,c2,reserve,,0.0,26.34,13.67,3.55,S3,0,,0,36.0,obs,337,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.55,S3,7.357,0,S3,site_s3,S3,S3,S3,84.0,0.0,0.0,203.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367211.205,c2,search,,0.0,31.1,20.71,10.73,S3,0,,0,4474.0,obs,507,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.73,S3,7.357,0,S3,site_s3,S3,S3,S3,127.0,0.0,0.0,330.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367211.205,c2,recommend,,0.0,26.76,14.03,3.93,S3,0,,0,200.0,obs,678,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.93,S3,7.357,0,S3,site_s3,S3,S3,S3,169.5,0.0,0.0,360.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367212.206,c1,reserve,,0.0,26.34,13.67,3.62,S3,0,,0,36.0,obs,338,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.62,S3,7.378,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,23.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367212.206,c1,search,,0.0,31.1,20.71,10.94,S3,0,,0,4474.0,obs,507,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.94,S3,7.378,0,S3,site_s3,S3,S3,S3,127.0,0.0,0.0,150.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367212.206,c1,recommend,,0.0,26.76,14.03,3.95,S3,0,,0,200.0,obs,679,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.95,S3,7.378,0,S3,site_s3,S3,S3,S3,170.0,0.0,0.0,180.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367212.206,c2,reserve,,0.0,26.34,13.67,3.62,S3,0,,0,36.0,obs,338,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.62,S3,7.378,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,204.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367212.206,c2,search,,0.0,31.1,20.71,10.94,S3,0,,0,4474.0,obs,507,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.94,S3,7.378,0,S3,site_s3,S3,S3,S3,126.5,0.0,0.0,330.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367212.206,c2,recommend,,0.0,26.76,14.03,3.95,S3,0,,0,200.0,obs,679,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.95,S3,7.378,0,S3,site_s3,S3,S3,S3,169.5,0.0,0.0,360.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367213.206,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,obs,338,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,7.424,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,23.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367213.206,c1,search,,0.0,31.1,20.71,10.75,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.75,S3,7.424,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,151.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367213.206,c1,recommend,,0.0,26.76,14.03,3.89,S3,0,,0,200.0,obs,676,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.89,S3,7.424,0,S3,site_s3,S3,S3,S3,169.0,0.0,0.0,181.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367213.206,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,obs,338,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,7.424,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,205.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367213.206,c2,search,,0.0,31.1,20.71,10.75,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.75,S3,7.424,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,332.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367213.206,c2,recommend,,0.0,26.76,14.03,3.89,S3,0,,0,200.0,obs,676,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.89,S3,7.424,0,S3,site_s3,S3,S3,S3,169.0,0.0,0.0,362.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367214.205,c1,reserve,,0.0,26.34,13.67,3.61,S3,0,,0,36.0,obs,343,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.61,S3,7.359,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,23.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367214.205,c1,search,,0.0,31.1,20.71,10.62,S3,0,,0,4474.0,obs,506,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.62,S3,7.359,0,S3,site_s3,S3,S3,S3,126.5,0.0,0.0,150.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367214.205,c1,recommend,,0.0,26.76,14.03,3.89,S3,0,,0,200.0,obs,677,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.89,S3,7.359,0,S3,site_s3,S3,S3,S3,169.5,0.0,0.0,180.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367214.205,c2,reserve,,0.0,26.34,13.67,3.61,S3,0,,0,36.0,obs,343,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.61,S3,7.359,0,S3,site_s3,S3,S3,S3,85.5,0.0,0.0,204.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367214.205,c2,search,,0.0,31.1,20.71,10.62,S3,0,,0,4474.0,obs,506,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.62,S3,7.359,0,S3,site_s3,S3,S3,S3,126.5,0.0,0.0,330.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367214.205,c2,recommend,,0.0,26.76,14.03,3.89,S3,0,,0,200.0,obs,677,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.89,S3,7.359,0,S3,site_s3,S3,S3,S3,169.0,0.0,0.0,360.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367215.206,c1,reserve,,0.0,26.34,13.67,3.68,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.68,S3,7.401,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,23.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367215.206,c1,search,,0.0,31.1,20.71,10.94,S3,0,,0,4474.0,obs,507,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.94,S3,7.401,0,S3,site_s3,S3,S3,S3,127.0,0.0,0.0,150.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367215.206,c1,recommend,,0.0,26.76,14.03,3.98,S3,0,,0,200.0,obs,681,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.98,S3,7.401,0,S3,site_s3,S3,S3,S3,170.0,0.0,0.0,180.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367215.206,c2,reserve,,0.0,26.34,13.67,3.68,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.68,S3,7.401,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,204.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367215.206,c2,search,,0.0,31.1,20.71,10.94,S3,0,,0,4474.0,obs,507,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.94,S3,7.401,0,S3,site_s3,S3,S3,S3,126.5,0.0,0.0,330.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367215.206,c2,recommend,,0.0,26.76,14.03,3.98,S3,0,,0,200.0,obs,681,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.98,S3,7.401,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,361.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367216.206,c1,reserve,,0.0,26.34,13.67,3.66,S3,0,,0,36.0,obs,338,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.66,S3,7.368,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,23.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367216.206,c1,search,,0.0,31.1,20.71,10.92,S3,0,,0,4474.0,obs,509,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.92,S3,7.368,0,S3,site_s3,S3,S3,S3,127.0,0.0,0.0,150.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367216.206,c1,recommend,,0.0,26.76,14.03,3.98,S3,0,,0,200.0,obs,681,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.98,S3,7.368,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,180.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367216.206,c2,reserve,,0.0,26.34,13.67,3.66,S3,0,,0,36.0,obs,338,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.66,S3,7.368,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,204.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367216.206,c2,search,,0.0,31.1,20.71,10.92,S3,0,,0,4474.0,obs,509,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.92,S3,7.368,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,331.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367216.206,c2,recommend,,0.0,26.76,14.03,3.98,S3,0,,0,200.0,obs,681,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.98,S3,7.368,0,S3,site_s3,S3,S3,S3,170.0,0.0,0.0,362.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367217.206,c1,reserve,,0.0,26.34,13.67,3.62,S3,0,,0,36.0,obs,338,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.62,S3,7.435,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,23.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367217.206,c1,search,,0.0,31.1,20.71,10.78,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.78,S3,7.435,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,151.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367217.206,c1,recommend,,0.0,26.76,14.03,3.95,S3,0,,0,200.0,obs,679,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.95,S3,7.435,0,S3,site_s3,S3,S3,S3,169.5,0.0,0.0,181.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367217.206,c2,reserve,,0.0,26.34,13.67,3.62,S3,0,,0,36.0,obs,338,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.62,S3,7.435,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,205.2,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367217.206,c2,search,,0.0,31.1,20.71,10.78,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.78,S3,7.435,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,332.7,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367217.206,c2,recommend,,0.0,26.76,14.03,3.95,S3,0,,0,200.0,obs,679,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.95,S3,7.435,0,S3,site_s3,S3,S3,S3,170.0,0.0,0.0,362.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367218.206,c1,reserve,,0.0,26.34,13.67,3.56,S3,0,,0,36.0,obs,343,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.56,S3,7.418,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,23.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367218.206,c1,search,,0.0,31.1,20.71,10.84,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.84,S3,7.418,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,151.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367218.206,c1,recommend,,0.0,26.76,14.03,3.93,S3,0,,0,200.0,obs,677,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.93,S3,7.418,0,S3,site_s3,S3,S3,S3,169.0,0.0,0.0,182.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367218.206,c2,reserve,,0.0,26.34,13.67,3.56,S3,0,,0,36.0,obs,343,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.56,S3,7.418,0,S3,site_s3,S3,S3,S3,85.5,0.0,0.0,205.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367218.206,c2,search,,0.0,31.1,20.71,10.84,S3,0,,0,4474.0,obs,512,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.84,S3,7.418,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,333.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367218.206,c2,recommend,,0.0,26.76,14.03,3.93,S3,0,,0,200.0,obs,677,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.93,S3,7.418,0,S3,site_s3,S3,S3,S3,169.5,0.0,0.0,363.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367219.206,c1,reserve,,0.0,26.34,13.67,3.64,S3,0,,0,36.0,obs,343,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.64,S3,7.376,0,S3,site_s3,S3,S3,S3,85.5,0.0,0.0,23.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367219.206,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,obs,509,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,7.376,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,151.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367219.206,c1,recommend,,0.0,26.76,14.03,3.97,S3,0,,0,200.0,obs,681,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.97,S3,7.376,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,181.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367219.206,c2,reserve,,0.0,26.34,13.67,3.64,S3,0,,0,36.0,obs,343,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.64,S3,7.376,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,205.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367219.206,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,obs,509,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,7.376,0,S3,site_s3,S3,S3,S3,127.0,0.0,0.0,332.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367219.206,c2,recommend,,0.0,26.76,14.03,3.97,S3,0,,0,200.0,obs,681,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.97,S3,7.376,0,S3,site_s3,S3,S3,S3,170.0,0.0,0.0,362.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367220.206,c1,reserve,,0.0,26.34,13.67,3.76,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.76,S3,7.4,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,23.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367220.206,c1,search,,0.0,31.1,20.71,10.96,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.96,S3,7.4,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,151.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367220.206,c1,recommend,,0.0,26.76,14.03,3.96,S3,0,,0,200.0,obs,683,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.96,S3,7.4,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,181.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367220.206,c2,reserve,,0.0,26.34,13.67,3.76,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.76,S3,7.4,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,205.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367220.206,c2,search,,0.0,31.1,20.71,10.96,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.96,S3,7.4,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,333.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367220.206,c2,recommend,,0.0,26.76,14.03,3.96,S3,0,,0,200.0,obs,683,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.96,S3,7.4,0,S3,site_s3,S3,S3,S3,171.0,0.0,0.0,363.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367221.206,c1,reserve,,0.0,26.34,13.67,3.72,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.72,S3,7.452,0,S3,site_s3,S3,S3,S3,84.5,0.0,0.0,23.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367221.206,c1,search,,0.0,31.1,20.71,10.91,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.91,S3,7.452,0,S3,site_s3,S3,S3,S3,128.0,0.0,0.0,151.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367221.206,c1,recommend,,0.0,26.76,14.03,3.95,S3,0,,0,200.0,obs,685,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.95,S3,7.452,0,S3,site_s3,S3,S3,S3,171.5,0.0,0.0,182.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367221.206,c2,reserve,,0.0,26.34,13.67,3.72,S3,0,,0,36.0,obs,339,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.72,S3,7.452,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,205.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367221.206,c2,search,,0.0,31.1,20.71,10.91,S3,0,,0,4474.0,obs,511,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.91,S3,7.452,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,333.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367221.206,c2,recommend,,0.0,26.76,14.03,3.95,S3,0,,0,200.0,obs,685,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.95,S3,7.452,0,S3,site_s3,S3,S3,S3,171.0,0.0,0.0,363.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367222.206,c1,reserve,,0.0,26.34,13.67,3.67,S3,0,,0,36.0,obs,340,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.67,S3,7.453,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,23.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367222.206,c1,search,,0.0,31.1,20.71,10.92,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.92,S3,7.453,0,S3,site_s3,S3,S3,S3,128.5,0.0,0.0,152.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367222.206,c1,recommend,,0.0,26.76,14.03,4.02,S3,0,,0,200.0,obs,682,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.02,S3,7.453,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,182.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367222.206,c2,reserve,,0.0,26.34,13.67,3.67,S3,0,,0,36.0,obs,340,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.67,S3,7.453,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,206.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367222.206,c2,search,,0.0,31.1,20.71,10.92,S3,0,,0,4474.0,obs,514,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.92,S3,7.453,0,S3,site_s3,S3,S3,S3,128.5,0.0,0.0,334.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367222.206,c2,recommend,,0.0,26.76,14.03,4.02,S3,0,,0,200.0,obs,682,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.02,S3,7.453,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,365.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367223.205,c1,reserve,,0.0,26.34,13.67,3.68,S3,0,,0,36.0,obs,345,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.68,S3,7.374,0,S3,site_s3,S3,S3,S3,86.5,0.0,0.0,24.0,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367223.205,c1,search,,0.0,31.1,20.71,11.02,S3,0,,0,4474.0,obs,510,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,11.02,S3,7.374,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,151.5,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367223.205,c1,recommend,,0.0,26.76,14.03,4.02,S3,0,,0,200.0,obs,681,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.02,S3,7.374,0,S3,site_s3,S3,S3,S3,170.5,0.0,0.0,181.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367223.205,c2,reserve,,0.0,26.34,13.67,3.68,S3,0,,0,36.0,obs,345,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.68,S3,7.374,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,205.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367223.205,c2,search,,0.0,31.1,20.71,11.02,S3,0,,0,4474.0,obs,510,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,11.02,S3,7.374,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,333.3,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367223.205,c2,recommend,,0.0,26.76,14.03,4.02,S3,0,,0,200.0,obs,681,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.02,S3,7.374,0,S3,site_s3,S3,S3,S3,170.0,0.0,0.0,363.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367224.205,c1,reserve,,0.0,26.34,13.67,3.77,S3,0,,0,36.0,obs,343,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.77,S3,7.357,0,S3,site_s3,S3,S3,S3,86.0,0.0,0.0,23.9,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367224.205,c1,search,,0.0,31.1,20.71,11.0,S3,0,,0,4474.0,obs,510,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,11.0,S3,7.357,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,151.4,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367224.205,c1,recommend,,0.0,26.76,14.03,3.94,S3,0,,0,200.0,obs,685,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.94,S3,7.357,0,S3,site_s3,S3,S3,S3,171.0,0.0,0.0,181.8,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367224.205,c2,reserve,,0.0,26.34,13.67,3.77,S3,0,,0,36.0,obs,343,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.77,S3,7.357,0,S3,site_s3,S3,S3,S3,85.5,0.0,0.0,205.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367224.205,c2,search,,0.0,31.1,20.71,11.0,S3,0,,0,4474.0,obs,510,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,11.0,S3,7.357,0,S3,site_s3,S3,S3,S3,127.5,0.0,0.0,333.1,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367224.205,c2,recommend,,0.0,26.76,14.03,3.94,S3,0,,0,200.0,obs,685,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.94,S3,7.357,0,S3,site_s3,S3,S3,S3,171.5,0.0,0.0,363.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
1786367225.206,c1,reserve,,0.0,26.34,13.67,3.69,S3,0,,0,36.0,obs,341,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.69,S3,7.398,0,S3,site_s3,S3,S3,S3,85.0,0.0,0.0,23.6,1,1,1,,,0,0.0,0.0,0.0,0.0,0.0,
