unit,n,S1_pct,S2_pct,S3_pct,violation_pct,corrected_p95
c1_reserve,10234,0.0,0.0,100.0,0.0782,27.796
c1_search,15349,0.0,100.0,0.0,0.3388,38.719
c1_recommend,20466,0.0,0.0,100.0,0.3029,27.951
c2_reserve,10234,0.0,0.0,100.0,0.0293,26.361
c2_search,15348,0.0,0.0,100.0,0.0,29.314
c2_recommend,20466,0.0,0.0,100.0,0.0244,26.362
