ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes
1786116942.483,c1,reserve,,0.0,26.34,13.67,3.65,S3,1,2.74,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.056,0
1786116942.483,c1,search,,0.0,31.1,20.71,10.98,S3,1,0.52,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.056,0
1786116942.483,c1,recommend,,0.0,26.76,14.03,4.0,S3,1,0.56,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.056,0
1786116942.483,c2,reserve,,0.0,26.34,13.67,3.65,S3,1,0.5,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.056,0
1786116942.483,c2,search,,0.0,31.1,20.71,10.98,S3,1,0.48,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.056,0
1786116942.483,c2,recommend,,0.0,26.76,14.03,4.0,S3,1,0.47,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.056,0
1786116943.484,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.114,0
1786116943.484,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.114,0
1786116943.484,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.114,0
1786116943.484,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.114,0
1786116943.484,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.114,0
1786116943.484,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.114,0
1786116944.483,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.099,0
1786116944.483,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.099,0
1786116944.483,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.099,0
1786116944.483,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.099,0
1786116944.483,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.099,0
1786116944.483,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.099,0
1786116945.484,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.106,0
1786116945.484,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.106,0
1786116945.484,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.106,0
1786116945.484,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior,0,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,0.106,0
1786116945.484,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior,0,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,0.106,0
1786116945.484,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior,0,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,0.106,0
1786116946.485,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,46,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,1.774,0
1786116946.485,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,73,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,1.774,0
1786116946.485,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,98,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,1.774,0
1786116946.485,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,46,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,1.774,0
1786116946.485,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,73,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,1.774,0
1786116946.485,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,98,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,1.774,0
1786116947.488,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,228,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,5.024,0
1786116947.488,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,346,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,5.024,0
1786116947.488,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,460,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,5.024,0
1786116947.488,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,prior_fill,228,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,5.024,0
1786116947.488,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,prior_fill,346,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,5.024,0
1786116947.488,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,prior_fill,460,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,5.024,0
1786116948.489,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,obs,342,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.89,S3,4.782,0
1786116948.489,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,obs,519,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.42,S3,4.782,0
1786116948.489,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,obs,695,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.53,S3,4.782,0
1786116948.489,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,obs,342,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.89,S3,4.782,0
1786116948.489,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,obs,519,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.42,S3,4.782,0
1786116948.489,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,obs,695,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.53,S3,4.782,0
1786116949.488,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,obs,347,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.96,S3,4.867,0
1786116949.488,c1,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,obs,516,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.62,S3,4.867,0
1786116949.488,c1,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,obs,684,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.61,S3,4.867,0
1786116949.488,c2,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,obs,347,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.96,S3,4.867,0
1786116949.488,c2,search,,0.0,31.1,20.71,10.98,S3,0,,0,4474.0,obs,516,31.1,20.71,10.98,S3,31.1,20.71,10.98,S3,31.1,20.71,10.62,S3,4.867,0
1786116949.488,c2,recommend,,0.0,26.76,14.03,4.0,S3,0,,0,200.0,obs,684,26.76,14.03,4.0,S3,26.76,14.03,4.0,S3,26.76,14.03,3.61,S3,4.867,0
1786116950.488,c1,reserve,,0.0,26.34,13.67,3.65,S3,0,,0,36.0,obs,346,26.34,13.67,3.65,S3,26.34,13.67,3.65,S3,26.34,13.67,3.92,S3,4.745,0
