ts,cohort,class,observed_rate_kbit,d_acc_ms,slack_s1,slack_s2,slack_s3,chosen_site,changed,apply_latency_ms,expectant,resp_bytes_est,resp_bytes_src,resp_bytes_n,slack_const_s1,slack_const_s2,slack_const_s3,chosen_site_const,slack_bytesonly_s1,slack_bytesonly_s2,slack_bytesonly_s3,chosen_site_bytesonly,slack_fconly_s1,slack_fconly_s2,slack_fconly_s3,chosen_site_fconly,obs_update_ms,backlog_bytes,feasible_set,subset_cluster,feasible_set_const,feasible_set_bytesonly,feasible_set_fconly
1786258693.861,c1,search,6000,6.562,17.15,12.9,4.69,,0,,0,4474.0,obs,512,24.54,14.15,4.42,,24.54,14.15,4.42,,17.15,12.9,4.69,,5.344,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258693.861,c1,recommend,6000,0.293,23.7,13.36,4.06,,0,,0,200.0,obs,687,26.47,13.73,3.71,,26.47,13.73,3.71,,23.7,13.36,4.06,,5.344,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258693.861,c2,reserve,,0.0,22.48,13.71,3.65,,0,,0,36.0,obs,338,26.34,13.67,3.65,,26.34,13.67,3.65,,22.48,13.71,3.65,,5.344,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258693.861,c2,search,,0.0,23.71,19.46,11.26,,0,,0,4474.0,obs,512,31.1,20.71,10.98,,31.1,20.71,10.98,,23.71,19.46,11.26,,5.344,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258693.861,c2,recommend,,0.0,23.99,13.65,4.36,,0,,0,200.0,obs,687,26.76,14.03,4.0,,26.76,14.03,4.0,,23.99,13.65,4.36,,5.344,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258694.861,c1,reserve,6000,0.053,22.42,13.57,3.6,,0,,0,36.0,obs,342,26.29,13.62,3.6,,26.29,13.62,3.6,,22.42,13.57,3.6,,5.353,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258694.861,c1,search,6000,6.562,17.16,12.9,4.58,,0,,0,4474.0,obs,514,24.54,14.15,4.42,,24.54,14.15,4.42,,17.16,12.9,4.58,,5.353,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258694.861,c1,recommend,6000,0.293,24.32,12.88,4.1,,0,,0,200.0,obs,682,26.47,13.73,3.71,,26.47,13.73,3.71,,24.32,12.88,4.1,,5.353,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258694.861,c2,reserve,,0.0,22.48,13.62,3.65,,0,,0,36.0,obs,342,26.34,13.67,3.65,,26.34,13.67,3.65,,22.48,13.62,3.65,,5.353,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258694.861,c2,search,,0.0,23.73,19.46,11.14,,0,,0,4474.0,obs,514,31.1,20.71,10.98,,31.1,20.71,10.98,,23.73,19.46,11.14,,5.353,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258694.861,c2,recommend,,0.0,24.61,13.18,4.4,,0,,0,200.0,obs,682,26.76,14.03,4.0,,26.76,14.03,4.0,,24.61,13.18,4.4,,5.353,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258695.861,c1,reserve,6000,0.053,23.01,13.57,3.6,,0,,0,36.0,obs,344,26.29,13.62,3.6,,26.29,13.62,3.6,,23.01,13.57,3.6,,5.381,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258695.861,c1,search,6000,6.562,17.87,12.93,4.55,,0,,0,4474.0,obs,515,24.54,14.15,4.42,,24.54,14.15,4.42,,17.87,12.93,4.55,,5.381,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258695.861,c1,recommend,6000,0.293,24.47,13.2,4.08,,0,,0,200.0,obs,681,26.47,13.73,3.71,,26.47,13.73,3.71,,24.47,13.2,4.08,,5.381,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258695.861,c2,reserve,,0.0,23.06,13.62,3.65,,0,,0,36.0,obs,344,26.34,13.67,3.65,,26.34,13.67,3.65,,23.06,13.62,3.65,,5.381,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258695.861,c2,search,,0.0,24.43,19.49,11.11,,0,,0,4474.0,obs,515,31.1,20.71,10.98,,31.1,20.71,10.98,,24.43,19.49,11.11,,5.381,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258695.861,c2,recommend,,0.0,24.76,13.49,4.37,,0,,0,200.0,obs,681,26.76,14.03,4.0,,26.76,14.03,4.0,,24.76,13.49,4.37,,5.381,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258696.861,c1,reserve,6000,0.053,22.19,13.57,3.6,,0,,0,36.0,obs,344,26.29,13.62,3.6,,26.29,13.62,3.6,,22.19,13.57,3.6,,5.564,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258696.861,c1,search,6000,6.562,16.13,13.32,4.74,,0,,0,4474.0,obs,511,24.54,14.15,4.42,,24.54,14.15,4.42,,16.13,13.32,4.74,,5.564,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258696.861,c1,recommend,6000,0.293,23.48,13.38,4.03,,0,,0,200.0,obs,688,26.47,13.73,3.71,,26.47,13.73,3.71,,23.48,13.38,4.03,,5.564,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258696.861,c2,reserve,,0.0,22.25,13.62,3.65,,0,,0,36.0,obs,344,26.34,13.67,3.65,,26.34,13.67,3.65,,22.25,13.62,3.65,,5.564,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258696.861,c2,search,,0.0,22.69,19.88,11.3,,0,,0,4474.0,obs,511,31.1,20.71,10.98,,31.1,20.71,10.98,,22.69,19.88,11.3,,5.564,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258696.861,c2,recommend,,0.0,23.77,13.68,4.33,,0,,0,200.0,obs,688,26.76,14.03,4.0,,26.76,14.03,4.0,,23.77,13.68,4.33,,5.564,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258697.861,c1,reserve,6000,0.053,22.5,13.36,3.6,,0,,0,36.0,obs,341,26.29,13.62,3.6,,26.29,13.62,3.6,,22.5,13.36,3.6,,5.854,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258697.861,c1,search,6000,6.562,15.6,13.44,4.59,,0,,0,4474.0,obs,515,24.54,14.15,4.42,,24.54,14.15,4.42,,15.6,13.44,4.59,,5.854,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258697.861,c1,recommend,6000,0.293,22.89,13.08,4.0,,0,,0,200.0,obs,692,26.47,13.73,3.71,,26.47,13.73,3.71,,22.89,13.08,4.0,,5.854,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258697.861,c2,reserve,,0.0,22.55,13.41,3.65,,0,,0,36.0,obs,341,26.34,13.67,3.65,,26.34,13.67,3.65,,22.55,13.41,3.65,,5.854,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258697.861,c2,search,,0.0,22.16,20.0,11.15,,0,,0,4474.0,obs,515,31.1,20.71,10.98,,31.1,20.71,10.98,,22.16,20.0,11.15,,5.854,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258697.861,c2,recommend,,0.0,23.18,13.38,4.29,,0,,0,200.0,obs,692,26.76,14.03,4.0,,26.76,14.03,4.0,,23.18,13.38,4.29,,5.854,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258698.861,c1,reserve,6000,0.053,22.85,13.58,3.6,,0,,0,36.0,obs,341,26.29,13.62,3.6,,26.29,13.62,3.6,,22.85,13.58,3.6,,5.572,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258698.861,c1,search,6000,6.562,16.4,13.36,4.49,,0,,0,4474.0,obs,515,24.54,14.15,4.42,,24.54,14.15,4.42,,16.4,13.36,4.49,,5.572,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258698.861,c1,recommend,6000,0.293,23.32,13.33,3.98,,0,,0,200.0,obs,689,26.47,13.73,3.71,,26.47,13.73,3.71,,23.32,13.33,3.98,,5.572,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258698.861,c2,reserve,,0.0,22.9,13.64,3.65,,0,,0,36.0,obs,341,26.34,13.67,3.65,,26.34,13.67,3.65,,22.9,13.64,3.65,,5.572,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258698.861,c2,search,,0.0,22.96,19.92,11.05,,0,,0,4474.0,obs,515,31.1,20.71,10.98,,31.1,20.71,10.98,,22.96,19.92,11.05,,5.572,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258698.861,c2,recommend,,0.0,23.62,13.62,4.27,,0,,0,200.0,obs,689,26.76,14.03,4.0,,26.76,14.03,4.0,,23.62,13.62,4.27,,5.572,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258699.861,c1,reserve,6000,0.053,19.71,13.51,3.6,,0,,0,36.0,obs,342,26.29,13.62,3.6,,26.29,13.62,3.6,,19.71,13.51,3.6,,5.56,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258699.861,c1,search,6000,6.562,12.75,12.76,4.45,,0,,0,4474.0,obs,516,24.54,14.15,4.42,,24.54,14.15,4.42,,12.75,12.76,4.45,,5.56,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258699.861,c1,recommend,6000,0.293,23.32,13.33,4.02,,0,,0,200.0,obs,688,26.47,13.73,3.71,,26.47,13.73,3.71,,23.32,13.33,4.02,,5.56,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258699.861,c2,reserve,,0.0,19.76,13.56,3.65,,0,,0,36.0,obs,342,26.34,13.67,3.65,,26.34,13.67,3.65,,19.76,13.56,3.65,,5.56,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258699.861,c2,search,,0.0,19.31,19.32,11.01,,0,,0,4474.0,obs,516,31.1,20.71,10.98,,31.1,20.71,10.98,,19.31,19.32,11.01,,5.56,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258699.861,c2,recommend,,0.0,23.62,13.62,4.31,,0,,0,200.0,obs,688,26.76,14.03,4.0,,26.76,14.03,4.0,,23.62,13.62,4.31,,5.56,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258700.861,c1,reserve,6000,0.053,19.37,13.35,3.6,,0,,0,36.0,obs,347,26.29,13.62,3.6,,26.29,13.62,3.6,,19.37,13.35,3.6,,5.533,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258700.861,c1,search,6000,6.562,12.75,13.04,4.42,,0,,0,4474.0,obs,514,24.54,14.15,4.42,,24.54,14.15,4.42,,12.75,13.04,4.42,,5.533,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258700.861,c1,recommend,6000,0.293,22.71,13.28,4.04,,0,,0,200.0,obs,686,26.47,13.73,3.71,,26.47,13.73,3.71,,22.71,13.28,4.04,,5.533,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258700.861,c2,reserve,,0.0,19.42,13.41,3.65,,0,,0,36.0,obs,347,26.34,13.67,3.65,,26.34,13.67,3.65,,19.42,13.41,3.65,,5.533,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258700.861,c2,search,,0.0,19.31,19.6,10.98,,0,,0,4474.0,obs,514,31.1,20.71,10.98,,31.1,20.71,10.98,,19.31,19.6,10.98,,5.533,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258700.861,c2,recommend,,0.0,23.01,13.58,4.34,,0,,0,200.0,obs,686,26.76,14.03,4.0,,26.76,14.03,4.0,,23.01,13.58,4.34,,5.533,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258701.861,c1,reserve,6000,0.053,20.96,13.49,3.6,,0,,0,36.0,obs,342,26.29,13.62,3.6,,26.29,13.62,3.6,,20.96,13.49,3.6,,5.78,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258701.861,c1,search,6000,6.562,15.52,13.06,4.82,,0,,0,4474.0,obs,515,24.54,14.15,4.42,,24.54,14.15,4.42,,15.52,13.06,4.82,,5.78,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258701.861,c1,recommend,6000,0.293,23.35,12.89,4.02,,0,,0,200.0,obs,688,26.47,13.73,3.71,,26.47,13.73,3.71,,23.35,12.89,4.02,,5.78,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258701.861,c2,reserve,,0.0,21.01,13.55,3.65,,0,,0,36.0,obs,342,26.34,13.67,3.65,,26.34,13.67,3.65,,21.01,13.55,3.65,,5.78,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258701.861,c2,search,,0.0,22.09,19.62,11.38,,0,,0,4474.0,obs,515,31.1,20.71,10.98,,31.1,20.71,10.98,,22.09,19.62,11.38,,5.78,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258701.861,c2,recommend,,0.0,23.64,13.19,4.31,,0,,0,200.0,obs,688,26.76,14.03,4.0,,26.76,14.03,4.0,,23.64,13.19,4.31,,5.78,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258702.861,c1,reserve,6000,0.053,22.37,13.61,3.6,,0,,0,36.0,obs,342,26.29,13.62,3.6,,26.29,13.62,3.6,,22.37,13.61,3.6,,5.502,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258702.861,c1,search,6000,6.562,16.83,12.64,4.78,,0,,0,4474.0,obs,514,24.54,14.15,4.42,,24.54,14.15,4.42,,16.83,12.64,4.78,,5.502,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258702.861,c1,recommend,6000,0.293,23.62,13.08,4.02,,0,,0,200.0,obs,693,26.47,13.73,3.71,,26.47,13.73,3.71,,23.62,13.08,4.02,,5.502,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258702.861,c2,reserve,,0.0,22.43,13.66,3.65,,0,,0,36.0,obs,342,26.34,13.67,3.65,,26.34,13.67,3.65,,22.43,13.66,3.65,,5.502,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258702.861,c2,search,,0.0,23.39,19.2,11.34,,0,,0,4474.0,obs,514,31.1,20.71,10.98,,31.1,20.71,10.98,,23.39,19.2,11.34,,5.502,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258702.861,c2,recommend,,0.0,23.91,13.38,4.32,,0,,0,200.0,obs,693,26.76,14.03,4.0,,26.76,14.03,4.0,,23.91,13.38,4.32,,5.502,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258703.861,c1,reserve,6000,0.053,21.82,13.62,3.6,,0,,0,36.0,obs,341,26.29,13.62,3.6,,26.29,13.62,3.6,,21.82,13.62,3.6,,5.669,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258703.861,c1,search,6000,6.562,15.87,12.65,4.96,,0,,0,4474.0,obs,518,24.54,14.15,4.42,,24.54,14.15,4.42,,15.87,12.65,4.96,,5.669,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258703.861,c1,recommend,6000,0.293,23.69,13.28,4.05,,0,,0,200.0,obs,690,26.47,13.73,3.71,,26.47,13.73,3.71,,23.69,13.28,4.05,,5.669,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258703.861,c2,reserve,,0.0,21.88,13.67,3.65,,0,,0,36.0,obs,341,26.34,13.67,3.65,,26.34,13.67,3.65,,21.88,13.67,3.65,,5.669,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258703.861,c2,search,,0.0,22.43,19.21,11.52,,0,,0,4474.0,obs,518,31.1,20.71,10.98,,31.1,20.71,10.98,,22.43,19.21,11.52,,5.669,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258703.861,c2,recommend,,0.0,23.98,13.57,4.34,,0,,0,200.0,obs,690,26.76,14.03,4.0,,26.76,14.03,4.0,,23.98,13.57,4.34,,5.669,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258704.861,c1,reserve,6000,0.053,23.03,13.6,3.6,,0,,0,36.0,obs,346,26.29,13.62,3.6,,26.29,13.62,3.6,,23.03,13.6,3.6,,5.493,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258704.861,c1,search,6000,6.562,17.09,12.97,3.94,,0,,0,4474.0,obs,516,24.54,14.15,4.42,,24.54,14.15,4.42,,17.09,12.97,3.94,,5.493,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258704.861,c1,recommend,6000,0.293,23.91,13.34,3.72,,0,,0,200.0,obs,686,26.47,13.73,3.71,,26.47,13.73,3.71,,23.91,13.34,3.72,,5.493,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258704.861,c2,reserve,,0.0,23.08,13.65,3.65,,0,,0,36.0,obs,346,26.34,13.67,3.65,,26.34,13.67,3.65,,23.08,13.65,3.65,,5.493,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258704.861,c2,search,,0.0,23.65,19.53,10.51,,0,,0,4474.0,obs,516,31.1,20.71,10.98,,31.1,20.71,10.98,,23.65,19.53,10.51,,5.493,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258704.861,c2,recommend,,0.0,24.2,13.63,4.01,,0,,0,200.0,obs,686,26.76,14.03,4.0,,26.76,14.03,4.0,,24.2,13.63,4.01,,5.493,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258705.861,c1,reserve,6000,0.053,22.97,13.41,3.6,,0,,0,36.0,obs,344,26.29,13.62,3.6,,26.29,13.62,3.6,,22.97,13.41,3.6,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258705.861,c1,search,6000,6.562,17.71,12.59,3.2,,0,,0,4474.0,obs,513,24.54,14.15,4.42,,24.54,14.15,4.42,,17.71,12.59,3.2,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258705.861,c1,recommend,6000,0.293,23.44,13.43,3.32,,0,,0,200.0,obs,691,26.47,13.73,3.71,,26.47,13.73,3.71,,23.44,13.43,3.32,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258705.861,c2,reserve,,0.0,23.02,13.46,3.65,,0,,0,36.0,obs,344,26.34,13.67,3.65,,26.34,13.67,3.65,,23.02,13.46,3.65,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258705.861,c2,search,,0.0,24.27,19.15,9.76,,0,,0,4474.0,obs,513,31.1,20.71,10.98,,31.1,20.71,10.98,,24.27,19.15,9.76,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258705.861,c2,recommend,,0.0,23.73,13.73,3.61,,0,,0,200.0,obs,691,26.76,14.03,4.0,,26.76,14.03,4.0,,23.73,13.73,3.61,,5.377,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258706.861,c1,reserve,6000,0.053,19.24,13.37,3.6,,0,,0,36.0,obs,346,26.29,13.62,3.6,,26.29,13.62,3.6,,19.24,13.37,3.6,,5.746,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258706.861,c1,search,6000,6.562,17.12,12.87,4.42,,0,,0,4474.0,obs,517,24.54,14.15,4.42,,24.54,14.15,4.42,,17.12,12.87,4.42,,5.746,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258706.861,c1,recommend,6000,0.293,22.9,13.08,3.15,,0,,0,200.0,obs,690,26.47,13.73,3.71,,26.47,13.73,3.71,,22.9,13.08,3.15,,5.746,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258706.861,c2,reserve,,0.0,19.29,13.43,3.65,,0,,0,36.0,obs,346,26.34,13.67,3.65,,26.34,13.67,3.65,,19.29,13.43,3.65,,5.746,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258706.861,c2,search,,0.0,23.68,19.44,10.98,,0,,0,4474.0,obs,517,31.1,20.71,10.98,,31.1,20.71,10.98,,23.68,19.44,10.98,,5.746,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258706.861,c2,recommend,,0.0,23.19,13.37,3.44,,0,,0,200.0,obs,690,26.76,14.03,4.0,,26.76,14.03,4.0,,23.19,13.37,3.44,,5.746,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258707.861,c1,reserve,6000,0.053,19.24,13.62,3.6,,0,,0,36.0,obs,342,26.29,13.62,3.6,,26.29,13.62,3.6,,19.24,13.62,3.6,,5.839,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258707.861,c1,search,6000,6.562,16.18,13.0,4.42,,0,,0,4474.0,obs,516,24.54,14.15,4.42,,24.54,14.15,4.42,,16.18,13.0,4.42,,5.839,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258707.861,c1,recommend,6000,0.293,22.9,13.14,3.18,,0,,0,200.0,obs,691,26.47,13.73,3.71,,26.47,13.73,3.71,,22.9,13.14,3.18,,5.839,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258707.861,c2,reserve,,0.0,19.29,13.67,3.65,,0,,0,36.0,obs,342,26.34,13.67,3.65,,26.34,13.67,3.65,,19.29,13.67,3.65,,5.839,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258707.861,c2,search,,0.0,22.74,19.56,10.98,,0,,0,4474.0,obs,516,31.1,20.71,10.98,,31.1,20.71,10.98,,22.74,19.56,10.98,,5.839,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258707.861,c2,recommend,,0.0,23.19,13.43,3.47,,0,,0,200.0,obs,691,26.76,14.03,4.0,,26.76,14.03,4.0,,23.19,13.43,3.47,,5.839,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258708.861,c1,reserve,6000,0.053,22.47,13.62,3.6,,0,,0,36.0,obs,344,26.29,13.62,3.6,,26.29,13.62,3.6,,22.47,13.62,3.6,,5.655,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258708.861,c1,search,6000,6.562,15.9,13.1,2.71,,0,,0,4474.0,obs,518,24.54,14.15,4.42,,24.54,14.15,4.42,,15.9,13.1,2.71,,5.655,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258708.861,c1,recommend,6000,0.293,23.22,13.27,3.56,,0,,0,200.0,obs,692,26.47,13.73,3.71,,26.47,13.73,3.71,,23.22,13.27,3.56,,5.655,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258708.861,c2,reserve,,0.0,22.52,13.67,3.65,,0,,0,36.0,obs,344,26.34,13.67,3.65,,26.34,13.67,3.65,,22.52,13.67,3.65,,5.655,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258708.861,c2,search,,0.0,22.46,19.66,9.27,,0,,0,4474.0,obs,518,31.1,20.71,10.98,,31.1,20.71,10.98,,22.46,19.66,9.27,,5.655,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258708.861,c2,recommend,,0.0,23.51,13.56,3.86,,0,,0,200.0,obs,692,26.76,14.03,4.0,,26.76,14.03,4.0,,23.51,13.56,3.86,,5.655,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258709.861,c1,reserve,6000,0.053,20.14,13.62,3.6,,0,,0,36.0,obs,348,26.29,13.62,3.6,,26.29,13.62,3.6,,20.14,13.62,3.6,,5.624,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258709.861,c1,search,6000,6.562,16.12,11.78,1.54,,0,,0,4474.0,obs,514,24.54,14.15,4.42,,24.54,14.15,4.42,,16.12,11.78,1.54,,5.624,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258709.861,c1,recommend,6000,0.293,21.85,13.07,3.35,,0,,0,200.0,obs,687,26.47,13.73,3.71,,26.47,13.73,3.71,,21.85,13.07,3.35,,5.624,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258709.861,c2,reserve,,0.0,20.2,13.67,3.65,,0,,0,36.0,obs,348,26.34,13.67,3.65,,26.34,13.67,3.65,,20.2,13.67,3.65,,5.624,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258709.861,c2,search,,0.0,22.68,18.34,8.1,,0,,0,4474.0,obs,514,31.1,20.71,10.98,,31.1,20.71,10.98,,22.68,18.34,8.1,,5.624,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258709.861,c2,recommend,,0.0,22.15,13.36,3.64,,0,,0,200.0,obs,687,26.76,14.03,4.0,,26.76,14.03,4.0,,22.15,13.36,3.64,,5.624,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
1786258710.861,c1,reserve,6000,0.053,20.28,13.57,3.6,,0,,0,36.0,obs,346,26.29,13.62,3.6,,26.29,13.62,3.6,,20.28,13.57,3.6,,5.652,0,S1|S2|S3,sub_s123,S1|S2|S3,S1|S2|S3,S1|S2|S3
