inject_done_t43,detect_t43,apply_done_t43,detect_delay_s,apply_latency_ms,total_reaction_s,gap_n,gap_violations,during_violations,gap_share_of_during_pct,source
1785862633.291,1785862633.619,1785862633.62,0.328,0.73,0.329,44,44,52,84.62,D2_sorts_radio/marks.json(radio_on.t43_done) + decisions.csv + load_c1.csv
